,temp_c
637,28.000000000000004
638,28.200000000000003
639,28.000000000000004
640,26.3
641,18.600000000000005
642,19.444444444444443
643,17.0
644,16.0
645,16.0
646,20.799999999999997
647,20.0
648,19.200000000000003
649,20.0
650,17.22222222222222
651,16.5
652,17.4
653,17.700000000000003
654,17.1
655,14.000000000000002
656,13.399999999999999
657,12.3
658,15.0
659,14.000000000000002
660,19.6
661,18.099999999999998
662,16.3
663,12.600000000000001
664,13.399999999999999
665,16.0
666,17.1
667,16.666666666666668
668,16.5
669,16.0
670,16.0
671,18.000000000000004
672,16.0
673,15.0
674,12.0
675,13.0
676,11.11111111111111
677,15.0
678,14.600000000000001
679,12.0
680,16.0
681,16.400000000000002
682,10.100000000000001
683,12.222222222222221
684,9.000000000000002
685,14.300000000000002
686,14.700000000000001
687,13.199999999999998
688,7.1000000000000005
689,11.300000000000002
690,13.0
691,10.999999999999998
692,13.499999999999998
693,13.199999999999998
694,13.333333333333334
695,14.000000000000002
696,13.199999999999998
697,13.599999999999998
698,12.3
699,12.0
700,9.000000000000002
701,12.0
702,9.300000000000002
703,7.300000000000001
704,7.1000000000000005
705,9.700000000000001
706,13.0
707,8.1
708,5.999999999999998
709,9.000000000000002
710,10.0
711,12.100000000000001
712,5.999999999999998
713,8.0
714,5.0
715,5.999999999999998
716,5.999999999999998
717,7.1000000000000005
718,8.0
719,13.0
720,12.5
721,12.0
722,9.000000000000002
723,12.0
724,13.0
725,10.999999999999998
726,10.999999999999998
727,10.100000000000001
728,10.999999999999998
729,13.0
730,13.0
731,8.0
732,12.0
733,10.0
734,12.0
735,9.000000000000002
736,10.999999999999998
737,10.0
738,12.0
739,10.999999999999998
740,10.999999999999998
741,13.0
742,7.000000000000001
743,5.999999999999998
744,7.000000000000001
745,7.000000000000001
746,5.0
747,12.0
748,12.0
749,10.0
750,13.0
751,12.0
752,8.0
753,10.999999999999998
754,10.0
755,10.0
756,9.000000000000002
757,5.999999999999998
758,5.0
759,4.000000000000002
760,2.000000000000001
761,4.000000000000002
762,2.000000000000001
763,2.000000000000001
764,2.000000000000001
765,2.000000000000001
766,5.0
767,4.000000000000002
768,0.9999999999999984
769,0.9999999999999984
770,2.000000000000001
771,2.000000000000001
772,5.0
773,7.000000000000001
774,9.000000000000002
775,10.999999999999998
776,10.999999999999998
777,12.0
778,10.999999999999998
779,7.000000000000001
780,9.000000000000002
781,12.0
782,10.999999999999998
783,17.0
784,14.000000000000002
785,12.0
786,13.0
787,10.999999999999998
788,13.0
789,13.0
790,14.000000000000002
791,10.999999999999998
792,15.0
793,9.000000000000002
794,10.0
795,8.0
796,12.0
797,10.999999999999998
798,10.999999999999998
799,15.0
800,16.0
801,14.000000000000002
802,10.0
803,13.0
804,16.0
805,10.0
806,10.999999999999998
807,10.0
808,13.0
809,14.000000000000002
810,16.0
811,17.0
812,21.0
813,19.0
814,15.0
815,18.000000000000004
816,19.0
817,21.0
818,19.0
819,17.0
820,10.999999999999998
821,13.0
822,15.0
823,14.000000000000002
824,10.0
825,9.000000000000002
826,13.0
827,10.999999999999998
828,14.000000000000002
829,10.999999999999998
830,14.000000000000002
831,14.000000000000002
832,13.0
833,13.0
834,12.0
835,10.0
836,12.0
