dwpf,relh,drct,sknt,alti,mslp,vsby,temp_c
27.0,8.85,230.0,8.0,29.74,1004.4,10.0,35.0
27.0,9.42,260.0,7.0,29.73,1004.3,10.0,33.888888888888886
28.9,10.84,190.0,9.0,29.77,1005.7,10.0,32.77777777777778
32.0,12.29,190.0,6.0,29.85,1008.3,10.0,32.77777777777778
36.0,12.73,190.0,4.0,29.95,1011.4,10.0,35.0
28.0,8.67,190.0,4.0,29.91,1010.1,10.0,36.111111111111114
28.9,9.25,190.0,3.0,29.83,1007.5,10.0,35.55555555555556
36.0,15.31,240.0,9.0,29.8,1006.6,10.0,31.666666666666668
35.0,11.88,240.0,9.0,29.79,1006.2,10.0,35.55555555555556
37.0,11.37,230.0,9.0,29.7,1003.0,10.0,37.77777777777778
28.9,8.47,240.0,8.0,29.67,1001.9,10.0,37.22222222222222
30.9,9.44,120.0,3.0,29.69,1002.4,10.0,36.666666666666664
35.0,11.17,230.0,10.0,29.85,1008.0,10.0,36.666666666666664
27.0,7.16,260.0,5.0,29.86,1008.1,10.0,38.888888888888886
24.1,5.98,260.0,6.0,29.83,1006.9,10.0,40.0
25.0,5.66,230.0,8.0,29.8,1006.1,10.0,41.666666666666664
27.0,6.74,230.0,3.0,29.76,1004.9,10.0,40.0
41.0,12.52,270.0,8.0,29.74,1004.1,10.0,38.888888888888886
28.0,7.71,300.0,5.0,29.83,1007.1,10.0,38.333333333333336
26.1,6.12,260.0,10.0,29.82,1006.8,10.0,41.111111111111114
27.0,6.35,240.0,10.0,29.77,1005.2,10.0,41.111111111111114
27.0,6.52,280.0,9.0,29.73,1003.8,10.0,40.55555555555556
30.0,7.88,280.0,6.0,29.76,1004.8,10.0,39.44444444444444
30.9,7.45,230.0,8.0,29.8,1006.1,10.0,41.111111111111114
33.0,7.88,240.0,9.0,29.81,1006.2,10.0,41.666666666666664
43.0,11.62,260.0,9.0,29.76,1004.4,10.0,41.666666666666664
42.0,11.6,240.0,11.0,29.66,1001.2,10.0,41.111111111111114
57.0,33.85,280.0,8.0,29.73,1004.0,10.0,31.666666666666668
41.0,14.97,190.0,8.0,29.77,1005.3,10.0,35.55555555555556
32.0,9.87,190.0,3.0,29.82,1007.2,10.0,36.666666666666664
33.0,9.74,260.0,7.0,29.85,1007.7,10.0,37.77777777777778
30.9,7.21,240.0,8.0,29.79,1005.7,10.0,41.666666666666664
36.0,8.85,260.0,12.0,29.81,1006.3,10.0,41.666666666666664
33.0,7.68,240.0,8.0,29.71,1003.0,10.0,42.22222222222222
37.0,9.2,260.0,9.0,29.68,1001.8,10.0,41.666666666666664
45.0,13.31,260.0,6.0,29.71,1002.9,10.0,40.55555555555556
24.1,6.17,260.0,6.0,29.86,1008.0,10.0,39.44444444444444
25.0,5.66,250.0,9.0,29.81,1006.5,10.0,41.666666666666664
21.0,4.66,250.0,9.0,29.82,1006.5,10.0,42.22222222222222
30.0,7.18,240.0,9.0,29.78,1005.5,10.0,41.111111111111114
42.0,12.31,260.0,11.0,29.73,1003.7,10.0,40.0
24.1,6.56,30.0,4.0,29.84,1007.4,10.0,38.333333333333336
16.0,4.64,250.0,5.0,29.87,1008.5,10.0,38.333333333333336
24.1,5.78,230.0,10.0,29.84,1007.6,10.0,40.55555555555556
32.0,7.54,230.0,5.0,29.81,1006.4,10.0,41.666666666666664
34.0,8.67,260.0,5.0,29.79,1005.7,10.0,40.55555555555556
38.0,8.03,240.0,8.0,29.89,1009.0,10.0,45.0
49.0,13.39,90.0,13.0,29.94,1010.6,10.0,43.333333333333336
46.0,12.01,200.0,8.0,29.86,1007.9,10.0,43.333333333333336
44.0,11.17,170.0,3.0,29.8,1005.7,10.0,43.333333333333336
52.0,17.3,40.0,4.0,29.78,1005.3,10.0,40.55555555555556
61.0,33.62,0.0,0.0,29.96,1011.7,10.0,34.44444444444444
61.0,29.55,0.0,6.0,29.83,1007.3,10.0,36.666666666666664
62.0,30.72,0.0,3.0,29.9,1009.8,10.0,36.666666666666664
59.0,24.46,260.0,9.0,29.92,1010.1,10.0,38.888888888888886
61.0,28.75,260.0,6.0,29.93,1010.3,10.0,37.22222222222222
59.0,28.46,70.0,4.0,29.9,1009.4,10.0,36.111111111111114
59.0,25.28,70.0,3.0,29.84,1007.4,10.0,38.333333333333336
58.0,23.52,230.0,6.0,29.88,1008.7,10.0,38.888888888888886
55.0,20.61,230.0,4.0,29.84,1007.5,10.0,39.44444444444444
64.0,27.5,260.0,7.0,29.83,1007.1,10.0,40.0
59.0,21.72,250.0,7.0,29.81,1006.3,10.0,41.111111111111114
58.0,21.44,250.0,8.0,29.81,1006.2,10.0,40.55555555555556
50.0,15.14,270.0,7.0,29.9,1009.4,10.0,41.666666666666664
49.0,12.64,240.0,9.0,29.82,1006.4,10.0,44.44444444444444
47.0,11.01,240.0,8.0,29.86,1007.7,10.0,45.55555555555556
46.0,10.98,240.0,9.0,29.83,1006.9,10.0,45.0
47.0,11.72,340.0,13.0,29.83,1006.9,10.0,44.44444444444444
55.0,17.73,230.0,10.0,29.79,1005.4,10.0,42.22222222222222
54.0,17.09,230.0,6.0,29.8,1006.0,10.0,42.22222222222222
60.0,23.2,280.0,7.0,29.84,1007.4,10.0,40.55555555555556
62.0,23.47,230.0,11.0,29.82,1006.7,10.0,41.666666666666664
60.0,22.59,220.0,7.0,29.81,1006.1,10.0,41.111111111111114
54.0,17.09,240.0,7.0,29.81,1006.3,10.0,42.22222222222222
54.0,17.09,230.0,6.0,29.8,1005.8,10.0,42.22222222222222
56.0,18.8,240.0,9.0,29.78,1005.4,10.0,41.666666666666664
53.0,16.06,240.0,8.0,29.78,1005.2,10.0,42.77777777777778
42.0,10.35,200.0,8.0,29.76,1004.4,10.0,43.333333333333336
42.0,9.76,250.0,9.0,29.77,1004.8,10.0,44.44444444444444
40.0,9.2,260.0,8.0,29.72,1003.0,10.0,43.888888888888886
54.0,17.55,240.0,12.0,29.72,1003.0,10.0,41.666666666666664
57.0,24.18,220.0,11.0,29.82,1006.9,10.0,37.77777777777778
57.0,25.61,220.0,3.0,29.9,1009.5,10.0,36.666666666666664
54.0,22.35,220.0,4.0,29.82,1007.1,10.0,37.22222222222222
61.0,27.9,220.0,7.0,29.81,1006.6,10.0,37.77777777777778
61.0,28.75,110.0,11.0,29.85,1006.6,10.0,37.22222222222222
61.0,27.15,270.0,9.0,29.79,1005.6,10.0,38.333333333333336
59.0,25.28,220.0,7.0,29.76,1004.5,10.0,38.333333333333336
63.0,31.71,220.0,5.0,29.95,1011.1,10.0,36.666666666666664
63.0,29.94,210.0,6.0,29.97,1012.0,10.0,37.77777777777778
61.0,24.75,260.0,11.0,29.88,1008.8,10.0,40.0
57.0,20.21,260.0,4.0,29.79,1005.7,10.0,41.111111111111114
55.0,19.31,230.0,6.0,29.77,1004.8,10.0,40.55555555555556
58.0,22.89,230.0,9.0,29.82,1006.4,10.0,39.44444444444444
55.0,23.18,130.0,5.0,29.89,1009.3,10.0,37.22222222222222
62.0,29.9,190.0,9.0,29.88,1008.9,10.0,37.22222222222222
57.0,24.18,250.0,8.0,29.79,1005.9,10.0,37.77777777777778
59.0,26.78,60.0,10.0,29.87,1008.6,10.0,37.22222222222222
59.0,25.98,170.0,4.0,29.84,1007.6,10.0,37.77777777777778
37.0,10.42,240.0,11.0,29.8,1006.1,10.0,39.44444444444444
38.0,11.47,270.0,7.0,29.79,1005.7,10.0,38.333333333333336
45.0,14.21,250.0,6.0,29.87,1008.4,10.0,39.44444444444444
46.0,15.16,260.0,5.0,29.84,1007.6,10.0,38.888888888888886
56.0,22.61,260.0,5.0,29.82,1006.8,10.0,38.333333333333336
54.0,21.1,260.0,4.0,29.73,1003.5,10.0,38.333333333333336
53.0,20.98,260.0,5.0,29.7,1002.6,10.0,37.77777777777778
50.0,20.49,0.0,0.0,29.78,1005.6,10.0,36.111111111111114
53.0,22.22,130.0,7.0,29.86,1008.2,10.0,36.666666666666664
47.0,16.66,130.0,3.0,29.89,1009.3,10.0,37.77777777777778
47.0,15.69,260.0,7.0,29.93,1010.7,10.0,38.888888888888886
47.0,14.78,350.0,5.0,29.9,1009.3,10.0,40.0
46.0,13.82,190.0,5.0,29.79,1005.7,10.0,40.55555555555556
42.0,11.91,270.0,6.0,29.76,1004.5,10.0,40.55555555555556
43.0,12.74,280.0,9.0,29.77,1005.1,10.0,40.0
43.0,12.74,240.0,11.0,29.77,1005.1,10.0,40.0
45.0,14.21,240.0,7.0,29.73,1003.5,10.0,39.44444444444444
32.0,8.77,240.0,4.0,29.85,1007.9,10.0,38.888888888888886
38.0,9.85,230.0,10.0,29.79,1005.8,10.0,41.111111111111114
38.0,9.54,230.0,10.0,29.76,1004.8,10.0,41.666666666666664
38.0,10.12,260.0,5.0,29.73,1003.8,10.0,40.55555555555556
49.0,15.42,220.0,5.0,29.76,1004.6,10.0,40.55555555555556
51.0,17.86,240.0,8.0,29.74,1004.0,10.0,39.44444444444444
54.0,22.35,240.0,7.0,29.73,1003.7,10.0,37.22222222222222
51.0,21.95,220.0,9.0,29.79,1006.1,10.0,35.55555555555556
46.0,16.6,220.0,5.0,29.91,1009.8,10.0,37.22222222222222
50.0,18.71,220.0,4.0,29.9,1009.5,10.0,37.77777777777778
35.0,10.55,180.0,9.0,29.82,1006.8,10.0,37.77777777777778
34.0,10.7,180.0,5.0,29.76,1004.7,10.0,36.666666666666664
44.0,16.41,220.0,8.0,29.85,1007.9,10.0,36.111111111111114
43.0,14.36,230.0,9.0,29.87,1008.6,10.0,37.77777777777778
41.0,12.94,210.0,7.0,29.84,1007.4,10.0,38.333333333333336
38.0,11.47,240.0,8.0,29.82,1007.0,10.0,38.333333333333336
41.0,13.7,250.0,5.0,29.82,1007.0,10.0,37.22222222222222
46.0,17.64,250.0,3.0,29.83,1007.3,10.0,36.111111111111114
57.0,36.07,270.0,9.0,29.85,1008.5,10.0,30.555555555555557
68.0,69.07,160.0,10.0,29.87,1009.5,10.0,26.11111111111111
65.0,51.21,100.0,3.0,29.89,1009.7,10.0,29.444444444444443
53.0,33.57,100.0,3.0,29.92,1010.8,10.0,29.444444444444443
47.0,28.43,0.0,0.0,29.83,1008.1,10.0,28.333333333333332
48.0,30.51,160.0,6.0,29.74,1005.0,10.0,27.77777777777778
47.0,30.24,240.0,3.0,29.67,1002.6,10.0,27.22222222222222
45.0,35.6,240.0,5.0,29.77,1006.5,10.0,23.333333333333332
36.0,21.19,250.0,9.0,29.8,1006.5,10.0,26.11111111111111
40.0,23.82,190.0,6.0,29.83,1008.4,10.0,26.666666666666668
51.0,35.38,200.0,8.0,29.8,1007.2,10.0,27.22222222222222
53.0,38.09,140.0,7.0,29.78,1006.3,10.0,27.22222222222222
51.0,38.92,110.0,6.0,29.77,1006.2,10.0,25.555555555555557
54.0,49.79,230.0,7.0,29.9,1010.7,10.0,23.333333333333332
37.0,23.55,350.0,3.0,29.94,1011.8,10.0,25.0
38.0,26.08,30.0,7.0,29.92,1011.4,10.0,23.88888888888889
40.0,27.37,90.0,11.0,30.05,1015.9,10.0,24.444444444444443
44.0,29.04,80.0,6.0,30.01,1014.5,10.0,26.11111111111111
44.0,24.68,80.0,6.0,29.98,1013.1,10.0,28.88888888888889
49.0,25.14,140.0,8.0,29.94,1011.3,10.0,31.666666666666668
50.0,27.91,110.0,10.0,29.92,1010.5,10.0,30.555555555555557
56.0,38.28,160.0,8.0,29.87,1009.0,10.0,28.88888888888889
57.0,36.07,170.0,6.0,29.8,1009.0,10.0,30.555555555555557
49.0,30.65,250.0,7.0,29.91,1010.9,10.0,28.333333333333332
47.0,28.43,240.0,6.0,29.95,1012.2,10.0,28.333333333333332
42.0,22.2,240.0,3.0,30.01,1014.1,10.0,29.444444444444443
36.0,15.85,330.0,4.0,29.98,1013.1,10.0,31.11111111111111
40.0,18.47,330.0,4.0,30.02,1014.5,10.0,31.11111111111111
44.0,23.97,0.0,0.0,29.93,1011.4,10.0,29.444444444444443
45.0,27.24,0.0,0.0,29.91,1010.9,10.0,27.77777777777778
42.0,27.7,250.0,5.0,29.79,1006.7,10.0,25.555555555555557
26.1,16.21,250.0,5.0,30.03,1015.4,10.0,23.88888888888889
32.0,17.42,300.0,5.0,30.0,1014.3,10.0,26.666666666666668
38.0,23.53,190.0,4.0,29.93,1011.9,10.0,25.555555555555557
34.0,20.16,270.0,4.0,29.95,1012.5,10.0,25.555555555555557
28.9,15.36,240.0,3.0,29.86,1009.3,10.0,26.666666666666668
35.0,19.15,240.0,4.0,29.9,1010.8,10.0,27.22222222222222
38.0,22.03,220.0,4.0,29.91,1011.1,10.0,26.666666666666668
40.0,24.7,210.0,3.0,29.92,1011.5,10.0,26.11111111111111
18.0,10.77,100.0,4.0,30.0,1014.1,10.0,25.0
38.0,25.31,170.0,3.0,29.91,1011.1,10.0,24.444444444444443
40.0,31.2,250.0,3.0,29.9,1010.9,10.0,22.22222222222222
-0.9,6.48,10.0,11.0,30.02,1015.2,10.0,19.444444444444443
8.1,10.85,150.0,3.0,30.4,1028.3,10.0,17.77777777777778
12.9,11.26,100.0,7.0,30.22,1022.2,10.0,20.555555555555557
15.1,10.86,100.0,4.0,30.04,1016.0,10.0,22.77777777777778
17.1,11.07,180.0,6.0,29.98,1013.9,10.0,23.88888888888889
24.1,17.01,0.0,0.0,30.01,1015.1,10.0,21.666666666666668
24.1,16.5,280.0,5.0,30.03,1015.5,10.0,22.22222222222222
21.0,14.0,200.0,3.0,30.05,1016.2,10.0,22.77777777777778
19.9,11.27,40.0,5.0,29.96,1013.0,10.0,25.555555555555557
28.0,18.74,0.0,0.0,30.08,1017.4,10.0,22.77777777777778
33.0,27.34,250.0,4.0,30.07,1017.1,10.0,20.0
40.0,35.76,0.0,0.0,30.03,1015.5,10.0,20.0
39.0,34.53,0.0,0.0,29.87,1010.4,10.0,20.0
16.0,12.04,0.0,3.0,30.01,1014.7,10.0,21.666666666666668
21.9,14.11,100.0,4.0,30.08,1017.4,10.0,23.333333333333332
25.0,16.06,220.0,3.0,30.01,1014.8,10.0,23.333333333333332
28.9,19.45,140.0,3.0,29.87,1010.2,10.0,22.77777777777778
32.0,25.18,0.0,0.0,29.88,1010.5,10.0,20.555555555555557
36.0,35.26,0.0,0.0,29.73,1005.7,10.0,17.77777777777778
43.0,49.52,160.0,6.0,29.86,1010.0,10.0,16.666666666666668
44.0,55.44,240.0,3.0,29.83,1009.1,10.0,15.555555555555555
26.1,27.1,150.0,3.0,30.13,1019.6,10.0,15.555555555555555
24.1,21.73,190.0,4.0,30.07,1017.6,10.0,17.77777777777778
28.9,20.74,160.0,7.0,29.91,1011.6,10.0,21.666666666666668
36.0,36.52,0.0,0.0,29.89,1011.3,10.0,17.22222222222222
46.0,46.94,0.0,0.0,30.02,1015.3,10.0,19.444444444444443
44.0,45.05,0.0,3.0,30.23,1022.5,10.0,18.88888888888889
36.0,29.55,260.0,3.0,30.23,1022.6,10.0,20.555555555555557
28.9,20.74,70.0,4.0,30.07,1017.1,10.0,21.666666666666668
32.0,23.52,350.0,3.0,30.0,1014.5,10.0,21.666666666666668
38.0,35.44,250.0,6.0,30.02,1015.5,10.0,18.88888888888889
7.0,8.98,0.0,0.0,30.23,1022.6,10.0,20.0
14.0,14.1,210.0,3.0,30.2,1021.7,10.0,17.77777777777778
19.9,16.97,220.0,3.0,30.08,1017.4,10.0,18.88888888888889
14.0,11.46,150.0,6.0,30.14,1019.4,10.0,21.11111111111111
33.0,27.34,180.0,5.0,30.13,1019.0,10.0,20.0
32.0,26.15,230.0,5.0,30.09,1017.8,10.0,20.0
33.0,27.34,300.0,5.0,30.11,1018.4,10.0,20.0
32.0,22.06,240.0,4.0,30.1,1018.2,10.0,22.77777777777778
36.0,31.87,0.0,0.0,30.09,1018.0,10.0,19.444444444444443
28.0,19.99,0.0,3.0,30.04,1016.2,10.0,21.666666666666668
26.1,17.93,0.0,0.0,30.08,1017.4,10.0,22.22222222222222
28.0,20.75,220.0,5.0,29.95,1012.8,10.0,21.11111111111111
30.9,27.85,0.0,0.0,29.92,1012.3,10.0,18.333333333333332
37.0,43.78,0.0,0.0,29.71,1005.0,10.0,15.0
28.9,33.98,0.0,4.0,29.82,1008.9,10.0,13.88888888888889
28.9,39.16,360.0,6.0,29.82,1009.3,10.0,11.666666666666666
12.0,17.23,30.0,6.0,30.15,1020.5,10.0,13.333333333333334
12.9,18.52,0.0,0.0,29.94,1013.4,10.0,12.777777777777779
15.1,23.54,200.0,3.0,29.95,1013.8,10.0,10.555555555555555
25.0,37.39,80.0,6.0,30.03,1016.7,10.0,10.0
16.0,25.5,150.0,4.0,30.13,1020.1,10.0,10.0
18.0,23.13,0.0,0.0,30.14,1020.4,10.0,12.777777777777779
23.0,19.35,0.0,0.0,30.03,1016.0,10.0,18.88888888888889
28.9,23.95,0.0,0.0,29.97,1014.0,10.0,19.444444444444443
30.9,29.77,240.0,5.0,30.03,1016.0,10.0,17.22222222222222
36.0,37.69,270.0,3.0,30.2,1022.0,10.0,16.666666666666668
35.0,25.83,0.0,0.0,30.09,1018.0,10.0,22.22222222222222
32.0,23.52,0.0,0.0,30.07,1017.1,10.0,21.666666666666668
35.0,31.73,0.0,0.0,30.07,1017.1,10.0,18.88888888888889
43.0,46.32,0.0,0.0,30.05,1016.5,10.0,17.77777777777778
30.0,25.05,100.0,6.0,29.98,1014.2,10.0,19.444444444444443
33.0,32.53,170.0,3.0,29.98,1014.3,10.0,17.22222222222222
41.0,38.76,170.0,6.0,30.1,1018.3,10.0,19.444444444444443
43.0,44.88,100.0,3.0,30.06,1016.8,10.0,18.333333333333332
46.0,46.94,100.0,3.0,30.2,1021.4,10.0,19.444444444444443
44.0,43.67,0.0,0.0,30.14,1019.6,10.0,19.444444444444443
46.0,45.19,260.0,7.0,30.1,1017.8,10.0,20.0
21.9,15.51,280.0,4.0,30.22,1022.1,10.0,21.666666666666668
27.0,19.18,0.0,0.0,30.0,1014.7,10.0,21.666666666666668
33.0,28.39,0.0,0.0,29.95,1013.2,10.0,19.444444444444443
17.1,17.25,240.0,8.0,30.1,1018.4,10.0,16.666666666666668
19.0,20.09,220.0,4.0,30.15,1020.2,10.0,15.555555555555555
23.0,17.39,230.0,5.0,30.1,1018.5,10.0,20.555555555555557
16.0,12.89,260.0,7.0,30.08,1017.6,10.0,20.555555555555557
16.0,11.68,120.0,3.0,30.15,1019.5,10.0,22.22222222222222
19.9,14.24,240.0,3.0,30.01,1015.2,10.0,21.666666666666668
28.9,20.74,240.0,5.0,29.95,1013.3,10.0,21.666666666666668
25.0,18.33,0.0,0.0,29.87,1010.3,10.0,21.11111111111111
26.1,18.48,220.0,4.0,29.89,1010.5,10.0,21.666666666666668
30.9,22.5,0.0,0.0,29.93,1012.3,10.0,21.666666666666668
39.0,31.05,0.0,3.0,29.95,1012.7,10.0,21.666666666666668
40.0,34.43,0.0,0.0,29.95,1012.8,10.0,20.555555555555557
44.0,42.04,150.0,4.0,29.87,1010.1,10.0,20.0
49.0,59.98,200.0,12.0,29.87,1010.1,10.0,17.22222222222222
41.0,44.41,180.0,10.0,29.79,1007.7,10.0,17.22222222222222
42.0,49.73,200.0,9.0,29.79,1007.7,10.0,16.11111111111111
10.0,16.29,80.0,6.0,30.23,1023.3,10.0,12.777777777777779
18.0,16.25,170.0,7.0,30.04,1016.6,10.0,18.333333333333332
18.0,17.37,210.0,3.0,30.02,1015.9,10.0,17.22222222222222
17.1,17.94,160.0,3.0,29.93,1012.8,10.0,16.11111111111111
19.9,20.88,0.0,0.0,29.9,1012.0,10.0,15.555555555555555
9.0,9.47,0.0,0.0,30.1,1018.6,10.0,20.555555555555557
19.9,7.24,140.0,4.0,29.97,1013.0,10.0,33.333333333333336
34.0,23.19,210.0,6.0,30.05,1015.6,10.0,23.333333333333332
46.0,48.43,220.0,5.0,29.98,1013.9,10.0,18.88888888888889
40.0,42.56,220.0,4.0,29.95,1013.1,10.0,17.22222222222222
24.1,27.86,250.0,6.0,29.91,1012.0,10.0,13.88888888888889
23.0,28.61,230.0,11.0,29.92,1012.5,10.0,12.777777777777779
16.0,22.0,260.0,9.0,29.98,1014.9,10.0,12.222222222222221
10.9,17.58,170.0,7.0,29.84,1010.0,10.0,12.222222222222221
14.0,20.84,130.0,3.0,29.79,1008.4,10.0,11.666666666666666
38.0,73.47,0.0,0.0,29.88,1011.7,10.0,7.777777777777778
26.1,32.56,0.0,4.0,30.3,1025.8,10.0,12.777777777777779
25.0,22.56,20.0,4.0,30.1,1018.7,10.0,17.77777777777778
28.0,24.75,150.0,3.0,30.03,1016.2,10.0,18.333333333333332
18.0,13.13,150.0,3.0,30.06,1016.8,10.0,21.666666666666668
26.1,16.81,70.0,3.0,30.03,1015.5,10.0,23.333333333333332
32.0,21.4,70.0,4.0,30.04,1015.9,10.0,23.333333333333332
42.0,30.71,70.0,3.0,29.99,1014.0,10.0,23.88888888888889
41.0,30.54,0.0,0.0,29.96,1013.0,10.0,23.333333333333332
41.0,32.56,250.0,8.0,29.92,1011.7,10.0,22.22222222222222
34.0,24.72,190.0,6.0,29.95,1012.9,10.0,22.22222222222222
26.1,14.19,0.0,0.0,29.98,1013.8,10.0,26.11111111111111
33.0,16.62,210.0,10.0,29.92,1011.3,10.0,28.333333333333332
27.0,13.8,240.0,5.0,29.92,1011.3,10.0,27.22222222222222
36.0,27.6,0.0,0.0,29.89,1010.6,10.0,21.666666666666668
23.0,20.75,0.0,0.0,29.95,1013.1,10.0,17.77777777777778
24.1,18.91,180.0,9.0,29.86,1009.8,10.0,20.0
37.0,31.92,180.0,3.0,29.87,1010.0,10.0,20.0
45.0,62.07,180.0,3.0,29.72,1005.4,10.0,14.444444444444445
23.0,21.49,250.0,18.0,29.82,1008.8,10.0,17.22222222222222
21.9,21.18,250.0,5.0,30.12,1019.1,10.0,16.666666666666668
21.9,14.54,100.0,11.0,29.97,1013.4,10.0,22.77777777777778
32.0,19.3,90.0,11.0,30.0,1014.0,10.0,25.0
33.0,19.45,150.0,5.0,29.97,1013.3,10.0,25.555555555555557
30.0,15.6,200.0,4.0,29.93,1011.9,10.0,27.22222222222222
30.9,15.66,210.0,5.0,29.92,1011.4,10.0,27.77777777777778
28.9,14.92,210.0,3.0,29.9,1010.6,10.0,27.22222222222222
27.0,15.17,260.0,11.0,29.87,1009.6,10.0,25.555555555555557
30.0,22.52,260.0,4.0,30.06,1016.4,10.0,21.11111111111111
32.0,21.4,250.0,6.0,30.04,1015.8,10.0,23.333333333333332
26.1,14.62,250.0,8.0,30.11,1017.9,10.0,25.555555555555557
21.9,10.12,190.0,3.0,30.01,1014.4,10.0,28.88888888888889
26.1,11.72,260.0,3.0,29.9,1010.7,10.0,29.444444444444443
26.1,12.5,250.0,4.0,29.9,1010.7,10.0,28.333333333333332
25.0,11.94,280.0,7.0,30.0,1014.2,10.0,28.333333333333332
19.9,10.24,230.0,8.0,29.98,1013.7,10.0,27.22222222222222
12.0,7.27,0.0,0.0,29.93,1011.8,10.0,27.22222222222222
12.0,7.76,240.0,4.0,29.91,1011.2,10.0,26.11111111111111
8.1,5.74,0.0,0.0,29.91,1010.6,10.0,28.333333333333332
21.9,10.48,0.0,3.0,29.83,1008.1,10.0,28.333333333333332
23.0,11.31,250.0,12.0,29.79,1006.8,10.0,27.77777777777778
30.0,16.07,0.0,0.0,29.92,1011.3,10.0,26.666666666666668
30.0,16.07,0.0,0.0,29.9,1010.8,10.0,26.666666666666668
40.0,25.44,230.0,7.0,29.94,1011.8,10.0,25.555555555555557
28.9,12.26,290.0,6.0,30.01,1014.2,10.0,30.555555555555557
24.1,8.12,240.0,5.0,29.98,1012.9,10.0,34.44444444444444
23.0,7.97,280.0,6.0,29.96,1012.2,10.0,33.888888888888886
28.0,10.44,240.0,12.0,29.71,1003.8,10.0,32.77777777777778
12.0,8.86,290.0,5.0,29.84,1008.6,10.0,23.88888888888889
12.9,9.86,260.0,12.0,29.77,1006.3,10.0,22.77777777777778
30.9,18.46,260.0,12.0,29.92,1011.5,10.0,25.0
25.0,12.29,210.0,9.0,29.9,1010.6,10.0,27.77777777777778
28.9,13.15,0.0,0.0,29.75,1005.3,10.0,29.444444444444443
28.9,13.53,270.0,8.0,29.74,1005.0,10.0,28.88888888888889
44.0,33.16,270.0,6.0,30.0,1014.4,10.0,23.88888888888889
34.0,13.74,240.0,5.0,29.98,1013.2,10.0,32.22222222222222
17.1,5.63,120.0,7.0,29.87,1008.9,10.0,35.55555555555556
16.0,5.37,0.0,0.0,29.79,1006.5,10.0,35.55555555555556
28.0,11.48,260.0,10.0,29.76,1005.2,10.0,31.11111111111111
27.0,12.52,270.0,7.0,29.8,1007.0,10.0,28.88888888888889
19.0,9.27,220.0,5.0,29.79,1006.9,10.0,28.333333333333332
35.0,13.91,250.0,10.0,29.85,1008.7,10.0,32.77777777777778
28.9,9.0,270.0,6.0,29.85,1008.4,10.0,36.111111111111114
30.0,9.1,220.0,7.0,29.85,1008.0,10.0,36.666666666666664
28.9,9.25,220.0,4.0,29.8,1006.5,10.0,35.55555555555556
25.0,8.67,230.0,9.0,29.75,1005.0,10.0,33.888888888888886
23.0,8.25,270.0,7.0,29.7,1003.2,10.0,33.333333333333336
38.0,20.71,260.0,14.0,29.68,1003.2,10.0,27.77777777777778
36.0,17.5,260.0,6.0,29.86,1009.0,10.0,29.444444444444443
26.1,12.06,230.0,7.0,29.86,1009.0,10.0,28.88888888888889
21.9,7.88,250.0,7.0,29.81,1007.3,10.0,33.333333333333336
23.0,8.25,170.0,6.0,29.74,1004.8,10.0,33.333333333333336
21.0,7.8,240.0,6.0,29.72,1004.1,10.0,32.77777777777778
23.0,8.76,0.0,0.0,29.69,1003.1,10.0,32.22222222222222
36.0,19.21,270.0,8.0,29.78,1006.3,10.0,27.77777777777778
40.0,20.39,250.0,11.0,29.76,1006.3,10.0,29.444444444444443
40.0,19.68,0.0,0.0,29.68,1003.1,10.0,30.0
34.0,16.16,180.0,4.0,29.65,1002.0,10.0,29.444444444444443
40.0,20.99,180.0,6.0,29.79,1006.7,10.0,28.88888888888889
39.0,21.62,70.0,11.0,29.79,1006.5,10.0,27.77777777777778
45.0,21.7,260.0,7.0,29.84,1008.3,10.0,31.666666666666668
39.0,13.85,260.0,3.0,29.86,1008.3,10.0,35.55555555555556
37.0,12.81,130.0,8.0,29.8,1006.5,10.0,35.55555555555556
38.0,13.72,300.0,4.0,29.75,1004.8,10.0,35.0
36.0,16.89,240.0,11.0,29.72,1004.1,10.0,30.0
21.0,9.74,220.0,11.0,29.86,1009.1,10.0,28.88888888888889
19.0,9.54,220.0,5.0,29.82,1008.2,10.0,27.77777777777778
35.0,21.85,270.0,13.0,29.72,1004.4,10.0,25.0
28.0,15.35,250.0,14.0,29.64,1001.9,10.0,26.11111111111111
23.0,13.82,270.0,12.0,29.61,1001.0,10.0,24.444444444444443
33.0,23.06,110.0,3.0,29.97,1013.4,10.0,22.77777777777778
21.9,9.83,240.0,6.0,29.83,1008.5,10.0,29.444444444444443
21.9,8.36,240.0,6.0,29.77,1005.8,10.0,32.22222222222222
15.1,6.42,180.0,4.0,29.74,1004.8,10.0,31.666666666666668
40.0,24.7,240.0,8.0,29.8,1007.2,10.0,26.11111111111111
25.0,12.29,240.0,3.0,29.76,1005.8,10.0,27.77777777777778
32.0,13.51,220.0,5.0,29.77,1006.1,10.0,31.11111111111111
27.0,9.16,220.0,6.0,29.82,1007.2,10.0,34.44444444444444
26.1,8.24,180.0,9.0,29.77,1005.3,10.0,35.55555555555556
26.1,8.24,160.0,7.0,29.72,1003.9,10.0,35.55555555555556
32.0,11.23,300.0,6.0,29.7,1003.1,10.0,34.44444444444444
38.0,13.72,300.0,3.0,29.75,1004.8,10.0,35.0
33.0,10.97,0.0,0.0,29.77,1005.4,10.0,35.55555555555556
