,temp_c
0,19.444444444444443
1,20.555555555555557
2,21.666666666666668
3,22.22222222222222
4,21.666666666666668
5,20.0
6,19.444444444444443
7,19.444444444444443
8,19.444444444444443
9,20.0
10,22.22222222222222
11,22.77777777777778
12,20.555555555555557
13,21.666666666666668
14,22.77777777777778
15,20.0
16,18.88888888888889
17,17.22222222222222
18,17.77777777777778
19,16.11111111111111
20,15.0
21,16.0
22,12.222222222222221
23,13.88888888888889
24,15.555555555555555
25,18.333333333333332
26,17.77777777777778
27,15.555555555555555
28,17.77777777777778
29,18.333333333333332
30,18.88888888888889
31,17.77777777777778
32,21.11111111111111
33,20.0
34,18.333333333333332
35,18.333333333333332
36,18.333333333333332
37,17.77777777777778
38,15.555555555555555
39,16.666666666666668
40,16.11111111111111
41,16.11111111111111
42,17.77777777777778
43,21.666666666666668
44,23.88888888888889
45,23.333333333333332
46,24.444444444444443
47,23.88888888888889
48,22.77777777777778
49,22.22222222222222
50,21.666666666666668
51,16.11111111111111
52,15.0
53,15.0
54,17.77777777777778
55,21.11111111111111
56,20.0
57,20.555555555555557
58,20.0
59,17.77777777777778
60,21.666666666666668
61,21.666666666666668
62,20.555555555555557
63,19.444444444444443
64,23.88888888888889
65,22.77777777777778
66,12.777777777777779
67,12.777777777777779
68,15.0
69,16.11111111111111
70,20.0
71,20.555555555555557
72,20.0
73,23.333333333333332
74,25.555555555555557
75,27.77777777777778
76,28.333333333333332
77,25.555555555555557
78,23.88888888888889
79,25.0
80,26.11111111111111
81,25.555555555555557
82,21.666666666666668
83,25.555555555555557
84,23.88888888888889
85,22.77777777777778
86,26.11111111111111
87,27.77777777777778
88,28.88888888888889
89,28.333333333333332
90,25.0
91,20.0
92,23.88888888888889
93,26.666666666666668
94,26.11111111111111
95,23.88888888888889
96,23.88888888888889
97,27.77777777777778
98,28.333333333333332
99,29.444444444444443
100,30.555555555555557
101,29.444444444444443
102,23.333333333333332
103,26.11111111111111
104,30.0
105,29.444444444444443
106,30.555555555555557
107,32.22222222222222
108,31.666666666666668
109,30.0
110,28.88888888888889
111,17.77777777777778
112,20.555555555555557
113,25.555555555555557
114,30.555555555555557
115,32.22222222222222
116,32.77777777777778
117,31.666666666666668
118,28.88888888888889
119,21.666666666666668
120,25.555555555555557
121,25.0
122,26.666666666666668
123,31.666666666666668
124,33.888888888888886
125,33.333333333333336
126,33.333333333333336
127,33.888888888888886
128,33.888888888888886
129,30.555555555555557
130,25.555555555555557
131,26.11111111111111
132,28.88888888888889
133,31.11111111111111
134,32.77777777777778
135,33.888888888888886
136,33.888888888888886
137,32.22222222222222
138,32.77777777777778
139,35.0
140,36.666666666666664
141,35.0
142,29.444444444444443
143,25.555555555555557
144,28.88888888888889
145,32.77777777777778
146,33.888888888888886
147,34.44444444444444
148,32.77777777777778
149,35.0
150,35.55555555555556
151,35.0
152,33.888888888888886
153,36.111111111111114
154,37.77777777777778
155,39.44444444444444
156,41.111111111111114
157,40.55555555555556
158,39.44444444444444
159,38.888888888888886
160,38.333333333333336
161,36.111111111111114
162,31.666666666666668
163,31.666666666666668
164,35.55555555555556
165,38.333333333333336
166,37.77777777777778
167,37.77777777777778
168,38.888888888888886
169,38.888888888888886
170,37.77777777777778
171,38.333333333333336
172,37.77777777777778
173,41.111111111111114
174,42.77777777777778
175,41.666666666666664
176,40.55555555555556
177,40.0
178,42.22222222222222
179,41.111111111111114
180,42.22222222222222
181,42.77777777777778
182,43.333333333333336
183,42.22222222222222
184,36.666666666666664
185,37.77777777777778
186,38.888888888888886
187,40.0
188,42.22222222222222
189,42.77777777777778
190,42.0
191,40.55555555555556
192,40.0
193,41.111111111111114
194,42.22222222222222
195,43.333333333333336
196,42.77777777777778
197,42.22222222222222
198,41.666666666666664
199,41.666666666666664
200,41.666666666666664
201,40.55555555555556
202,38.888888888888886
203,34.44444444444444
204,39.44444444444444
205,41.666666666666664
206,40.0
207,38.333333333333336
208,37.77777777777778
209,37.77777777777778
210,35.0
211,34.44444444444444
212,30.555555555555557
213,36.666666666666664
214,39.44444444444444
215,41.111111111111114
216,42.22222222222222
217,41.666666666666664
218,40.0
219,36.666666666666664
220,38.333333333333336
221,39.44444444444444
222,40.0
223,41.111111111111114
224,41.111111111111114
225,40.55555555555556
226,41.666666666666664
227,41.111111111111114
228,40.55555555555556
229,37.77777777777778
230,40.55555555555556
231,41.111111111111114
232,40.0
233,38.888888888888886
234,41.666666666666664
235,43.0
236,38.333333333333336
237,37.77777777777778
238,33.888888888888886
239,36.111111111111114
240,36.666666666666664
241,35.55555555555556
242,35.55555555555556
243,38.888888888888886
244,41.111111111111114
245,41.666666666666664
246,41.666666666666664
247,40.0
248,38.888888888888886
249,37.77777777777778
250,36.666666666666664
251,34.44444444444444
252,32.77777777777778
253,35.0
254,36.111111111111114
255,40.0
256,38.888888888888886
257,38.888888888888886
258,39.44444444444444
259,39.44444444444444
260,41.111111111111114
261,41.111111111111114
262,40.0
