relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c
19.28,310,8,29.77,3.73,36,9,34.08888889
5.83,50,13,29.71,6.21,41,-4,36.62222222
17.05,20,15,29.83,6.21,37,8,34.91111111
5.1,70,5,29.74,6.21,45,-3,40.27222222
29.72,350,12,29.85,6.21,33,13,31.96111111
33.29,10,10,29.91,6.21,31,13,30.06111111
29.18,350,13,30,6.21,31,11,29.66111111
8.24,50,12,30,6.21,36,-3,32.53888889
20.13,330,10,29.97,6.21,34,8,31.97222222
4.87,230,19,29.68,3.73,43,-5,38.20555556
40.41,300,12,29.83,3.73,31,16,30.97222222
27.56,290,10,29.85,6.21,32,11,30.55555556
20.38,310,8,29.8,6.21,35,9,33.08888889
27.83,280,10,29.77,6.21,33,12,31.71111111
33.01,320,8,29.8,6.21,30,12,28.98888889
30.9,320,11,29.85,6.21,30,11,28.81666667
35.25,300,11,29.85,6.21,30,13,29.18888889
37.62,330,9,29.83,6.21,30,14,29.42777778
33.56,330,9,29.77,6.21,32,14,31.26666667
23.3,340,11,29.68,6.21,35,11,33.47777778
23.3,300,7,29.71,6.21,35,11,33.47777778
17.05,150,3,29.74,6.21,37,8,34.91111111
20.38,320,9,29.77,6.21,35,9,33.08888889
18.02,290,10,29.74,6.21,36,8,33.91666667
23.3,320,10,29.77,6.21,35,11,33.47777778
28.37,300,10,29.8,6.21,35,14,34.34444444
20.38,350,10,29.8,6.21,35,9,33.08888889
25.15,310,11,29.8,6.21,36,13,35.07777778
38.18,310,10,29.83,6.21,32,16,32
31.99,340,11,29.77,6.21,34,15,34
36.08,330,9,29.77,6.21,33,16,33
26.05,330,11,29.83,6.21,33,11,31.49444444
40.14,310,10,29.85,6.21,30,15,29.70555556
37.9,330,9,29.8,6.21,31,15,31
29.72,350,10,29.71,6.21,33,13,31.96111111
22.78,340,9,29.74,6.21,33,9,31.16111111
35.81,340,10,29.77,6.21,32,15,32
35.81,300,10,29.77,6.21,32,15,32
38.18,330,12,29.85,6.21,32,16,32
38.18,350,8,29.85,6.21,32,16,32
43.34,340,11,29.8,6.21,32,18,32.90555556
38.45,320,11,29.71,6.21,33,17,33
36.08,320,14,29.71,6.21,33,16,33
46.14,310,10,29.77,6.21,32,19,33.48333333
36.08,300,11,29.74,6.21,33,16,33
40.96,320,13,29.74,6.21,33,18,33.99444444
34.11,320,10,29.74,6.21,34,16,34
36.08,320,10,29.77,6.21,33,16,33
29.72,340,14,29.8,6.21,33,13,31.96111111
40.69,300,10,29.8,6.21,32,17,32.4
46.14,300,12,29.8,6.21,32,19,33.48333333
40.96,330,8,29.74,6.21,33,18,33.99444444
29.72,330,9,29.74,6.21,33,13,31.96111111
35.81,320,9,29.71,6.21,32,15,32
43.61,310,8,29.71,6.21,33,19,34.60555556
29.99,310,10,29.77,6.21,34,14,33.28333333
34.11,320,10,29.74,6.21,34,16,34
36.35,330,10,29.71,6.21,34,17,34
24.89,310,10,29.65,6.21,35,12,33.72777778
18.02,320,10,29.74,6.21,36,8,33.91666667
22.04,310,7,29.8,6.21,36,11,34.51111111
19.04,330,6,29.74,6.21,35,8,32.93888889
15.49,310,9,29.71,6.21,35,5,32.61111111
13.87,300,6,29.71,6.21,37,5,34.49444444
25.15,280,7,29.8,6.21,36,13,35.07777778
34.39,320,10,29.8,6.21,35,17,35.67777778
43.61,280,8,29.77,6.21,33,19,34.60555556
30.53,330,10,29.71,6.21,36,16,36
26.84,90,4,29.71,6.21,36,14,35.42777778
14.66,320,10,29.74,6.21,36,5,33.55
24.89,310,17,29.77,6.21,35,12,33.72777778
20.38,300,9,29.74,6.21,35,9,33.08888889
23.55,320,3,29.65,6.21,36,12,34.77222222
20.38,300,12,29.71,6.21,35,9,33.08888889
36.9,340,10,29.77,6.21,36,19,38.11111111
40.96,360,5,29.74,6.21,33,18,33.99444444
36.35,330,9,29.71,6.21,34,17,34
24.89,320,8,29.71,6.21,35,12,33.72777778
34.66,340,11,29.68,6.21,36,18,37.42777778
28.63,350,11,29.74,6.21,36,15,36
41.23,300,6,29.77,6.21,34,19,35.75
40.96,330,10,29.74,6.21,33,18,33.99444444
41.5,330,7,29.74,6.21,35,20,37.67777778
25.15,330,10,29.77,6.21,36,13,35.07777778
20.38,280,7,29.8,6.21,35,9,33.08888889
21.79,300,7,29.83,6.21,35,10,33.27222222
38.45,330,8,29.85,6.21,33,17,33
34.11,360,8,29.8,6.21,34,16,34
35.81,340,11,29.8,6.21,32,15,32
33.84,320,8,29.77,6.21,33,15,33
25.15,330,10,29.77,6.21,36,13,35.07777778
22.29,300,8,29.77,6.21,37,12,35.83888889
24.89,320,9,29.77,6.21,35,12,33.72777778
34.11,300,11,29.77,6.21,34,16,34
38.45,280,13,29.8,6.21,33,17,33
40.96,320,11,29.83,6.21,33,18,33.99444444
31.72,320,10,29.88,6.21,33,14,32.25555556
31.72,310,13,29.83,6.21,33,14,32.25555556
33.84,320,8,29.77,6.21,33,15,33
38.18,290,3,29.83,6.21,32,16,32
33.56,320,11,29.91,6.21,32,14,31.26666667
26.05,330,8,29.88,6.21,33,11,31.49444444
27.83,340,10,29.85,6.21,33,12,31.71111111
35.81,10,11,29.91,6.21,32,15,32
22.78,330,12,29.85,6.21,33,9,31.16111111
31.72,340,9,29.83,6.21,33,14,32.25555556
25.15,360,13,29.83,6.21,36,13,35.07777778
22.04,360,14,29.88,6.21,36,11,34.51111111
40.96,310,9,29.85,6.21,33,18,33.99444444
37.9,320,8,29.83,6.21,31,15,31
28.1,340,2,29.8,3.73,34,13,32.97222222
18.25,280,13,29.77,6.21,37,9,35.09444444
14.71,190,19,29.71,3.73,41,9,39.13888889
40.69,270,12,29.88,6.21,32,17,32.4
38.45,320,10,29.94,6.21,33,17,33
38.45,300,6,29.85,6.21,33,17,33
29.45,310,11,29.85,6.21,32,12,30.75555556
37.9,290,13,29.91,6.21,31,15,31
34.97,360,7,30.03,6.21,29,12,28.2
37.35,350,11,30,6.21,29,13,28.38333333
45.07,320,10,29.91,6.21,28,15,28.03333333
35.25,290,9,29.88,6.21,30,13,29.18888889
35.25,340,8,29.88,6.21,30,13,29.18888889
40.14,320,8,29.83,6.21,30,15,29.70555556
40.14,20,4,29.77,3.73,30,15,29.70555556
17.78,220,14,29.77,6.21,35,7,32.81111111
40.41,290,8,29.91,6.21,31,16,30.97222222
34.41,340,15,30.03,6.21,27,10,27
36.22,310,12,29.97,6.21,25,9,25
33.85,20,13,30,6.21,25,8,24.43888889
29.79,360,14,30.06,6.21,26,7,25.43333333
34.41,20,20,30.03,6.21,27,10,27
23.85,30,14,29.94,6.21,31,8,29.26666667
30.9,360,13,30,6.21,30,11,28.81666667
32.73,10,11,30.06,6.21,29,11,28.04444444
37.62,360,12,29.97,6.21,30,14,29.42777778
45.61,230,11,29.88,6.21,30,17,30.4
42.52,310,7,29.91,3.73,29,15,28.84444444
27.03,330,2,29.97,6.21,30,9,28.55555556
36.79,360,8,29.94,6.21,27,11,27
23.85,200,9,29.83,6.21,31,8,29.26666667
37.07,260,14,29.91,6.21,28,12,28
41.69,340,10,30.09,6.21,26,12,26
30.07,30,16,30.06,6.21,27,8,26.42222222
34.69,30,15,29.97,6.21,28,11,27.33333333
42.25,20,10,29.94,6.21,28,14,27.82222222
41.97,350,12,29.97,6.21,27,13,26.96111111
41.97,360,9,29.94,3.73,27,13,26.96111111
34.41,30,12,29.97,6.21,27,10,27
34.13,360,12,29.97,6.21,26,9,26
36.51,360,9,29.97,6.21,26,10,26
44.25,360,12,29.97,3.73,25,12,25
47.25,320,11,29.88,3.73,25,13,25
54.05,300,8,29.88,6.21,26,16,26
47.79,340,9,29.91,6.21,27,15,27.28333333
34.41,310,8,29.94,6.21,27,10,27
57.36,40,2,29.97,2.49,25,16,25
39.3,20,11,29.97,6.21,27,12,27
37.07,20,8,29.97,6.21,28,12,28
50.69,330,4,30,6.21,26,15,26
32.18,200,6,29.91,6.21,27,9,27
21.25,220,12,29.77,3.73,27,3,26.12222222
34.13,290,3,29.85,1.24,26,9,26
47.07,170,9.5,29.91,4.97,24,12,24
53.8,10,9,29.91,3.73,25,15,25
47.52,30,8,29.91,3.73,26,14,26
50.95,330,7,29.94,3.73,27,16,27.47777778
44.52,60,10,29.94,6.21,26,13,26
41.42,40,7,29.91,6.21,25,11,25
31.9,310,8,29.91,6.21,26,8,26
44.25,310,4,29.97,3.73,25,12,25
53.55,320,8,29.91,6.21,24,14,24
56.63,290,5,29.91,6.21,22,13,22
46.71,340,5,29.97,6.21,23,11,23
50.17,360,5,30.03,3.73,24,13,24
38.46,40,6,30,6.21,24,9,24
17.38,200,9,29.88,6.21,28,1,26.68333333
31.34,240,10,29.94,6.21,24,6,23.27222222
33.57,50,7,29.94,6.21,24,7,23.33333333
13.59,180,9,29.85,3.73,31,0,28.93333333
16.15,190,17,29.83,3.73,33,4,30.72222222
15.7,220,9,29.94,3.73,31,2,28.95555556
50.17,10,13,30.06,6.21,24,13,24
46.16,30,10,30.06,6.21,21,9,21
43.13,40,16,30,6.21,21,8,21
28.08,0,0,29.97,0.62,27,7,26.34444444
30.9,170,11,30.03,1.24,30,11,28.81666667
41.97,280,7,29.91,2.49,27,13,26.96111111
46.71,290,9,29.94,6.21,23,11,23
49.1,240,10,29.97,6.21,20,9,20
28.39,300,4,30.03,6.21,21,2,21
37.61,260,6,30.06,3.73,21,6,21
43.42,310,6,30.09,6.21,22,9,21.38888889
39.43,360,11,30.21,6.21,18,4,18
42.28,300,6,30.09,6.21,18,5,18
51.45,290,18,29.88,6.21,16,6,16
43.61,260,11,29.97,6.21,12,0,12
75.84,240,10,29.94,6.21,8,4,5.016666667
66.91,240,10,30.21,6.21,13,7,13
47.72,30,7,30.36,6.21,15,4,15
44.47,40,10,30.24,6.21,15,3,15
55.12,300,3,30.18,2.49,16,7,16
51.72,0,0,30.12,3.73,17,7,17
45.32,270,3,30.15,2.49,18,6,18
48.55,0,0,30.27,6.21,18,7,18
42.85,30,12,30.27,6.21,20,7,20
42.57,50,14,30.24,6.21,19,6,19
30.2,40,12,30.21,6.21,20,2,20
16.98,0,0,30.18,6.21,21,-5,21
15.97,200,9,30.06,3.73,22,-5,20.67222222
42.85,300,3,30.03,3.11,20,7,20
35.09,50,5,29.97,6.21,21,5,21
32.43,200,12,29.91,3.73,20,3,20
23.5,210,10,29.97,6.21,17,-4,17
51.98,260,13,29.94,6.21,18,8,18
59.5,250,8,30.03,2.49,18,10,18
51.98,320,4,30.09,3.73,18,8,18
48.83,0,0,30.09,3.73,19,8,19
55.63,310,4,30.09,6.21,18,9,18
55.88,310,3,30.03,6.21,19,10,19
48.83,290,6,30.06,6.21,19,8,19
45.32,40,13,30.12,6.21,18,6,18
32.43,40,7,30,6.21,20,3,20
32.43,230,8,29.91,3.73,20,3,20
54.86,180,8,29.97,6.21,15,6,15
51.98,280,4,30.09,3.73,18,8,18
45.6,320,3,30.24,6.21,19,7,19
40,0,0,30.24,3.73,20,6,20
55.88,70,8,30.09,6.21,19,10,19
45.88,360,4,29.97,6.21,20,8,20
45.88,50,11,30.09,6.21,20,8,20
23.13,210,4,30,1.24,22,0,20.86111111
59.74,340,7,30.12,6.21,19,11,19
49.1,40,9,30.18,6.21,20,9,20
35.09,30,5,30.15,6.21,21,5,21
21.5,200,7,30.09,1.24,22,-1,20.81666667
28.68,0,0,30.06,2.49,22,3,21.00555556
25.13,0,0,30.03,2.49,23,2,22.01111111
55.88,20,7,30.12,2.49,19,10,19
42.85,50,10,30.06,6.21,20,7,20
15.71,280,4,29.88,1.86,26,-2,25.06666667
9.4,170,16,29.65,3.73,27,-8,25.80555556
32.14,200,13,29.71,6.21,19,2,19
36.74,210,12,29.88,6.21,18,3,18
24.59,190,8,30,6.21,21,0,21
21.5,30,5,30.12,6.21,22,-1,20.81666667
37.32,40,13,30.09,6.21,20,5,20
37.61,20,13,29.97,6.21,21,6,21
40.85,340,4,29.71,6.21,23,9,22.42222222
45.88,260,6,29.88,3.73,20,8,20
40,280,11,30.03,6.21,20,6,20
34.22,360,7,30.06,6.21,18,2,18
48.83,300,5,29.97,6.21,19,8,19
34.22,60,3,30.06,6.21,18,2,18
37.03,50,7,30.15,6.21,19,4,19
32.43,30,7,30.12,6.21,20,3,20
32.43,10,7,30.09,6.21,20,3,20
28.68,30,13,30.06,6.21,22,3,21.00555556
24.19,320,3,29.91,6.21,26,4,25.28888889
49.37,290,6,29.88,1.86,21,10,21
26.15,240,13,29.94,6.21,20,0,20
67.33,210,12,29.8,6.21,15,9,15
55.63,320,8,30.03,4.97,18,9,18
55.88,0,0,30.24,3.73,19,10,19
40,30,11,30.24,6.21,20,6,20
46.43,40,12,30.18,6.21,22,10,22
27.53,340,5,30.09,6.21,25,5,24.27222222
15.25,200,7,29.91,6.21,29,0,27.37777778
35.94,260,10,29.88,6.21,24,8,23.39444444
52.77,330,3,29.97,6.21,21,11,21
49.37,310,8,29.97,3.73,21,10,21
37.32,280,6,30.06,6.21,20,5,20
32.43,340,6,30.12,6.21,20,3,20
39.72,340,11,30.15,6.21,19,5,19
34.8,20,10,30.03,6.21,20,4,20
8.06,170,11,29.77,6.21,31,-7,28.46111111
8.88,190,17,29.68,1.24,24,-11,22.68888889
29.23,220,6,29.8,1.24,24,5,23.21666667
25.4,0,0,29.85,3.73,24,3,23.11666667
13.38,200,14,29.83,3.73,30,-1,28.13333333
29.51,350,5,30,6.21,25,6,24.32777778
19.15,20,8,29.77,6.21,30,4,28.21666667
29.23,200,10,29.71,3.73,24,5,23.21666667
35.66,350,7,29.83,6.21,23,7,22.28888889
24.86,240,10,29.88,6.21,22,1,20.90555556
23.39,230,17,29.91,6.21,23,1,21.96666667
42.57,280,7,30.03,6.21,19,6,19
55.37,240,12,30,6.21,17,8,17
42.28,320,11,30.09,6.21,18,5,18
19.72,0,0,30.12,6.21,21,-3,21
7.58,180,17,29.88,3.73,28,-10,26.22222222
22.28,280,8,29.91,2.49,25,2,24.13888889
49.37,300,7,30,6.21,21,10,21
43.42,350,8,30.03,6.21,22,9,21.38888889
38.46,360,10,30.03,6.21,24,9,24
33.57,360,8,29.97,6.21,24,7,23.33333333
29.51,10,10,29.94,6.21,25,6,24.32777778
56.38,350,6,29.91,6.21,21,12,21
31.34,340,8,29.88,6.21,24,6,23.27222222
31.34,300,10,29.88,6.21,24,6,23.27222222
15.94,0,0,30.03,6.21,27,-1,25.98333333
15.03,30,15,30.03,6.21,28,-1,26.65
14.18,50,8,29.88,6.21,29,-1,27.36666667
16.63,200,11,29.77,3.73,30,2,28.16111111
38.18,330,2,29.8,6.21,23,8,22.35
17.7,40,11,29.77,6.21,24,-2,22.91666667
35.66,10,9,29.77,6.21,23,7,22.28888889
35.37,310,6,29.91,6.21,22,6,21.17777778
31.34,330,3,29.97,6.21,24,6,23.27222222
18.18,20,2,30.06,6.21,26,0,25.12777778
12.44,350,4,29.91,6.21,30,-2,28.07777778
8.38,200,9,29.83,6.21,33,-5,30.04444444
28.08,310,8,29.94,6.21,27,7,26.34444444
11.74,280,14,29.88,6.21,31,-2,28.8
41.14,280,7,29.97,6.21,24,10,24
31.34,360,2,30.03,6.21,24,6,23.27222222
19.55,30,9,30.03,6.21,26,1,25.16666667
24.19,360,7,30,6.21,26,4,25.28888889
34.13,320,5,29.94,6.21,26,9,26
15.48,190,6,29.88,6.21,30,1,28.14444444
18.09,180,16,29.77,6.21,31,4,29.01111111
32.46,320,2,29.85,3.73,28,10,27.21666667
21.25,260,10,29.83,6.21,27,3,26.12222222
10.09,200,13,29.83,6.21,35,-1,31.93333333
44.8,20,8,29.91,6.21,27,14,27.11666667
39.3,20,11,29.94,6.21,27,12,27
30.07,20,10,29.94,6.21,27,8,26.42222222
20.54,30,12,29.97,6.21,30,5,28.25555556
16.15,30,14,29.88,6.21,33,4,30.72222222
10.45,20,2,29.71,6.21,37,1,33.85555556
33.56,330,9,29.77,6.21,32,14,31.26666667
28.36,330,7,29.85,6.21,28,8,27.02222222
14.61,320,7,29.83,6.21,31,1,28.94444444
25.79,270,6,29.88,3.73,32,10,30.38888889
10.3,300,2,29.91,6.21,32,-3,29.45555556
10.48,330,7,29.88,6.21,33,-2,30.29444444
22.78,300,4,29.85,6.21,33,9,31.16111111
22.02,350,4,29.94,6.21,30,6,28.30555556
9.04,20,2,29.85,6.21,37,-1,33.58888889
6.15,190,11,29.77,6.21,40,-4,35.78888889
22.04,20,6,29.77,6.21,36,11,34.51111111
34.69,40,9,29.8,6.21,28,11,27.33333333
41.97,320,9,29.8,6.21,27,13,26.96111111
27.53,250,8,29.77,6.21,25,5,24.27222222
18.67,240,11,29.91,6.21,28,2,26.71111111
16.63,310,5,29.85,6.21,30,2,28.16111111
22.81,320,8,29.91,6.21,27,4,26.16666667
39.02,320,9,30,6.21,26,11,26
28.36,310,10,30.06,6.21,28,8,27.02222222
19.4,340,8,29.94,6.21,31,5,29.05555556
11.67,300,5,29.83,6.21,35,1,32.20555556
29.45,350,6,29.85,6.21,32,12,30.75555556
33.01,360,10,30,6.21,30,12,28.98888889
24.72,320,11,30.06,6.21,28,6,26.88333333
25.52,340,8,29.97,6.21,31,9,29.37222222
15.49,40,8,29.88,6.21,35,5,32.61111111
40.41,320,7,29.77,6.21,31,16,30.97222222
27.03,280,1,29.83,6.21,30,9,28.55555556
30.9,310,6,29.83,6.21,30,11,28.81666667
25.52,340,3,29.91,6.21,31,9,29.37222222
20.79,320,9,29.94,6.21,31,6,29.11111111
24.37,340,8,29.91,6.21,33,10,31.31111111
12.44,220,15,29.8,6.21,39,5,36.32777778
31.45,280,8,29.83,3.73,32,13,30.98888889
16.6,340,5,29.88,6.21,35,6,32.7
8.58,260,2,29.77,6.21,42,2,38.32222222
33.01,290,6,29.88,6.21,30,12,28.98888889
32.73,300,5,29.88,6.21,29,11,28.04444444
27.03,10,7,29.94,6.21,30,9,28.55555556
12.05,70,13,29.88,6.21,37,3,34.18888889
8.74,190,16,29.71,6.21,43,3,39.40555556
29.18,300,10,29.88,6.21,31,11,29.66111111
34.97,330,6,29.85,6.21,29,12,28.2
25.52,290,2,29.83,6.21,31,9,29.37222222
39.86,290,3,29.8,6.21,29,14,29
31.17,360,7,29.8,6.21,31,12,29.84444444
26.05,340,1,29.88,6.21,33,11,31.49444444
19.04,350,4,29.88,6.21,35,8,32.93888889
24.11,290,9,29.83,6.21,32,9,30.24444444
33.56,340,8,29.74,6.21,32,14,31.26666667
31.72,330,3,29.77,6.21,33,14,32.25555556
19.04,320,7,29.88,6.21,35,8,32.93888889
9.21,20,14,29.8,6.21,38,0,34.56111111
24.89,350,10,29.88,6.21,35,12,33.72777778
21.79,330,10,29.88,6.21,35,10,33.27222222
19.52,340,10.5,29.83,6.21,37,10,35.31111111
23.55,280,9,29.77,6.21,36,12,34.77222222
37.62,320,8,29.91,6.21,30,14,29.42777778
35.53,20,9,29.91,6.21,31,14,30.32222222
31.45,350,8,29.91,6.21,32,13,30.98888889
17.32,340,8,29.8,6.21,33,5,30.77777778
28.1,320,8,29.8,6.21,34,13,32.97222222
20.62,10,11,29.83,6.21,36,10,34.28333333
15.08,20,9,29.83,6.21,38,7,35.72777778
12.64,20,8,29.83,6.21,40,6,37.45555556
25.67,340,8,29.8,6.21,38,15,38
29.99,310,6,29.8,6.21,34,14,33.28333333
34.11,10,8,29.85,6.21,34,16,34
20.62,350,12,29.88,6.21,36,10,34.28333333
29.99,330,6,29.8,6.21,34,14,33.28333333
30.26,300,7,29.65,6.21,35,15,35
29.72,300,6,29.68,6.21,33,13,31.96111111
38.45,320,9,29.8,6.21,33,17,33
30.26,330,7,29.83,6.21,35,15,35
29.72,310,8,29.77,6.21,33,13,31.96111111
28.37,310,5,29.77,6.21,35,14,34.34444444
17.28,300,6,29.77,6.21,38,9,36.11111111
22.29,340,7,29.8,6.21,37,12,35.83888889
16.37,320,6,29.85,6.21,39,9,37.12777778
24.89,310,7,29.91,6.21,35,12,33.72777778
33.84,310,9,29.8,6.21,33,15,33
29.72,280,6,29.77,6.21,33,13,31.96111111
33.84,330,2,29.83,6.21,33,15,33
38.18,340,8,29.85,6.21,32,16,32
43.07,320,10,29.8,6.21,31,17,31.37777778
29.72,300,7,29.8,6.21,33,13,31.96111111
28.1,290,6,29.77,6.21,34,13,32.97222222
36.08,300,5,29.77,6.21,33,16,33
36.35,300,4,29.77,6.21,34,17,34
32.27,320,8,29.8,6.21,35,16,35
19.04,320,7,29.8,6.21,35,8,32.93888889
40.69,300,5,29.74,6.21,32,17,32.4
36.08,300,8,29.77,6.21,33,16,33
31.99,300,8,29.85,6.21,34,15,34
32.27,320,7,29.88,6.21,35,16,35
26.84,300,9,29.8,6.21,36,14,35.42777778
24.89,300,9,29.77,6.21,35,12,33.72777778
34.39,330,7,29.74,6.21,35,17,35.67777778
30.53,330,6,29.74,6.21,36,16,36
30.26,290,9,29.77,6.21,35,15,35
40.96,320,7,29.74,6.21,33,18,33.99444444
40.96,300,8,29.71,6.21,33,18,33.99444444
23.81,300,9,29.65,6.21,37,13,36.16111111
22.29,320,6,29.68,6.21,37,12,35.83888889
20.62,340,6,29.74,6.21,36,10,34.28333333
28.1,310,9,29.83,6.21,34,13,32.97222222
40.69,300,6,29.83,6.21,32,17,32.4
40.96,310,7,29.8,6.21,33,18,33.99444444
31.99,10,2,29.77,6.21,34,15,34
21.79,270,5,29.77,6.21,35,10,33.27222222
25.15,330,8,29.74,6.21,36,13,35.07777778
26.84,300,8,29.77,6.21,36,14,35.42777778
26.84,290,7,29.85,6.21,36,14,35.42777778
30.26,320,6,29.74,6.21,35,15,35
28.63,310,8,29.65,6.21,36,15,36
26.58,340,3,29.71,6.21,35,13,34.01111111
31.99,330,6,29.83,6.21,34,15,34
29.99,360,7,29.88,6.21,34,14,33.28333333
36.35,10,5,29.85,6.21,34,17,34
34.66,310,8,29.8,6.21,36,18,37.42777778
37.17,320,8,29.74,6.21,37,20,40.12222222
24.06,310,7,29.71,6.21,38,14,38
28.9,320,7,29.8,6.21,37,16,37
23.81,330,7,29.8,6.21,37,13,36.16111111
32.27,280,10,29.77,6.21,35,16,35
30.26,320,6,29.74,6.21,35,15,35
20.62,340,5,29.77,6.21,36,10,34.28333333
34.39,340,8,29.8,6.21,35,17,35.67777778
36.08,300,6,29.8,6.21,33,16,33
36.08,330,6,29.8,6.21,33,16,33
36.08,300,9,29.8,6.21,33,16,33
24.89,20,4,29.85,6.21,35,12,33.72777778
13.54,0,0,29.8,6.21,40,7,37.67777778
29.99,310,6,29.77,6.21,34,14,33.28333333
33.84,320,2,29.8,6.21,33,15,33
27.83,310,5,29.88,6.21,33,12,31.71111111
33.84,350,8,29.91,6.21,33,15,33
31.72,310,6,29.88,6.21,33,14,32.25555556
35.81,320,5,29.88,6.21,32,15,32
33.84,330,4,29.91,6.21,33,15,33
33.84,10,8,29.91,6.21,33,15,33
33.56,320,9,29.91,6.21,32,14,31.26666667
36.08,310,9,29.85,6.21,33,16,33
28.1,310,10,29.88,6.21,34,13,32.97222222
15.3,0,0,29.8,6.21,39,8,36.90555556
43.88,320,9,29.77,3.73,34,20,36.48333333
36.08,340,8,29.91,6.21,33,16,33
35.81,360,8,29.97,6.21,32,15,32
35.53,330,8,29.91,6.21,31,14,30.32222222
33.56,350,6,29.88,6.21,32,14,31.26666667
36.08,320,5,29.88,6.21,33,16,33
31.99,10,9,29.91,6.21,34,15,34
20.87,10,8,29.94,6.21,37,11,35.55555556
39,350,7,29.94,6.21,35,19,36.92222222
34.11,340,10,29.94,6.21,34,16,34
18.72,200,2,29.85,6.21,39,11,37.66666667
35.25,280,11,29.94,6.21,30,13,29.18888889
34.97,340,4,29.97,6.21,29,12,28.2
42.25,300,3,29.97,6.21,28,14,27.82222222
34.97,330,9,29.94,6.21,29,12,28.2
37.35,300,8,29.97,6.21,29,13,28.38333333
37.35,10,8,29.94,6.21,29,13,28.38333333
30.9,330,6,29.94,6.21,30,11,28.81666667
28.9,30,7,29.97,6.21,30,10,28.67777778
35.25,30,10,30.03,6.21,30,13,29.18888889
35.81,30,11,29.97,6.21,32,15,32
36.35,30,8,29.94,3.73,34,17,34
33.01,340,7,29.88,6.21,30,12,28.98888889
35.25,330,9,29.88,6.21,30,13,29.18888889
33.01,320,6,29.94,6.21,30,12,28.98888889
37.35,340,2,29.97,6.21,29,13,28.38333333
32.73,270,8,29.97,6.21,29,11,28.04444444
34.69,270,9,29.94,6.21,28,11,27.33333333
36.79,300,5,30,6.21,27,11,27
44.8,340,8,30.03,6.21,27,14,27.11666667
37.35,20,3,30.09,6.21,29,13,28.38333333
35.53,270,5,29.97,3.73,31,14,30.32222222
42.52,270,10,29.83,6.21,29,15,28.84444444
28.08,320,9,29.91,6.21,27,7,26.34444444
34.13,0,0,29.97,6.21,26,9,26
34.41,0,0,29.94,6.21,27,10,27
20.29,260,7,29.97,6.21,29,4,27.46666667
20.79,0,0,29.97,6.21,31,6,29.11111111
17.32,0,0,29.94,3.73,33,5,30.77777778
29.18,280,5,29.94,2.49,31,11,29.66111111
42.25,310,6,30,6.21,28,14,27.82222222
44.52,30,6,30,6.21,26,13,26
39.02,350,5,30,6.21,26,11,26
41.69,260,7,29.97,6.21,26,12,26
39.02,280,8,29.97,6.21,26,11,26
30.35,0,0,29.97,6.21,28,9,27.11111111
26.22,210,12,29.91,3.73,27,6,26.27777778
36.51,220,8,30.03,6.21,26,10,26
46.98,320,6,30.09,6.21,24,12,24
43.69,340,6,30.15,6.21,23,10,23
39.02,30,14,30.12,6.21,26,11,26
19.79,50,13,30,6.21,27,2,26.07777778
19.15,0,0,30,6.21,30,4,28.21666667
41.97,290,5,30.03,3.73,27,13,26.96111111
41.69,340,7,30.06,3.73,26,12,26
50.43,360,6,30.03,6.21,25,14,25
47.25,340,7,29.94,3.73,25,13,25
50.43,350,6,29.91,6.21,25,14,25
39.02,300,2,29.88,3.73,26,11,26
27.81,260,10,29.88,6.21,26,6,25.38333333
49.9,250,9,29.94,6.21,23,12,23
43.97,310,6,30.03,6.21,24,11,24
46.98,40,8,30.09,6.21,24,12,24
53.55,20,12,30.06,6.21,24,14,24
47.25,360,10,29.97,6.21,25,13,25
43.97,240,10,29.97,6.21,24,11,24
46.43,250,9,30.06,6.21,22,10,22
40.29,250,10,30,6.21,21,7,21
59.5,240,6,29.94,3.73,18,10,18
45.88,240,6,29.97,6.21,20,8,20
45.88,270,9,30.03,6.21,20,8,20
52.25,290,6,30.09,6.21,19,9,19
43.13,340,6,30.21,6.21,21,8,21
49.37,360,6,30.21,6.21,21,10,21
56.63,350,8,30.12,6.21,22,13,22
43.97,0,0,30.12,6.21,24,11,24
22.28,40,8,30.06,6.21,25,2,24.13888889
29.79,310,4,30.09,3.73,26,7,25.43333333
27.03,0,0,30.03,6.21,30,9,28.55555556
28.36,10,4,30,2.49,28,8,27.02222222
55.335,25,7,29.97,3.73,24,14.5,24
49.9,360,9,29.97,6.21,23,12,23
49.9,0,0,29.83,6.21,23,12,23
26.43,240,12,29.85,6.21,21,1,21
28.68,0,0,30.09,6.21,22,3,21.00555556
14.81,0,0,29.94,3.73,27,-2,25.95555556
20.98,240,10,30,6.21,20,-3,20
56.13,290,7,30.03,6.21,20,11,20
56.13,280,6,30.15,6.21,20,11,20
43.13,10,8,30.18,6.21,21,8,21
52.77,30,10,30.18,6.21,21,11,21
28.68,230,4,30.09,3.73,22,3,21.00555556
30.77,210,8,30.03,6.21,22,4,21.06111111
40.29,0,0,30.12,1.86,21,7,21
42.85,330,8,30.12,6.21,20,7,20
42.85,330,7,30.15,6.21,20,7,20
52.51,270,6,30.09,6.21,20,10,20
45.32,320,6,30.21,6.21,18,6,18
45.6,40,7,30.24,6.21,19,7,19
52.51,10,10,30.12,6.21,20,10,20
45.88,10,4,30,3.73,20,8,20
