relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c
11.94,200,4,29.85,6.21,32,-1,29.63333333
19.89,160,8,29.77,1.86,33,7,30.93333333
17.78,340,6,29.77,3.73,35,7,32.81111111
17.32,190,20,29.59,1.24,33,5,30.77777778
28.39,240,22,29.85,2.49,21,2,21
26.43,240,13,29.94,6.21,21,1,21
42.28,320,13,30.15,6.21,18,5,18
34.51,340,11,30.27,6.21,19,3,19
42.57,350,12,30.27,6.21,19,6,19
37.32,360,13,30.18,6.21,20,5,20
40,310,11,30,6.21,20,6,20
35.09,250,13,29.97,6.21,21,5,21
24.59,230,13,30,6.21,21,0,21
33,260,12,30.09,6.21,22,5,22
20.49,300,6,30.12,6.21,24,0,24
21,350,10,30.12,6.21,26,2,26
9.56,30,12,29.94,6.21,32,-4,29.37777778
9.21,280,7,29.8,3.73,34,-3,30.95555556
9.74,280,6,29.91,1.86,33,-3,30.2
36.51,350,9,29.97,6.21,26,10,26
38.46,300,9,29.97,6.21,24,9,24
28.11,290,15,30.03,6.21,20,1,20
30.77,280,4,30.09,6.21,22,4,22
35.37,310,9,30.06,6.21,22,6,22
31.34,350,10,30.06,6.21,24,6,24
25.95,20,14,30,6.21,26,5,26
23.33,30,9,29.97,6.21,29,6,27.56111111
18.56,30,13,29.91,6.21,33,6,30.84444444
11.67,30,11,29.88,6.21,35,1,32.20555556
6.77,210,11,29.88,3.73,41,-2,36.85
10.43,190,14,29.83,2.49,41,4,37.85555556
32.73,350,13,29.91,6.21,29,11,28.04444444
28.08,20,16,30,6.21,27,7,26.34444444
30.35,20,14,30.03,6.21,28,9,27.11111111
24.99,10,14,29.94,3.73,29,7,27.62777778
22.27,350,8,29.85,6.21,31,7,29.18333333
9.72,210,16,29.68,3.73,37,0,33.71666667
39.3,300,8,29.91,6.21,27,12,26.82777778
30.35,310,3,29.94,6.21,28,9,27.11111111
14.83,30,17,29.97,6.21,32,2,29.78888889
16.83,40,14,29.94,6.21,36,7,33.77222222
12.25,20,13,29.91,6.21,38,4,35.23888889
12.05,350,13,29.94,6.21,37,3,34.18888889
16.83,350,11,29.88,6.21,36,7,33.77222222
14.08,10,10,29.91,6.21,38,6,35.57777778
9.05,290,6,29.85,6.21,41,2,37.45555556
12.64,310,8,29.85,6.21,40,6,37.45555556
7.84,340,4,29.88,6.21,41,0,37.12222222
15.08,310,4,29.94,6.21,38,7,35.72777778
2.9,30,3,29.88,6.21,44,-11,38.61111111
12.44,280,10,29.83,1.86,39,5,36.32777778
24.89,340,4,29.8,6.21,35,12,33.72777778
33.29,320,8,29.8,6.21,31,13,30.06111111
25.52,320,6,29.8,6.21,31,9,29.37222222
21.04,330,6,29.88,6.21,32,7,30.03888889
21.29,360,12,29.94,6.21,33,8,31.03333333
24.63,330,10,29.85,6.21,34,11,32.47222222
5.71,180,4,29.68,6.21,40,-5,35.69444444
27.56,300,4,29.88,6.21,32,11,30.55555556
26.05,20,13,29.91,6.21,33,11,31.49444444
27.83,360,15,29.85,6.21,33,12,31.71111111
24.89,340,10,29.83,6.21,35,12,33.72777778
28.1,320,11,29.85,3.73,34,13,32.97222222
32.73,320,12,29.94,6.21,29,11,28.04444444
30.9,330,14,29.88,6.21,30,11,28.81666667
24.37,350,15,29.88,6.21,33,10,31.31111111
24.63,10,13,29.85,6.21,34,11,32.47222222
19.28,20,9,29.8,6.21,36,9,34.08888889
22.04,330,9,29.83,6.21,36,11,34.51111111
17.55,280,8,29.85,6.21,34,6,31.76111111
27.83,280,10,29.88,6.21,33,12,31.71111111
11.04,70,10,29.85,6.21,36,1,33.02222222
21.11,290,12,29.83,6.21,38,12,36.91111111
24.63,320,8,29.85,6.21,34,11,32.47222222
29.18,340,12,29.94,6.21,31,11,29.66111111
25.52,340,11,29.97,6.21,31,9,29.37222222
33.01,320,11,29.97,6.21,30,12,28.98888889
29.18,330,12,29.91,6.21,31,11,29.66111111
25.52,310,9,29.91,6.21,31,9,29.37222222
27.56,330,9,29.94,6.21,32,11,30.55555556
19.89,340,13,29.91,6.21,33,7,30.93333333
17.28,280,9,29.85,6.21,38,9,36.11111111
22.29,300,10,29.83,6.21,37,12,35.83888889
20.38,320,10,29.85,6.21,35,9,33.08888889
28.37,360,17,29.83,6.21,35,14,34.34444444
26.31,20,10,29.83,6.21,34,12,32.7
29.45,310,10,29.85,6.21,32,12,30.75555556
27.56,340,11,29.85,6.21,32,11,30.55555556
27.83,310,11,29.91,6.21,33,12,31.71111111
31.17,350,13,29.97,6.21,31,12,29.84444444
35.81,360,11,29.91,6.21,32,15,31.58888889
26.05,320,13,29.85,6.21,33,11,31.49444444
24.63,320,1,29.83,6.21,34,11,32.47222222
22.04,290,6,29.85,6.21,36,11,34.51111111
29.99,330,10,29.88,6.21,34,14,33.28333333
34.11,340,11,29.88,6.21,34,16,34.06666667
28.63,330,11,29.83,6.21,36,15,35.83333333
30.53,280,8,29.74,6.21,36,16,36.29444444
30.26,340,12,29.71,6.21,35,15,34.72777778
25.41,330,8,29.74,6.21,37,14,36.53333333
27.1,330,10,29.77,6.21,37,15,36.95555556
25.67,330,10,29.74,6.21,38,15,38.09444444
22.54,330,10,29.77,6.21,38,13,37.25555556
20,340,10,29.8,6.21,39,12,37.98888889
20,330,9,29.83,6.21,39,12,37.98888889
20,290,12,29.74,6.21,39,12,37.98888889
32.27,300,8,29.77,6.21,35,16,35.16666667
31.99,300,14,29.74,6.21,34,15,33.65
28.37,340,10,29.74,6.21,35,14,34.34444444
25.15,330,11,29.74,6.21,36,13,35.07777778
34.39,10,8,29.8,6.21,35,17,35.67777778
27.1,310,4,29.74,6.21,37,15,36.95555556
34.39,280,8,29.68,6.21,35,17,35.67777778
28.9,250,8,29.71,6.21,37,16,37.43888889
30.53,340,5,29.77,6.21,36,16,36.29444444
30.53,310,8,29.77,6.21,36,16,36.29444444
36.63,340,6,29.77,6.21,35,18,36.25555556
25.41,340,7,29.65,3.73,37,14,36.53333333
25.93,350,8,29.68,6.21,39,16,39.76111111
29.17,330,3,29.68,6.21,38,17,39.16666667
16.15,320,4,29.65,6.21,38,8,35.90555556
18.48,360,10,29.77,6.21,38,10,36.34444444
24.32,60,10,29.8,6.21,39,15,39.23333333
27.1,360,9,29.83,6.21,37,15,36.95555556
43.88,330,9,29.74,6.21,34,20,36.48333333
32.54,280,11,29.68,6.21,36,17,36.82222222
30.26,280,11,29.71,6.21,35,15,34.72777778
41.23,310,5,29.74,6.21,34,19,35.75
37.815,315,6.5,29.8,6.21,35,18.5,36.58888889
32.27,350,9,29.8,3.73,35,16,35.16666667
30.8,340,9,29.74,6.21,37,17,37.98888889
25.67,330,9,29.71,6.21,38,15,38.09444444
33.08,300,4,29.62,6.21,38,19,40.54444444
24.32,310,6,29.65,1.86,39,15,39.23333333
22.79,300,7,29.68,6.21,39,14,38.76666667
20.24,330,5,29.65,3.73,40,13,39.45
16.59,350,9,29.71,6.21,40,10,38.41111111
13.24,330,9,29.74,6.21,43,9,41.09444444
11.55,330,11,29.71,6.21,43,7,40.43333333
21.85,280,9,29.65,6.21,41,15,41.51111111
24.82,260,11,29.68,6.21,41,17,42.72222222
28.9,290,13,29.8,6.21,37,16,37.43888889
32.54,310,7,29.83,6.21,36,17,36.82222222
21.11,340,9,29.74,6.21,38,12,36.91111111
23.81,330,6,29.74,6.21,37,13,36.16111111
22.54,310,8,29.77,6.21,38,13,37.25555556
29.17,290,8,29.83,6.21,38,17,39.16666667
36.9,330,9,29.8,6.21,36,19,38.11111111
30.8,330,10,29.8,6.21,37,17,37.98888889
19.52,330,6,29.85,6.21,37,10,35.31111111
36.63,330,7,29.83,6.21,35,18,36.25555556
34.11,340,7,29.74,6.21,34,16,34.06666667
30.53,330,8,29.68,6.21,36,16,36.29444444
30.8,350,9,29.71,6.21,37,17,37.98888889
34.93,340,9,29.77,3.73,37,19,39.32222222
25.41,310,10,29.77,6.21,37,14,36.53333333
32.27,280,10,29.74,6.21,35,16,35.16666667
41.23,260,3,29.8,6.21,34,19,35.75
30.53,360,12,29.8,6.21,36,16,36.29444444
32.54,350,9,29.8,6.21,36,17,36.82222222
28.9,30,14,29.83,6.21,37,16,37.43888889
27.1,20,12,29.77,6.21,37,15,36.95555556
27.1,310,11,29.77,6.21,37,15,36.95555556
44.14,20,8,29.83,6.21,35,21,38.53888889
39,30,11,29.83,6.21,35,19,36.92222222
36.35,10,14,29.8,6.21,34,17,34.55555556
38.73,330,12,29.77,6.21,34,18,35.11111111
38.73,330,10,29.74,6.21,34,18,35.11111111
38.73,10,6,29.77,6.21,34,18,35.11111111
43.61,350,8,29.83,6.21,33,19,34.60555556
36.08,310,11,29.85,6.21,33,16,33
34.11,10,8,29.91,6.21,34,16,34.06666667
25.67,360,6,29.88,6.21,38,15,38.09444444
44.14,340,9,29.85,6.21,35,21,38.53888889
45.88,330,8,29.94,6.21,31,18,31.85
37.9,360,12,29.91,6.21,31,15,30.62222222
33.84,340,6,29.83,6.21,33,15,32.6
25.41,210,10,29.77,6.21,37,14,36.53333333
28.63,240,5,29.83,6.21,36,15,35.83333333
35.81,290,9,29.85,6.21,32,15,31.58888889
40.41,290,11,29.88,6.21,31,16,30.97222222
40.69,350,8,29.88,6.21,32,17,32.4
35.81,350,12,29.85,6.21,32,15,31.58888889
29.99,30,12,29.91,6.21,34,14,33.28333333
28.63,10,9,29.91,6.21,36,15,35.83333333
26.84,30,13,29.88,3.73,36,14,35.42777778
30.26,310,12,29.83,6.21,35,15,34.72777778
33.84,280,9,29.83,6.21,33,15,32.6
39.86,250,9,29.88,6.21,29,14,28.59444444
39.86,360,12,29.97,6.21,29,14,28.59444444
42.8,20,7,29.91,6.21,30,16,30.02777778
42.52,280,6,29.88,6.21,29,15,28.84444444
37.9,320,8,29.88,6.21,31,15,30.62222222
37.9,350,8,29.85,6.21,31,15,30.62222222
43.07,310,9,29.85,6.21,31,17,31.37777778
40.14,310,11,29.83,6.21,30,15,29.70555556
42.52,310,6,29.85,6.21,29,15,28.84444444
42.25,340,7,29.94,6.21,28,14,27.82222222
42.25,340,9,29.97,6.21,28,14,27.82222222
39.58,340,9,29.91,3.73,28,13,27.63888889
42.25,360,11,29.88,6.21,28,14,27.82222222
37.62,10,10,29.85,6.21,30,14,29.42777778
42.52,20,12,29.91,6.21,29,15,28.84444444
42.8,10,13,29.94,6.21,30,16,30.02777778
33.29,20,17,29.94,6.21,31,13,30.06111111
29.45,30,12,29.85,6.21,32,12,30.75555556
26.05,20,12,29.74,6.21,33,11,31.49444444
22.78,20,12,29.85,6.21,33,9,31.16111111
25.79,60,10,29.94,6.21,32,10,30.38888889
29.45,30,8,29.94,6.21,32,12,30.75555556
18.56,300,6,30,6.21,33,6,30.84444444
28.9,330,6,30,6.21,30,10,28.67777778
39.3,320,3,30.03,6.21,27,12,26.82777778
41.97,320,7,30.09,6.21,27,13,26.96111111
36.79,10,10,30.12,6.21,27,11,26.71111111
36.79,320,8,30.12,6.21,27,11,26.71111111
41.97,20,11,30.06,6.21,27,13,26.96111111
41.97,360,8,30.09,6.21,27,13,26.96111111
40.355,185,11.5,30.045,6.21,26,11.5,26
41.97,340,9,29.94,6.21,27,13,26.96111111
41.97,30,10,29.97,6.21,27,13,26.96111111
25.52,50,9,29.94,6.21,31,9,29.37222222
25.79,300,4,29.85,3.73,32,10,30.38888889
51.21,300,9,29.88,3.73,28,17,28.56111111
39.86,250,3,29.97,6.21,29,14,28.59444444
22.78,220,15,29.88,6.21,33,9,31.16111111
23.59,220,16,29.94,6.21,30,7,28.37222222
39.3,300,5,30.03,6.21,27,12,26.82777778
34.97,10,7,30.06,6.21,29,12,28.2
41.97,20,16,30.06,6.21,27,13,26.96111111
54.3,30,15,30,6.21,27,17,27.68888889
45.34,20,12,29.91,6.21,29,16,29.12777778
42.52,350,8,29.88,3.73,29,15,28.84444444
39.86,40,11,29.91,6.21,29,14,28.59444444
37.62,20,8,30,3.73,30,14,29.42777778
41.97,360,9,30,3.73,27,13,26.96111111
44.25,50,10,29.94,6.21,25,12,25
44.25,50,9,29.88,6.21,25,12,25
39.3,330,7,29.94,3.73,27,12,26.82777778
44.8,350,3,29.94,1.86,27,14,27.11666667
53.8,300,5,29.94,3.73,25,15,25
57.12,300,6,29.97,2.49,24,15,24
53.8,310,6,30,3.73,25,15,25
57.12,300,7,30.06,6.21,24,15,24
46.71,320,10,30,6.21,23,11,23
38.18,240,15,29.8,6.21,23,8,23
56.13,230,8,29.88,3.73,20,11,20
60.44,230,8,30.09,3.73,22,14,22
50.17,0,0,30.12,2.49,24,13,24
46.98,50,3,30,6.21,24,12,24
38.74,70,5,29.97,6.21,25,10,25
41.42,70,5,30.06,6.21,25,11,25
23.07,130,3,30.06,6.21,28,5,26.82777778
19.15,290,3,30.03,3.73,30,4,28.21666667
19.64,330,4,30,1.86,32,6,29.96111111
20.29,230,11,29.97,2.49,29,4,27.46666667
53.03,280,11,30.03,6.21,22,12,22
37.61,10,4,30.09,6.21,21,6,21
43.42,40,8,30.12,6.21,22,9,22
33,200,4,29.94,6.21,22,5,22
42.85,240,14,29.97,1.86,20,7,20
49.37,0,0,30.09,6.21,21,10,21
52.25,190,8,29.94,1.24,19,9,19
39.72,240,22,30,1.24,19,5,19
46.16,310,3,30.21,3.73,21,9,21
27.26,30,9,30.03,6.21,24,4,24
46.71,360,3,30,1.24,23,11,23
72.92,360,4,30,1.86,20,15,20
73.09,330,5,30,2.49,21,16,21
56.13,300,10,29.88,3.73,20,11,20
34.51,240,13,29.97,6.21,19,3,19
42.57,240,7,30.03,6.21,19,6,19
51.98,300,5,30.09,6.21,18,8,18
32.14,230,18,29.97,3.73,19,2,19
45.32,220,16,29.94,3.73,18,6,18
49.45,250,16.5,30.06,6.21,15,4.5,15
51.72,190,10.5,30.195,3.73,17,7,17
48.83,230,5,30.15,6.21,19,8,19
59.26,280,7,30.09,3.73,17,9,17
51.72,340,7,30.15,6.21,17,7,17
32.14,20,7,30.18,6.21,19,2,19
39.72,50,10,30.12,6.21,19,5,19
48.83,20,9,30.12,3.73,19,8,19
48.83,0,0,30.03,6.21,19,8,19
37.03,220,11,29.97,3.73,19,4,19
51.98,180,11,29.85,6.21,18,8,18
51.98,190,9,29.83,6.21,18,8,18
59.26,0,0,29.94,6.21,17,9,17
59.74,290,2,30.03,3.73,19,11,19
68.15,240,7,30.12,2.49,19,13,19
45.6,290,4,30.18,6.21,19,7,19
48.83,290,2,30.15,6.21,19,8,19
40,120,2,30.03,6.21,20,6,20
59.5,350,3,30,1.24,18,10,18
45.88,0,0,29.94,1.86,20,8,20
32.14,230,17,29.88,3.73,19,2,19
42,200,9,29.88,6.21,17,4,17
22.59,180,14,29.94,6.21,20,-2,20
24.32,210,9,29.94,6.21,20,-1,20
39.72,250,7,29.97,6.21,19,5,19
58.77,250,11,30,3.73,15,7,15
41.71,250,14,29.97,6.21,16,3,16
51.72,240,11,29.94,3.73,17,7,17
47.44,20,8,30.18,6.21,14,3,14
33.64,260,4,30.21,6.21,16,0,16
35.87,300,13,30.18,6.21,15,0,15
33.05,340,6,30.36,6.21,14,-2,14
35.87,110,5,30.24,6.21,15,0,15
36.16,290,9,30.09,3.73,16,1,16
48.28,270,13,30.03,3.73,17,6,17
35.87,250,3,30.12,6.21,15,0,15
31.28,250,14,30.06,6.21,16,-1,16
50.08,190,5,30.06,3.73,11,1,11
58.27,220,10,30.21,6.21,13,5,13
47.72,240,6,30.21,6.21,15,4,15
48,230,7,30.15,3.73,16,5,16
34.22,230,11,30,6.21,18,2,18
63.15,250,11,29.88,3.73,16,9,16
45.32,190,9,30.06,6.21,18,6,18
30.2,200,8,29.91,6.21,20,2,20
31.85,210,11,29.85,6.21,18,1,18
51.72,270,10,29.94,3.73,17,7,17
45.04,270,11,30.18,6.21,17,5,17
48.55,330,2,30.24,3.73,18,7,18
24.86,280,9,30.15,6.21,22,1,22
23.39,230,7,30.03,6.21,23,1,23
31.85,280,11,29.97,6.21,18,1,18
44.76,270,10,30.06,6.21,16,4,16
42.28,10,8,30.18,6.21,18,5,18
30.49,60,10,30.18,6.21,21,3,21
55.88,20,7,30.12,3.73,19,10,19
42.57,340,8,30.09,6.21,19,6,19
42.28,350,6,30.12,6.21,18,5,18
45.32,20,10,30.12,6.21,18,6,18
48.55,30,8,29.88,6.21,18,7,18
55.63,10,4,29.85,3.73,18,9,18
76.98,240,12,29.94,3.73,15,11,15
45.6,90,4,30.18,6.21,19,7,19
35.37,0,0,30.09,3.73,22,6,22
27.26,240,2,29.91,6.21,24,4,24
23.93,230,2,29.77,3.73,25,3,25
45.04,220,24,29.88,6.21,17,5,17
45.32,260,16,30,6.21,18,6,18
37.03,320,8,30.12,6.21,19,4,19
37.32,320,3,30.15,6.21,20,5,20
32.72,20,8,30.09,6.21,21,4,21
23.66,10,9,30.06,6.21,24,2,24
16.39,210,9,29.77,2.49,29,1,27.38888889
34.51,260,15,29.97,6.21,19,3,19
37.03,350,3,30.03,6.21,19,4,19
28.96,50,8,29.91,6.21,23,4,23
10.72,250,21,29.65,1.24,30,-4,27.92222222
40.57,40,8,29.91,6.21,22,8,22
22.02,80,8,29.74,6.21,24,1,24
52.77,310,12,29.8,3.73,21,11,21
28.11,250,23,29.85,6.21,20,1,20
41.42,300,11,30.09,6.21,15,2,15
30.98,330,12,30.15,6.21,15,-2,15
38.56,10,12,30.18,6.21,15,1,15
33.05,350,11,30.24,6.21,14,-2,14
38.56,360,12,30.3,6.21,15,1,15
27.27,30,6,30.24,6.21,17,-2,17
29.63,350,3,30.21,6.21,18,0,18
42.85,340,8,30.12,6.21,20,7,20
39.72,20,10,30.09,6.21,19,5,19
39.43,20,14,30,6.21,18,4,18
51.18,20,11,29.97,6.21,15,5,15
33.93,340,6,29.97,2.49,17,1,17
27.55,250,14,30,6.21,18,-1,18
41.71,250,11,30.06,6.21,16,3,16
42.28,290,10,30.15,6.21,18,5,18
17.22,20,6,30.27,6.21,22,-4,22
30.77,350,8,30.27,6.21,22,4,22
30.77,30,16,30.21,6.21,22,4,22
36.22,340,6,29.94,3.73,25,9,25
19.79,330,6,29.94,3.73,27,2,26.07777778
9.04,70,6,29.97,6.21,29,-7,27.04444444
9.56,290,8,29.88,3.73,32,-4,29.37777778
16.15,330,4,29.91,3.11,33,4,30.72222222
12.44,40,17,29.94,3.73,30,-2,28.07777778
9.04,60,17,29.94,6.21,33,-4,30.11666667
4.09,270,3,29.85,3.73,39,-10,34.52222222
9.55,280,10,29.88,3.73,36,-1,32.75555556
8.56,220,8,29.85,3.73,38,-1,34.43333333
17.61,240,7,29.83,2.49,29,2,27.41111111
24.72,30,8,29.85,6.21,28,6,26.88333333
34.69,360,10,29.85,6.21,28,11,27.33333333
20.04,350,9,29.91,6.21,28,3,26.74444444
35.37,360,9,29.97,6.21,22,6,22
33.57,10,10,29.91,6.21,24,7,24
27.53,10,12,29.91,6.21,25,5,25
26.76,20,14,29.91,6.21,29,8,27.70555556
8.87,50,9,29.83,6.21,32,-5,29.30555556
6.15,200,11,29.65,2.49,40,-4,35.78888889
13.8,200,3,29.65,3.73,32,1,29.77222222
22.81,270,12,29.91,6.21,27,4,26.16666667
38.46,340,8,30,6.21,24,9,24
31.9,10,15,29.94,6.21,26,8,26
38.74,20,10,29.83,6.21,25,10,25
24.99,340,9,29.71,6.21,29,7,27.62777778
23.59,330,11,29.74,6.21,30,7,28.37222222
29.18,20,11,29.8,1.24,31,11,29.66111111
22.53,10,10,29.8,6.21,32,8,30.13333333
18.09,30,9,29.8,6.21,31,4,29.01111111
18.09,30,9,29.8,6.21,31,4,29.01111111
9.55,30,6,29.68,6.21,36,-1,32.75555556
25.52,300,12,29.8,6.21,31,9,29.37222222
25.26,310,2,29.88,6.21,30,8,28.45555556
13.8,350,5,29.8,6.21,32,1,29.77222222
22.53,230,20,29.74,2.49,32,8,30.13333333
36.51,300,10,29.94,6.21,26,10,26
29.79,310,12,29.97,6.21,26,7,26
28.08,300,6,29.91,6.21,27,7,26.34444444
20.04,30,8,29.91,6.21,28,3,26.74444444
7.05,50,9,29.88,6.21,32,-8,29.13888889
14.02,250,17,29.83,3.73,33,2,30.65
23.59,70,5,29.94,6.21,30,7,28.37222222
23.33,250,4,30,6.21,29,6,27.56111111
23.33,20,11,30.06,6.21,29,6,27.56111111
21.625,40,13.5,29.94,6.21,31,6.5,29.16111111
27.03,40,16,29.88,3.73,30,9,28.55555556
30.62,360,10,30,6.21,29,10,27.91111111
30.35,20,10,30.03,6.21,28,9,27.11111111
23.85,30,9,29.94,6.21,31,8,29.26666667
22.53,30,11,29.91,6.21,32,8,30.13333333
16.37,20,11,29.91,6.21,34,5,31.68333333
11.86,300,4,29.83,6.21,36,2,33.17777778
38.605,275,8.5,29.88,6.21,29,13.5,28.48888889
26.76,280,9,29.85,6.21,29,8,27.70555556
17.09,290,12,29.83,6.21,32,4,29.85
21.29,310,8,29.88,6.21,33,8,31.03333333
27.56,20,9,29.94,6.21,32,11,30.55555556
24.37,360,16,29.94,6.21,33,10,31.31111111
23.3,30,15,29.83,6.21,35,11,33.47777778
20.38,10,10,29.8,6.21,35,9,33.08888889
13.87,20,8,29.83,6.21,37,5,34.49444444
11.41,340,9,29.83,6.21,38,3,35.04444444
28.1,340,8,29.83,3.73,34,13,32.97222222
33.29,310,8,29.8,6.21,31,13,30.06111111
29.45,270,8,29.74,6.21,32,12,30.75555556
16.37,270,5,29.8,6.21,34,5,31.68333333
20.38,340,9,29.83,6.21,35,9,33.08888889
21.79,330,8,29.8,6.21,35,10,33.27222222
31.72,360,8,29.8,6.21,33,14,32.25555556
24.89,300,9,29.74,6.21,35,12,33.72777778
22.04,320,8,29.8,6.21,36,11,34.51111111
13.54,230,5,29.77,6.21,40,7,37.67777778
17.28,350,8,29.83,6.21,38,9,36.11111111
8.74,280,5,29.74,6.21,43,3,39.40555556
27.83,300,9,29.77,6.21,33,12,31.71111111
35.53,290,8,29.8,6.21,31,14,30.32222222
27.83,300,8,29.83,6.21,33,12,31.71111111
33.84,360,7,29.85,6.21,33,15,32.6
31.72,10,12,29.83,6.21,33,14,32.25555556
34.11,350,11,29.8,6.21,34,16,34.06666667
31.72,340,8,29.77,6.21,33,14,32.25555556
26.05,330,7,29.83,6.21,33,11,31.49444444
31.72,340,9,29.85,6.21,33,14,32.25555556
31.45,300,11,29.8,6.21,32,13,30.98888889
29.99,300,12,29.71,6.21,34,14,33.28333333
22.04,10,10,29.77,6.21,36,11,34.51111111
25.41,300,8,29.74,6.21,37,14,36.53333333
36.08,360,8,29.8,6.21,33,16,33
26.58,350,11,29.8,6.21,35,13,34.01111111
28.1,270,13,29.8,6.21,34,13,32.97222222
33.84,330,6,29.71,6.21,33,15,32.6
27.205,320,4.5,29.74,6.21,34,12.5,32.83611111
33.84,270,8,29.74,6.21,33,15,32.6
23.04,350,7,29.74,6.21,34,10,32.27777778
26.58,330,5,29.74,6.21,35,13,34.01111111
23.55,300,8,29.68,6.21,36,12,34.77222222
23.55,260,11,29.71,6.21,36,12,34.77222222
16.83,310,5,29.74,6.21,36,7,33.77222222
15.49,290,9,29.74,6.21,35,5,32.61111111
18.8,220,3,29.77,6.21,34,7,31.85555556
40.96,300,9,29.74,6.21,33,18,33.99444444
30.26,350,9,29.71,6.21,35,15,34.72777778
40.96,310,4,29.68,6.21,33,18,33.99444444
38.18,10,7,29.77,6.21,32,16,31.96666667
40.96,10,10,29.83,6.21,33,18,33.99444444
36.08,310,9,29.8,6.21,33,16,33
36.08,310,11,29.74,6.21,33,16,33
27.83,300,8,29.74,6.21,33,12,31.71111111
33.56,320,6,29.77,6.21,32,14,31.26666667
28.37,340,9,29.74,6.21,35,14,34.34444444
32.54,300,10,29.68,6.21,36,17,36.82222222
22.04,320,8,29.71,6.21,36,11,34.51111111
28.37,360,9,29.77,6.21,35,14,34.34444444
36.35,360,8,29.74,6.21,34,17,34.55555556
23.04,340,9,29.77,6.21,34,10,32.27777778
30.26,350,10,29.74,6.21,35,15,34.72777778
28.63,340,9,29.68,6.21,36,15,35.83333333
25.15,310,7,29.65,6.21,36,13,35.07777778
14.66,320,9,29.68,6.21,36,5,33.55
19.04,350,8,29.68,6.21,35,8,32.93888889
20.87,40,8,29.71,6.21,37,11,35.55555556
22.04,340,10,29.74,6.21,36,11,34.51111111
21.79,310,9,29.77,6.21,35,10,33.27222222
41.23,290,9,29.65,6.21,34,19,35.75
28.63,320,9,29.65,6.21,36,15,35.83333333
39,270,9,29.68,6.21,35,19,36.92222222
26.58,330,8,29.71,6.21,35,13,34.01111111
36.35,320,8,29.74,6.21,34,17,34.55555556
30.26,320,8,29.71,6.21,35,15,34.72777778
38.73,360,8,29.68,6.21,34,18,35.11111111
38.45,320,5,29.68,6.21,33,17,33.46111111
23.3,300,4,29.74,6.21,35,11,33.47777778
24.89,280,8,29.77,6.21,35,12,33.72777778
36.35,350,8,29.74,6.21,34,17,34.55555556
24.63,310,8,29.74,6.21,34,11,32.47222222
33.84,10,6,29.77,6.21,33,15,32.6
31.99,320,8,29.77,6.21,34,15,33.65
28.1,340,10,29.74,6.21,34,13,32.97222222
40.96,360,8,29.77,6.21,33,18,33.99444444
33.84,360,13,29.8,6.21,33,15,32.6
38.18,330,10,29.74,6.21,32,16,31.96666667
34.39,320,7,29.68,6.21,35,17,35.67777778
32.54,290,10,29.68,6.21,36,17,36.82222222
32.54,310,10,29.71,6.21,36,17,36.82222222
28.63,320,7,29.68,6.21,36,15,35.83333333
32.54,300,5,29.77,6.21,36,17,36.82222222
21.11,50,2,29.8,6.21,38,12,36.91111111
15.52,320,3,29.71,6.21,40,9,38.13888889
38.73,340,10,29.74,6.21,34,18,35.11111111
40.96,0,0,29.8,6.21,33,18,33.99444444
36.35,10,12,29.77,6.21,34,17,34.55555556
40.96,20,14,29.8,6.21,33,18,33.99444444
46.41,20,11,29.85,6.21,33,20,35.30555556
43.88,20,10,29.85,6.21,34,20,36.48333333
40.96,330,10,29.8,6.21,33,18,33.99444444
36.08,360,9,29.77,6.21,33,16,33
40.96,10,8,29.83,6.21,33,18,33.99444444
38.45,250,10,29.85,6.21,33,17,33.46111111
38.73,360,10,29.85,6.21,34,18,35.11111111
34.11,300,8,29.83,3.73,34,16,34.06666667
36.08,300,10,29.8,6.21,33,16,33
38.45,320,8,29.8,6.21,33,17,33.46111111
40.96,10,10,29.83,6.21,33,18,33.99444444
34.11,10,12,29.85,6.21,34,16,34.06666667
29.72,20,9,29.85,6.21,33,13,31.96111111
24.89,320,6,29.8,6.21,35,12,33.72777778
34.11,300,5,29.74,6.21,34,16,34.06666667
38.45,270,7,29.74,6.21,33,17,33.46111111
29.45,310,9,29.88,6.21,32,12,30.75555556
33.01,10,10,29.91,6.21,30,12,28.98888889
29.18,30,4,29.83,6.21,31,11,29.66111111
40.69,340,3,29.77,6.21,32,17,32.4
31.45,340,7,29.83,6.21,32,13,30.98888889
35.81,290,8,29.85,6.21,32,15,31.58888889
33.56,320,4,29.8,6.21,32,14,31.26666667
29.45,300,10,29.83,6.21,32,12,30.75555556
26.31,260,3,29.8,6.21,34,12,32.7
36.35,40,9,29.83,6.21,34,17,34.55555556
32.27,30,9,29.91,6.21,35,16,35.16666667
32.27,20,10,29.91,6.21,35,16,35.16666667
30.53,20,10,29.88,6.21,36,16,36.29444444
26.84,20,5,29.88,6.21,36,14,35.42777778
22.04,30,10,29.85,6.21,36,11,34.51111111
18.25,70,12,29.85,6.21,37,9,35.09444444
25.41,50,14,29.94,6.21,37,14,36.53333333
27.1,10,10,30,6.21,37,15,36.95555556
26.84,350,7,29.8,6.21,36,14,35.42777778
35.81,300,8,29.74,6.21,32,15,31.58888889
37.9,300,7,29.83,6.21,31,15,30.62222222
35.81,360,12,29.94,6.21,32,15,31.58888889
