dwpf,relh,drct,alti,vsby,feel,temp_c
48.2,87.47,240.0,29.65,6.21,51.8,10.999999999999998
42.8,87.19,240.0,29.65,6.21,45.15,8.0
35.6,57.52,340.0,30.09,6.21,46.72,10.0
55.4,100.0,210.0,30.18,2.3,55.4,13.0
55.4,100.0,240.0,30.15,6.21,55.4,13.0
42.8,71.26,220.0,30.47,6.21,51.8,10.999999999999998
39.2,66.27,310.0,30.21,6.21,45.21,10.0
37.4,61.76,20.0,30.5,6.21,46.29,10.0
42.8,81.47,280.0,30.47,6.21,45.04,9.000000000000002
46.4,87.37,100.0,30.27,6.21,47.77,10.0
46.4,93.45,230.0,29.85,2.8,45.63,9.000000000000002
39.2,86.99,300.0,29.8,6.21,37.94,5.999999999999998
42.8,93.35,230.0,29.56,6.21,37.11,7.000000000000001
37.4,70.68,30.0,29.71,6.21,40.02,8.0
35.6,65.83,20.0,30.06,6.21,41.42,8.0
37.4,75.68,360.0,30.27,6.21,40.14,7.000000000000001
41.0,81.34,10.0,30.42,6.21,42.87,8.0
37.4,75.68,350.0,30.65,6.21,40.71,7.000000000000001
35.6,65.83,320.0,30.68,6.21,44.24,8.0
48.2,87.47,0.0,30.5,6.21,51.8,10.999999999999998
46.4,87.37,360.0,30.56,4.97,48.44,10.0
42.8,76.18,270.0,30.27,6.21,43.88,10.0
39.2,70.88,360.0,30.36,6.21,44.07,9.000000000000002
42.8,76.18,360.0,30.5,6.21,49.27,10.0
41.0,71.07,360.0,30.53,6.21,50.0,10.0
39.2,81.2,360.0,30.45,6.21,43.09,7.000000000000001
41.0,76.01,320.0,30.39,6.21,45.04,9.000000000000002
42.8,76.18,260.0,30.06,6.21,41.73,10.0
35.6,65.83,290.0,30.39,6.21,41.03,8.0
42.8,81.47,250.0,30.33,6.21,43.28,9.000000000000002
44.6,71.45,250.0,30.27,6.21,53.6,12.0
46.4,81.74,230.0,30.39,6.21,51.8,10.999999999999998
44.6,81.61,180.0,30.45,5.59,47.77,10.0
42.8,100.0,180.0,30.39,1.86,41.03,5.999999999999998
46.4,93.45,180.0,30.24,1.86,45.63,9.000000000000002
48.2,81.87,180.0,30.09,6.21,53.6,12.0
46.4,81.74,210.0,30.24,6.21,51.8,10.999999999999998
51.8,93.6,190.0,30.12,6.21,53.6,12.0
53.6,93.65,220.0,29.97,6.21,55.4,13.0
42.8,93.35,60.0,30.09,4.97,41.36,7.000000000000001
46.4,87.37,200.0,29.85,6.21,44.12,10.0
46.4,93.45,220.0,29.32,6.21,43.66,9.000000000000002
44.6,76.34,210.0,30.06,6.21,51.8,10.999999999999998
50.0,87.56,200.0,29.71,2.8,53.6,12.0
42.8,76.18,210.0,29.74,6.21,44.12,10.0
48.2,81.87,210.0,29.15,5.59,53.6,12.0
50.0,87.56,200.0,28.85,2.98,53.6,12.0
39.2,81.2,210.0,29.09,6.21,39.63,7.000000000000001
41.0,81.34,180.0,29.35,6.21,40.02,8.0
48.2,87.47,200.0,29.0,3.73,51.8,10.999999999999998
37.4,66.05,240.0,29.47,6.21,42.94,9.000000000000002
35.6,65.83,240.0,30.03,6.21,41.03,8.0
44.6,76.34,200.0,29.8,6.21,51.8,10.999999999999998
46.4,81.74,190.0,29.59,6.21,51.8,10.999999999999998
48.2,87.47,190.0,29.15,4.35,51.8,10.999999999999998
41.0,66.48,230.0,29.44,6.21,51.8,10.999999999999998
48.2,87.47,200.0,29.26,3.73,51.8,10.999999999999998
39.2,70.88,220.0,29.53,6.21,44.07,9.000000000000002
50.0,87.56,190.0,29.32,6.21,53.6,12.0
44.6,66.91,220.0,29.35,6.21,55.4,13.0
44.6,71.45,230.0,29.62,6.21,53.6,12.0
50.0,87.56,210.0,29.71,6.21,53.6,12.0
51.8,93.6,200.0,29.68,6.21,53.6,12.0
42.8,76.18,230.0,29.94,6.21,45.9,10.0
44.6,87.28,220.0,29.88,6.21,43.66,9.000000000000002
46.4,87.37,180.0,29.68,6.21,45.21,10.0
42.8,81.47,260.0,29.71,6.21,42.04,9.000000000000002
37.4,75.68,280.0,29.71,6.21,38.77,7.000000000000001
48.2,87.47,210.0,29.5,5.59,51.8,10.999999999999998
48.2,93.5,190.0,29.29,6.21,45.54,10.0
42.8,81.47,200.0,29.23,6.21,42.62,9.000000000000002
42.8,76.18,140.0,29.23,6.21,45.54,10.0
35.6,61.52,260.0,29.44,6.21,44.07,9.000000000000002
41.0,71.07,260.0,29.8,6.21,49.27,10.0
41.0,81.34,160.0,29.8,6.21,41.42,8.0
42.8,76.18,230.0,29.71,6.21,47.21,10.0
41.0,76.01,300.0,29.83,6.21,42.94,9.000000000000002
39.2,75.84,160.0,29.91,6.21,42.33,8.0
46.4,76.5,220.0,29.85,6.21,53.6,12.0
42.8,76.18,250.0,29.23,6.21,44.12,10.0
37.4,66.05,240.0,29.18,6.21,41.3,9.000000000000002
41.0,71.07,190.0,29.03,6.21,44.36,10.0
39.2,86.99,130.0,29.21,6.21,37.42,5.999999999999998
37.4,81.07,130.0,29.56,5.59,41.03,5.999999999999998
46.4,93.45,190.0,29.12,4.35,41.78,9.000000000000002
48.2,93.5,190.0,29.03,6.21,45.9,10.0
35.6,57.52,240.0,29.74,6.21,44.12,10.0
39.2,75.84,140.0,29.65,6.21,40.33,8.0
37.4,66.05,190.0,29.53,6.21,41.78,9.000000000000002
44.6,81.61,210.0,28.88,6.21,43.88,10.0
48.2,93.5,180.0,29.0,6.21,45.21,10.0
48.2,93.5,180.0,28.88,2.8,45.54,10.0
44.6,87.28,180.0,28.97,4.97,40.66,9.000000000000002
33.8,57.26,250.0,29.15,6.21,40.66,9.000000000000002
41.0,71.07,210.0,29.26,6.21,46.72,10.0
42.8,87.19,210.0,29.21,3.73,38.7,8.0
39.2,70.88,190.0,29.32,6.21,40.46,9.000000000000002
33.8,61.28,260.0,29.23,6.21,39.19,8.0
48.2,81.87,180.0,28.97,6.21,53.6,12.0
39.2,66.27,220.0,28.85,5.59,41.73,10.0
33.8,53.54,250.0,29.8,6.21,45.9,10.0
41.0,66.48,170.0,29.77,6.21,51.8,10.999999999999998
46.4,87.37,190.0,29.77,6.21,44.91,10.0
44.6,81.61,230.0,29.91,6.21,45.54,10.0
42.8,62.46,260.0,29.47,6.21,55.4,13.0
33.8,53.54,240.0,29.65,6.21,43.44,10.0
37.4,54.07,250.0,29.83,6.21,53.6,12.0
44.6,71.45,210.0,29.83,6.21,53.6,12.0
44.6,62.69,190.0,29.68,6.21,57.2,14.000000000000002
46.4,81.74,200.0,29.53,4.97,51.8,10.999999999999998
37.4,54.07,260.0,29.94,6.21,53.6,12.0
39.2,61.99,280.0,29.71,6.21,51.8,10.999999999999998
41.0,81.34,120.0,29.38,6.21,41.42,8.0
32.0,53.27,300.0,29.56,6.21,46.34,9.000000000000002
42.8,76.18,200.0,29.47,6.21,44.36,10.0
39.2,70.88,150.0,29.06,6.21,45.63,9.000000000000002
41.0,71.07,280.0,29.62,6.21,46.72,10.0
39.2,54.34,260.0,30.18,6.21,55.4,13.0
44.6,66.91,220.0,30.27,6.21,55.4,13.0
48.2,63.15,200.0,30.15,6.21,60.8,16.0
37.4,41.71,200.0,30.21,6.21,60.8,16.0
41.0,39.72,190.0,30.18,6.21,66.2,19.0
46.4,71.64,30.0,30.33,4.97,55.4,13.0
44.6,71.45,50.0,30.5,4.35,53.6,12.0
46.4,59.01,60.0,30.45,5.59,60.8,16.0
41.0,42.28,60.0,30.39,4.97,64.4,18.000000000000004
42.8,48.28,250.0,30.3,4.35,62.6,17.0
35.6,34.22,270.0,30.27,6.21,64.4,18.000000000000004
41.0,39.72,260.0,30.21,6.21,66.2,19.0
41.0,58.27,280.0,30.18,6.21,55.4,13.0
42.8,58.52,270.0,29.94,6.21,57.2,14.000000000000002
42.8,48.28,230.0,30.15,6.21,62.6,17.0
42.8,58.52,210.0,29.74,6.21,57.2,14.000000000000002
32.0,40.84,220.0,29.74,6.21,55.4,13.0
30.2,43.32,250.0,29.47,6.21,51.8,10.999999999999998
28.4,40.25,320.0,29.8,6.21,51.8,10.999999999999998
32.0,46.59,170.0,29.85,6.21,51.8,10.999999999999998
42.8,81.47,100.0,29.74,6.21,44.07,9.000000000000002
35.6,61.52,30.0,30.06,6.21,44.53,9.000000000000002
37.4,57.77,100.0,29.88,6.21,51.8,10.999999999999998
33.8,41.13,110.0,29.94,6.21,57.2,14.000000000000002
33.8,29.92,100.0,29.94,6.21,66.2,19.0
41.0,39.72,130.0,29.91,6.21,66.2,19.0
48.2,59.26,160.0,29.91,6.21,62.6,17.0
48.2,52.25,160.0,29.8,6.21,66.2,19.0
51.8,59.74,90.0,29.62,4.97,66.2,19.0
51.8,63.6,90.0,29.5,6.21,64.4,18.000000000000004
46.4,62.92,280.0,29.77,6.21,59.0,15.0
48.2,67.33,200.0,29.94,6.21,59.0,15.0
53.6,82.25,230.0,29.91,6.21,59.0,15.0
53.6,87.74,180.0,29.8,6.21,57.2,14.000000000000002
35.6,44.19,280.0,30.12,6.21,57.2,14.000000000000002
42.8,48.28,270.0,30.27,6.21,62.6,17.0
39.2,44.76,290.0,30.18,6.21,60.8,16.0
39.2,44.76,340.0,30.18,6.21,60.8,16.0
41.0,54.6,280.0,30.09,6.21,57.2,14.000000000000002
41.0,48.0,260.0,30.15,6.21,60.8,16.0
35.6,38.85,320.0,30.27,6.21,60.8,16.0
33.8,41.13,100.0,30.42,6.21,57.2,14.000000000000002
39.2,42.0,100.0,30.3,6.21,62.6,17.0
39.2,42.0,250.0,30.09,6.21,62.6,17.0
33.8,43.9,10.0,30.18,6.21,55.4,13.0
37.4,47.44,70.0,30.03,6.21,57.2,14.000000000000002
51.8,82.12,60.0,29.65,3.11,57.2,14.000000000000002
44.6,45.6,310.0,29.68,6.21,66.2,19.0
48.2,67.33,230.0,29.77,6.21,59.0,15.0
48.2,63.15,190.0,30.03,6.21,60.8,16.0
44.6,51.72,190.0,30.09,6.21,62.6,17.0
51.8,93.6,310.0,29.8,1.93,53.6,12.0
41.0,48.0,190.0,29.65,6.21,60.8,16.0
44.6,58.77,100.0,29.62,6.21,59.0,15.0
46.4,55.37,60.0,29.85,6.21,62.6,17.0
48.2,63.15,60.0,29.88,6.21,60.8,16.0
44.6,45.6,60.0,29.88,6.21,66.2,19.0
51.8,82.12,60.0,29.8,6.21,57.2,14.000000000000002
44.6,66.91,40.0,30.24,6.21,55.4,13.0
32.0,38.26,40.0,30.36,6.21,57.2,14.000000000000002
41.0,48.0,40.0,30.21,6.21,60.8,16.0
42.8,45.32,160.0,29.88,6.21,64.4,18.000000000000004
42.8,42.57,270.0,29.71,6.21,66.2,19.0
44.6,51.72,250.0,29.8,6.21,62.6,17.0
57.2,87.92,240.0,29.68,4.97,60.8,16.0
41.0,45.04,260.0,29.85,6.21,62.6,17.0
48.2,59.26,240.0,29.59,6.21,62.6,17.0
42.8,58.52,260.0,29.65,6.21,57.2,14.000000000000002
37.4,39.14,280.0,29.83,6.21,62.6,17.0
44.6,55.12,260.0,30.15,6.21,60.8,16.0
39.2,37.03,340.0,30.47,6.21,66.2,19.0
46.4,43.13,340.0,30.56,6.21,69.8,21.0
48.2,46.16,340.0,30.47,6.21,69.8,21.0
50.0,43.69,340.0,30.21,6.21,73.4,23.000000000000004
50.0,43.69,200.0,29.85,6.21,73.4,23.000000000000004
48.2,36.22,120.0,29.59,6.21,77.0,25.0
51.8,56.13,170.0,29.74,6.21,68.0,20.0
44.6,45.6,70.0,29.8,6.21,66.2,19.0
51.8,63.6,110.0,29.56,6.21,64.4,18.000000000000004
44.6,55.12,170.0,29.68,6.21,60.8,16.0
48.2,63.15,180.0,29.8,6.21,60.8,16.0
39.2,39.43,200.0,30.06,6.21,64.4,18.000000000000004
51.8,87.65,350.0,30.06,6.21,55.4,13.0
50.0,76.82,340.0,29.97,6.21,57.2,14.000000000000002
51.8,76.98,290.0,29.85,6.21,59.0,15.0
53.6,63.82,110.0,29.97,6.21,66.2,19.0
50.0,67.54,70.0,30.24,6.21,60.8,16.0
46.4,48.83,70.0,30.27,6.21,66.2,19.0
42.8,35.37,130.0,30.12,6.21,70.12,21.999999999999996
50.0,49.37,250.0,30.06,6.21,69.8,21.0
51.8,59.74,250.0,29.88,6.21,66.2,19.0
50.0,76.82,250.0,29.65,6.21,57.2,14.000000000000002
39.2,37.03,270.0,29.85,6.21,66.2,19.0
48.2,38.46,100.0,29.88,6.21,75.2,24.0
55.4,56.63,250.0,29.88,6.21,71.6,21.999999999999996
50.0,41.14,210.0,30.09,6.21,75.2,24.0
53.6,41.69,230.0,29.94,6.21,78.8,26.0
48.2,43.42,210.0,30.06,6.21,70.5,21.999999999999996
48.2,43.42,270.0,30.33,6.21,70.5,21.999999999999996
46.4,33.85,340.0,30.33,6.21,75.99,25.0
50.0,38.74,320.0,30.24,6.21,77.0,25.0
57.2,60.44,50.0,30.27,6.21,71.6,21.999999999999996
51.8,59.74,30.0,30.33,6.21,66.2,19.0
48.2,55.63,10.0,30.36,6.21,64.4,18.000000000000004
41.0,33.0,10.0,30.33,6.21,70.01,21.999999999999996
50.0,43.69,10.0,30.3,6.21,73.4,23.000000000000004
57.2,60.44,10.0,30.18,6.21,71.6,21.999999999999996
48.2,43.42,10.0,30.18,6.21,70.5,21.999999999999996
51.8,43.97,310.0,30.09,6.21,75.2,24.0
46.4,35.94,310.0,30.15,6.21,74.11,24.0
46.4,33.85,350.0,30.18,6.21,75.99,25.0
48.2,36.22,290.0,30.06,6.21,77.0,25.0
39.2,32.72,290.0,30.03,6.21,69.8,21.0
44.6,37.89,110.0,29.94,6.21,70.24,21.999999999999996
46.4,38.18,230.0,29.85,6.21,72.23,23.000000000000004
50.0,52.51,340.0,29.83,6.21,68.0,20.0
42.8,42.57,320.0,29.88,6.21,66.2,19.0
48.2,46.16,170.0,30.03,6.21,69.8,21.0
42.8,33.29,120.0,30.09,6.21,72.0,23.000000000000004
41.0,27.53,240.0,30.18,6.21,75.69,25.0
46.4,30.07,220.0,30.06,6.21,79.56,26.999999999999996
53.6,39.3,230.0,29.71,6.21,80.6,26.999999999999996
57.2,64.26,260.0,29.59,6.21,69.8,21.0
44.6,37.89,270.0,29.71,6.21,70.24,21.999999999999996
46.4,43.13,270.0,29.97,6.21,69.8,21.0
48.2,46.16,310.0,29.94,6.21,69.8,21.0
46.4,38.18,340.0,30.03,6.21,73.4,23.000000000000004
53.6,56.38,70.0,30.06,6.21,69.8,21.0
57.2,64.26,320.0,30.0,6.21,69.8,21.0
55.4,41.97,280.0,29.91,6.21,80.53,26.999999999999996
60.8,60.9,280.0,29.74,6.21,75.2,24.0
46.4,35.94,260.0,29.94,6.21,74.11,24.0
51.8,39.02,260.0,30.09,6.21,78.8,26.0
55.4,44.52,220.0,30.12,6.21,78.8,26.0
57.2,39.86,220.0,30.09,6.21,84.2,29.0
62.6,45.61,160.0,29.88,6.21,86.72,30.0
62.6,51.21,210.0,29.74,6.21,83.41,28.000000000000004
59.0,50.69,290.0,29.85,6.21,78.8,26.0
57.2,47.52,360.0,30.09,6.21,78.8,26.0
57.2,44.8,10.0,30.18,6.21,80.81,26.999999999999996
59.0,42.52,80.0,30.06,6.21,83.92,29.0
51.8,32.73,100.0,30.0,6.21,82.48,29.0
57.2,44.8,90.0,30.03,6.21,80.81,26.999999999999996
53.6,37.07,20.0,30.0,6.21,82.4,28.000000000000004
50.0,38.74,330.0,30.03,6.21,77.0,25.0
50.0,46.43,90.0,29.97,6.21,71.6,21.999999999999996
51.8,39.02,310.0,29.97,6.21,78.8,26.0
51.8,39.02,270.0,29.97,6.21,78.8,26.0
53.6,44.25,240.0,29.91,6.21,77.0,25.0
55.4,50.17,200.0,29.77,6.21,75.2,24.0
57.2,53.55,190.0,29.59,6.21,75.2,24.0
50.0,43.69,210.0,29.83,6.21,73.4,23.000000000000004
44.6,33.57,210.0,30.0,6.21,74.0,24.0
55.4,53.29,200.0,30.06,6.21,73.4,23.000000000000004
57.2,50.43,250.0,29.83,6.21,77.0,25.0
51.8,39.02,250.0,29.94,6.21,78.8,26.0
60.8,64.69,250.0,29.77,6.21,73.4,23.000000000000004
50.0,43.69,220.0,29.8,6.21,73.4,23.000000000000004
64.4,78.04,220.0,29.29,6.21,71.6,21.999999999999996
50.0,49.37,260.0,29.77,6.21,69.8,21.0
48.2,49.1,240.0,29.71,6.21,68.0,20.0
53.6,53.03,250.0,29.68,6.21,71.6,21.999999999999996
51.8,52.77,250.0,29.8,6.21,69.8,21.0
48.2,49.1,340.0,30.03,6.21,68.0,20.0
46.4,43.13,250.0,30.12,6.21,69.8,21.0
42.8,40.0,270.0,29.74,6.21,68.0,20.0
55.4,64.04,220.0,29.83,6.21,68.0,20.0
42.8,45.32,270.0,29.94,6.21,64.4,18.000000000000004
39.2,39.43,320.0,30.0,6.21,64.4,18.000000000000004
42.8,48.28,250.0,30.0,6.21,62.6,17.0
44.6,42.85,260.0,29.85,6.21,68.0,20.0
41.0,42.28,290.0,29.97,6.21,64.4,18.000000000000004
44.6,48.55,260.0,30.09,6.21,64.4,18.000000000000004
60.8,93.83,160.0,29.74,6.21,62.6,17.0
59.0,88.0,50.0,29.62,6.21,62.6,17.0
53.6,59.97,120.0,29.94,6.21,68.0,20.0
55.4,56.63,220.0,29.85,6.21,71.6,21.999999999999996
53.6,56.38,240.0,29.91,6.21,69.8,21.0
50.0,52.51,270.0,30.0,6.21,68.0,20.0
50.0,49.37,310.0,30.06,6.21,69.8,21.0
62.6,88.18,240.0,30.12,6.21,66.2,19.0
51.8,49.64,50.0,30.21,6.21,71.6,21.999999999999996
59.0,60.67,80.0,30.18,6.21,73.4,23.000000000000004
57.2,64.26,70.0,30.06,6.21,69.8,21.0
55.4,64.04,70.0,30.0,6.21,68.0,20.0
59.0,68.55,330.0,29.94,4.35,69.8,21.0
53.6,56.38,360.0,30.0,6.21,69.8,21.0
46.4,40.57,360.0,30.09,6.21,70.37,21.999999999999996
50.0,46.43,30.0,30.15,6.21,71.6,21.999999999999996
50.0,49.37,100.0,30.15,6.21,69.8,21.0
50.0,59.5,50.0,30.18,5.59,64.4,18.000000000000004
51.8,46.71,90.0,30.24,6.21,73.4,23.000000000000004
55.4,60.21,60.0,30.3,6.21,69.8,21.0
53.6,56.38,90.0,30.18,6.21,69.8,21.0
51.8,49.64,90.0,29.97,6.21,71.6,21.999999999999996
59.0,60.67,80.0,29.94,5.59,73.4,23.000000000000004
57.2,68.35,50.0,29.85,4.97,68.0,20.0
59.0,50.69,90.0,29.77,6.21,78.8,26.0
64.4,69.14,90.0,29.85,5.59,75.2,24.0
60.8,82.74,350.0,30.0,5.59,66.2,19.0
46.4,51.98,20.0,30.24,6.21,64.4,18.000000000000004
46.4,48.83,20.0,30.24,6.21,66.2,19.0
46.4,48.83,270.0,30.15,6.21,66.2,19.0
50.0,59.5,330.0,29.91,6.21,64.4,18.000000000000004
53.6,59.97,250.0,30.12,6.21,68.0,20.0
53.6,56.38,270.0,30.24,6.21,69.8,21.0
53.6,56.38,140.0,30.33,6.21,69.8,21.0
55.4,50.17,170.0,30.09,6.21,75.2,24.0
60.8,82.74,200.0,30.12,4.35,66.2,19.0
55.4,53.29,240.0,30.21,6.21,73.4,23.000000000000004
51.8,52.77,260.0,30.27,6.21,69.8,21.0
55.4,56.63,220.0,30.36,6.21,71.6,21.999999999999996
53.6,53.03,220.0,30.12,6.21,71.6,21.999999999999996
57.2,77.45,210.0,29.83,6.21,64.4,18.000000000000004
42.8,51.45,220.0,30.12,6.21,60.8,16.0
46.4,71.64,140.0,29.65,6.21,55.4,13.0
41.0,51.18,240.0,29.44,6.21,59.0,15.0
53.6,67.95,200.0,29.35,6.21,64.4,18.000000000000004
48.2,55.63,210.0,29.47,6.21,64.4,18.000000000000004
51.8,63.6,220.0,29.83,6.21,64.4,18.000000000000004
50.0,63.38,210.0,29.83,6.21,62.6,17.0
48.2,67.33,60.0,29.8,6.21,59.0,15.0
53.6,87.74,360.0,29.44,6.21,57.2,14.000000000000002
53.6,87.74,290.0,29.71,6.21,57.2,14.000000000000002
53.6,82.25,120.0,29.65,6.21,59.0,15.0
55.4,72.56,240.0,29.62,6.21,64.4,18.000000000000004
57.2,72.74,210.0,29.85,6.21,66.2,19.0
59.0,77.6,200.0,29.83,6.21,66.2,19.0
53.6,59.97,240.0,29.91,6.21,68.0,20.0
51.8,67.75,240.0,30.03,6.21,62.6,17.0
51.8,82.12,220.0,29.77,6.21,57.2,14.000000000000002
42.8,58.52,290.0,30.27,6.21,57.2,14.000000000000002
50.0,67.54,220.0,30.12,6.21,60.8,16.0
57.2,82.5,220.0,29.94,6.21,62.6,17.0
44.6,55.12,230.0,30.06,6.21,60.8,16.0
46.4,59.01,240.0,30.12,6.21,60.8,16.0
53.6,67.95,200.0,30.12,6.21,64.4,18.000000000000004
51.8,63.6,200.0,29.91,6.21,64.4,18.000000000000004
57.2,93.74,220.0,29.91,4.97,59.0,15.0
59.0,82.62,220.0,30.06,5.59,64.4,18.000000000000004
57.2,60.44,180.0,30.0,6.21,71.6,21.999999999999996
48.2,55.63,230.0,29.97,6.21,64.4,18.000000000000004
53.6,82.25,200.0,29.77,6.21,59.0,15.0
46.4,81.74,200.0,29.47,6.21,51.8,10.999999999999998
41.0,62.23,200.0,29.32,6.21,53.6,12.0
42.8,71.26,330.0,29.68,6.21,51.8,10.999999999999998
42.8,66.7,170.0,29.74,6.21,53.6,12.0
51.8,87.65,170.0,29.32,6.21,55.4,13.0
50.0,76.82,180.0,29.53,6.21,57.2,14.000000000000002
46.4,71.64,220.0,29.65,6.21,55.4,13.0
46.4,71.64,210.0,29.65,6.21,55.4,13.0
46.4,67.12,140.0,29.41,6.21,57.2,14.000000000000002
48.2,76.66,210.0,29.47,6.21,55.4,13.0
50.0,81.99,150.0,29.62,6.21,55.4,13.0
50.0,72.01,220.0,29.5,6.21,59.0,15.0
51.8,87.65,220.0,29.47,6.21,55.4,13.0
48.2,87.47,60.0,29.53,3.73,51.8,10.999999999999998
44.6,81.61,100.0,29.53,6.21,47.21,10.0
46.4,71.64,100.0,29.83,6.21,55.4,13.0
46.4,76.5,100.0,30.09,5.59,53.6,12.0
44.6,76.34,80.0,30.24,5.59,51.8,10.999999999999998
46.4,87.37,150.0,29.91,2.49,47.77,10.0
55.4,93.69,160.0,29.91,3.11,57.2,14.000000000000002
51.8,87.65,350.0,29.97,3.73,55.4,13.0
39.2,75.84,350.0,30.33,6.21,44.24,8.0
42.8,81.47,50.0,30.15,6.21,45.04,9.000000000000002
48.2,93.5,350.0,29.8,1.37,50.0,10.0
44.6,76.34,350.0,29.62,6.21,51.8,10.999999999999998
48.2,81.87,70.0,29.59,4.35,53.6,12.0
50.0,81.99,90.0,29.83,6.21,55.4,13.0
46.4,76.5,320.0,29.94,6.21,53.6,12.0
44.6,81.61,30.0,29.94,4.97,46.29,10.0
42.8,87.19,360.0,30.03,6.21,41.03,8.0
37.4,70.68,20.0,30.24,6.21,41.42,8.0
39.2,86.99,40.0,30.09,6.21,38.54,5.999999999999998
39.2,81.2,300.0,30.12,6.21,42.13,7.000000000000001
33.8,70.28,240.0,30.36,6.21,40.03,5.999999999999998
46.4,81.74,260.0,30.0,6.21,51.8,10.999999999999998
33.8,65.61,290.0,30.09,6.21,39.18,7.000000000000001
50.0,87.56,230.0,29.91,6.21,53.6,12.0
50.0,87.56,230.0,29.91,6.21,53.6,12.0
41.0,71.07,230.0,29.65,6.21,43.88,10.0
41.0,71.07,230.0,29.53,6.21,43.88,10.0
33.8,65.61,320.0,29.88,6.21,41.36,7.000000000000001
41.0,71.07,210.0,29.85,6.21,44.36,10.0
44.6,81.61,250.0,29.77,6.21,45.21,10.0
39.2,81.2,270.0,30.0,6.21,38.77,7.000000000000001
50.0,81.99,290.0,29.71,6.21,55.4,13.0
51.8,82.12,240.0,29.85,6.21,57.2,14.000000000000002
51.8,87.65,230.0,29.83,6.21,55.4,13.0
39.2,66.27,280.0,30.33,6.21,44.91,10.0
48.2,81.87,230.0,30.18,6.21,53.6,12.0
51.8,87.65,240.0,30.06,5.59,55.4,13.0
46.4,71.64,240.0,30.03,6.21,55.4,13.0
48.2,81.87,240.0,29.88,6.21,53.6,12.0
37.4,70.68,270.0,30.39,6.21,40.66,8.0
46.4,93.45,230.0,29.62,5.59,42.94,9.000000000000002
44.6,87.28,280.0,29.5,6.21,40.86,9.000000000000002
30.2,60.79,50.0,30.47,6.21,38.54,5.999999999999998
35.6,75.5,320.0,30.71,6.21,39.22,5.999999999999998
35.6,80.93,220.0,30.62,6.21,37.08,5.0
37.4,75.68,200.0,30.5,6.21,38.77,7.000000000000001
50.0,87.56,230.0,30.15,6.21,53.6,12.0
53.6,93.65,230.0,30.09,6.21,55.4,13.0
33.8,70.28,260.0,30.39,6.21,37.94,5.999999999999998
37.4,100.0,260.0,30.62,2.73,33.73,2.999999999999999
44.6,81.61,220.0,30.33,6.21,46.72,10.0
48.2,93.5,200.0,30.03,6.21,45.9,10.0
44.6,81.61,220.0,30.12,6.21,43.88,10.0
48.2,87.47,220.0,30.06,6.21,51.8,10.999999999999998
51.8,72.2,260.0,29.97,6.21,60.8,16.0
51.8,82.12,240.0,29.97,6.21,57.2,14.000000000000002
35.6,61.52,240.0,30.24,6.21,41.53,9.000000000000002
44.6,71.45,220.0,29.83,6.21,53.6,12.0
50.0,87.56,220.0,29.59,6.21,53.6,12.0
42.8,81.47,200.0,29.47,6.21,40.09,9.000000000000002
48.2,87.47,210.0,29.15,6.21,51.8,10.999999999999998
35.6,70.48,260.0,29.65,6.21,40.14,7.000000000000001
35.6,70.48,250.0,29.88,6.21,39.18,7.000000000000001
35.6,80.93,30.0,29.88,6.21,37.93,5.0
30.2,69.88,30.0,29.94,6.21,36.92,4.000000000000002
32.0,70.08,30.0,29.83,6.21,37.08,5.0
35.6,86.79,100.0,29.74,6.21,33.56,4.000000000000002
30.2,69.88,30.0,30.15,6.21,35.83,4.000000000000002
41.0,87.09,210.0,30.12,5.59,38.77,7.000000000000001
46.4,93.45,290.0,30.03,2.67,43.28,9.000000000000002
37.4,70.68,250.0,30.39,6.21,41.03,8.0
44.6,76.34,320.0,30.21,6.21,51.8,10.999999999999998
39.2,70.88,280.0,30.33,6.21,42.94,9.000000000000002
48.2,87.47,240.0,29.56,3.73,51.8,10.999999999999998
33.8,70.28,240.0,29.09,6.21,34.5,5.999999999999998
33.8,70.28,300.0,28.94,6.21,37.94,5.999999999999998
33.8,70.28,320.0,29.12,6.21,36.11,5.999999999999998
30.2,60.79,320.0,29.53,6.21,35.4,5.999999999999998
24.8,60.04,300.0,29.68,6.21,32.03,2.999999999999999
33.8,80.79,10.0,29.77,6.21,33.56,4.000000000000002
32.0,70.08,340.0,30.12,6.21,35.75,5.0
33.8,75.33,20.0,30.27,6.21,35.2,5.0
28.4,60.54,50.0,30.42,6.21,33.46,5.0
37.4,86.89,20.0,30.59,6.21,36.37,5.0
33.8,57.26,340.0,30.65,6.21,45.04,9.000000000000002
37.4,61.76,360.0,30.5,6.21,47.77,10.0
37.4,81.07,180.0,30.53,4.97,40.03,5.999999999999998
33.8,75.33,130.0,30.36,6.21,35.75,5.0
32.0,75.16,130.0,30.18,5.59,36.92,4.000000000000002
41.0,76.01,170.0,29.59,6.21,42.04,9.000000000000002
42.8,81.47,70.0,29.62,6.21,45.04,9.000000000000002
39.2,70.88,60.0,29.97,6.21,47.21,9.000000000000002
41.0,81.34,180.0,29.94,6.21,42.33,8.0
30.2,49.53,320.0,30.65,6.21,45.04,9.000000000000002
35.6,57.52,230.0,30.62,6.21,44.63,10.0
39.2,75.84,210.0,30.21,6.21,39.72,8.0
42.8,93.35,210.0,29.85,6.21,40.14,7.000000000000001
32.0,61.03,310.0,29.56,6.21,38.04,7.000000000000001
