dwpf,relh,drct,alti,vsby,feel,temp_c
59.0,47.79,90.0,30.21,6.21,81.11,26.999999999999996
59.0,42.52,140.0,30.12,6.21,83.92,29.0
51.8,32.73,130.0,29.88,6.21,82.48,29.0
62.6,73.27,190.0,29.77,6.21,71.6,21.999999999999996
60.8,73.09,230.0,29.83,6.21,69.8,21.0
50.0,43.69,230.0,30.0,6.21,73.4,23.000000000000004
53.6,56.38,230.0,30.09,6.21,69.8,21.0
53.6,56.38,90.0,30.03,6.21,69.8,21.0
62.6,82.86,90.0,29.83,6.21,68.0,20.0
53.6,56.38,90.0,29.97,6.21,69.8,21.0
55.4,56.63,260.0,30.03,6.21,71.6,21.999999999999996
53.6,56.38,210.0,29.94,6.21,69.8,21.0
55.4,50.17,160.0,29.94,6.21,75.2,24.0
59.0,82.62,290.0,29.94,6.21,64.4,18.000000000000004
55.4,64.04,20.0,30.24,6.21,68.0,20.0
51.8,56.13,290.0,30.45,6.21,68.0,20.0
53.6,56.38,250.0,30.33,6.21,69.8,21.0
59.0,68.55,260.0,30.09,6.21,69.8,21.0
55.4,53.29,240.0,29.97,6.21,73.4,23.000000000000004
59.0,82.62,250.0,29.97,6.21,64.4,18.000000000000004
59.0,64.48,200.0,29.85,6.21,71.6,21.999999999999996
59.0,82.62,170.0,29.77,6.21,64.4,18.000000000000004
51.8,67.75,200.0,30.03,6.21,62.6,17.0
41.0,48.0,280.0,30.15,6.21,60.8,16.0
50.0,67.54,220.0,30.12,6.21,60.8,16.0
51.8,67.75,240.0,29.8,6.21,62.6,17.0
57.2,93.74,170.0,29.29,6.21,59.0,15.0
44.6,51.72,230.0,29.47,6.21,62.6,17.0
46.4,55.37,220.0,29.8,6.21,62.6,17.0
46.4,62.92,280.0,29.65,6.21,59.0,15.0
44.6,51.72,310.0,30.15,6.21,62.6,17.0
60.8,88.09,190.0,30.3,6.21,64.4,18.000000000000004
57.2,77.45,190.0,30.39,6.21,64.4,18.000000000000004
50.0,59.5,190.0,30.36,6.21,64.4,18.000000000000004
53.6,67.95,350.0,30.39,6.21,64.4,18.000000000000004
46.4,62.92,300.0,30.42,6.21,59.0,15.0
50.0,67.54,330.0,30.27,6.21,60.8,16.0
51.8,72.2,330.0,30.36,6.21,60.8,16.0
48.2,55.63,250.0,30.24,6.21,64.4,18.000000000000004
51.8,82.12,250.0,30.03,6.21,57.2,14.000000000000002
53.6,77.14,250.0,30.12,6.21,60.8,16.0
53.6,72.38,200.0,30.0,6.21,62.6,17.0
55.4,77.29,200.0,30.0,6.21,62.6,17.0
57.2,68.35,230.0,29.91,6.21,68.0,20.0
55.4,72.56,230.0,29.5,6.21,64.4,18.000000000000004
37.4,54.07,320.0,29.88,6.21,53.6,12.0
42.8,58.52,280.0,30.15,6.21,57.2,14.000000000000002
41.0,58.27,180.0,30.27,6.21,55.4,13.0
46.4,62.92,190.0,30.03,6.21,59.0,15.0
50.0,67.54,230.0,29.94,6.21,60.8,16.0
55.4,77.29,240.0,30.06,6.21,62.6,17.0
50.0,63.38,240.0,30.06,6.21,62.6,17.0
50.0,72.01,180.0,29.83,6.21,59.0,15.0
51.8,76.98,180.0,29.53,6.21,59.0,15.0
48.2,71.83,240.0,29.38,6.21,57.2,14.000000000000002
48.2,67.33,230.0,29.21,6.21,59.0,15.0
42.8,62.46,240.0,29.38,6.21,55.4,13.0
41.0,62.23,250.0,29.5,6.21,53.6,12.0
42.8,76.18,330.0,29.65,6.21,50.0,10.0
39.2,66.27,340.0,30.0,6.21,50.0,10.0
33.8,53.54,260.0,30.33,6.21,50.0,10.0
46.4,71.64,240.0,30.27,6.21,55.4,13.0
50.0,87.56,260.0,30.09,6.21,53.6,12.0
44.6,71.45,280.0,30.21,6.21,53.6,12.0
50.0,72.01,220.0,30.24,6.21,59.0,15.0
53.6,93.65,230.0,30.21,6.21,55.4,13.0
50.0,72.01,210.0,30.21,6.21,59.0,15.0
50.0,72.01,240.0,29.8,6.21,59.0,15.0
48.2,76.66,300.0,30.0,6.21,55.4,13.0
50.0,81.99,360.0,30.24,6.21,55.4,13.0
44.6,71.45,20.0,30.33,6.21,53.6,12.0
42.8,71.26,220.0,30.15,6.21,51.8,10.999999999999998
41.0,62.23,300.0,30.27,6.21,53.6,12.0
50.0,76.82,270.0,30.36,6.21,57.2,14.000000000000002
48.2,81.87,280.0,30.45,6.21,53.6,12.0
48.2,87.47,190.0,30.39,6.21,51.8,10.999999999999998
44.6,87.28,290.0,30.03,6.21,45.63,9.000000000000002
37.4,61.76,30.0,30.45,6.21,50.0,10.0
39.2,70.88,200.0,30.47,6.21,45.63,9.000000000000002
41.0,87.09,270.0,30.18,4.97,43.09,7.000000000000001
32.0,61.03,350.0,30.06,6.21,40.14,7.000000000000001
42.8,81.47,270.0,29.32,6.21,42.04,9.000000000000002
35.6,80.93,340.0,29.38,6.21,34.7,5.0
24.8,55.95,330.0,29.71,6.21,33.56,4.000000000000002
35.6,80.93,260.0,29.97,6.21,34.7,5.0
46.4,76.5,260.0,29.85,6.21,53.6,12.0
48.2,87.47,220.0,29.47,6.21,51.8,10.999999999999998
30.2,65.16,340.0,29.88,6.21,34.7,5.0
46.4,93.45,240.0,29.65,6.21,44.53,9.000000000000002
35.6,65.83,270.0,29.47,6.21,39.19,8.0
41.0,87.09,320.0,29.8,6.21,39.63,7.000000000000001
42.8,87.19,270.0,29.65,6.21,41.42,8.0
42.8,87.19,160.0,29.29,6.21,39.19,8.0
35.6,65.83,240.0,29.23,6.21,38.7,8.0
33.8,61.28,260.0,29.62,6.21,41.42,8.0
44.6,93.4,290.0,29.21,6.21,41.42,8.0
48.2,93.5,200.0,30.0,5.59,50.0,10.0
51.8,87.65,230.0,30.12,6.21,55.4,13.0
46.4,76.5,210.0,30.15,6.21,53.6,12.0
50.0,81.99,230.0,30.33,6.21,55.4,13.0
48.2,76.66,240.0,30.45,6.21,55.4,13.0
44.6,71.45,250.0,30.53,6.21,53.6,12.0
41.0,71.07,250.0,30.71,6.21,50.0,10.0
44.6,87.28,70.0,30.68,6.21,44.53,9.000000000000002
44.6,100.0,40.0,30.65,3.11,43.09,7.000000000000001
37.4,75.68,80.0,30.39,6.21,41.36,7.000000000000001
33.8,70.28,50.0,30.33,6.21,40.03,5.999999999999998
33.8,75.33,110.0,30.06,6.21,36.37,5.0
50.0,93.55,230.0,29.71,6.21,51.8,10.999999999999998
48.2,93.5,170.0,29.65,6.21,50.0,10.0
46.4,93.45,60.0,29.56,3.11,46.34,9.000000000000002
48.2,93.5,240.0,29.53,6.21,50.0,10.0
50.0,93.55,180.0,29.21,6.21,51.8,10.999999999999998
44.6,76.34,270.0,29.23,6.21,51.8,10.999999999999998
55.4,87.83,230.0,29.56,6.21,59.0,15.0
53.6,82.25,230.0,29.88,6.21,59.0,15.0
53.6,82.25,240.0,30.0,6.21,59.0,15.0
48.2,67.33,210.0,30.03,6.21,59.0,15.0
51.8,87.65,200.0,29.91,6.21,55.4,13.0
44.6,76.34,230.0,29.77,6.21,51.8,10.999999999999998
44.6,87.28,230.0,29.53,6.21,44.53,9.000000000000002
32.0,65.38,300.0,29.94,6.21,36.11,5.999999999999998
35.6,70.48,200.0,29.88,6.21,38.39,7.000000000000001
37.4,81.07,250.0,29.83,6.21,36.11,5.999999999999998
48.2,93.5,220.0,29.44,5.59,50.0,10.0
35.6,65.83,250.0,29.62,6.21,42.33,8.0
44.6,87.28,140.0,30.24,4.35,45.04,9.000000000000002
48.2,93.5,220.0,30.39,6.21,50.0,10.0
39.2,75.84,270.0,30.74,6.21,44.24,8.0
39.2,70.88,210.0,30.71,6.21,46.34,9.000000000000002
37.4,66.05,210.0,30.53,6.21,48.2,9.000000000000002
39.2,93.24,200.0,30.27,6.21,37.93,5.0
42.8,81.47,290.0,30.33,6.21,45.63,9.000000000000002
39.2,70.88,240.0,30.65,6.21,46.34,9.000000000000002
39.2,86.99,240.0,30.62,6.21,40.03,5.999999999999998
42.8,81.47,310.0,30.27,6.21,43.66,9.000000000000002
30.2,60.79,360.0,30.62,6.21,37.94,5.999999999999998
33.8,75.33,270.0,30.65,6.21,36.37,5.0
35.6,75.5,310.0,30.65,6.21,40.03,5.999999999999998
35.6,75.5,340.0,30.62,6.21,41.03,5.999999999999998
33.8,75.33,120.0,30.5,6.21,38.98,5.0
32.0,80.65,160.0,30.53,6.21,33.73,2.999999999999999
35.6,65.83,240.0,30.47,6.21,41.85,8.0
48.2,76.66,330.0,30.36,6.21,55.4,13.0
41.0,71.07,240.0,30.53,6.21,50.0,10.0
46.4,71.64,270.0,30.33,6.21,55.4,13.0
33.8,61.28,210.0,30.45,6.21,41.85,8.0
23.0,36.78,330.0,30.27,6.21,42.04,9.000000000000002
44.6,62.69,290.0,30.12,6.21,57.2,14.000000000000002
44.6,71.45,280.0,30.21,6.21,53.6,12.0
41.0,71.07,250.0,29.94,6.21,50.0,10.0
42.8,76.18,230.0,29.83,6.21,50.0,10.0
37.4,61.76,240.0,30.09,6.21,50.0,10.0
39.2,61.99,260.0,29.68,6.21,51.8,10.999999999999998
46.4,81.74,250.0,30.33,6.21,51.8,10.999999999999998
42.8,66.7,240.0,30.33,6.21,53.6,12.0
44.6,66.91,250.0,30.21,6.21,55.4,13.0
44.6,93.4,320.0,30.15,6.21,44.24,8.0
32.0,53.27,230.0,30.5,6.21,47.21,9.000000000000002
33.8,61.28,200.0,30.18,6.21,38.94,8.0
46.4,87.37,200.0,29.32,6.21,50.0,10.0
46.4,93.45,230.0,29.26,6.21,42.62,9.000000000000002
46.4,87.37,220.0,29.68,6.21,50.0,10.0
48.2,67.33,260.0,29.44,6.21,59.0,15.0
32.0,43.61,260.0,29.85,6.21,53.6,12.0
48.2,81.87,220.0,29.29,6.21,53.6,12.0
44.6,81.61,240.0,29.65,6.21,50.0,10.0
48.2,81.87,230.0,29.68,6.21,53.6,12.0
39.2,61.99,300.0,29.8,6.21,51.8,10.999999999999998
44.6,66.91,240.0,29.97,6.21,55.4,13.0
37.4,61.76,220.0,30.18,6.21,50.0,10.0
41.0,76.01,210.0,29.8,6.21,42.62,9.000000000000002
32.0,46.59,310.0,30.39,6.21,51.8,10.999999999999998
37.4,61.76,180.0,30.45,6.21,50.0,10.0
30.2,46.31,140.0,30.24,6.21,50.0,10.0
44.6,71.45,190.0,30.24,6.21,53.6,12.0
48.2,93.5,180.0,30.24,3.11,50.0,10.0
41.0,81.34,100.0,30.12,6.21,41.85,8.0
46.4,76.5,130.0,29.94,6.21,53.6,12.0
46.4,93.45,130.0,30.0,6.21,48.2,9.000000000000002
37.4,70.68,10.0,30.24,6.21,40.66,8.0
28.4,52.72,60.0,30.39,6.21,38.39,7.000000000000001
32.0,57.0,90.0,30.27,6.21,40.02,8.0
33.8,46.88,130.0,29.91,6.21,53.6,12.0
41.0,62.23,190.0,30.0,6.21,53.6,12.0
46.4,62.92,160.0,30.0,6.21,59.0,15.0
44.6,71.45,140.0,29.83,6.21,53.6,12.0
39.2,58.02,180.0,29.83,6.21,53.6,12.0
44.6,76.34,180.0,29.68,6.21,51.8,10.999999999999998
39.2,54.34,220.0,30.27,6.21,55.4,13.0
39.2,47.72,160.0,30.12,6.21,59.0,15.0
48.2,87.47,110.0,30.0,3.11,51.8,10.999999999999998
37.4,50.64,280.0,30.5,6.21,55.4,13.0
44.6,58.77,80.0,30.8,6.21,59.0,15.0
39.2,54.34,90.0,30.62,6.21,55.4,13.0
32.0,46.59,80.0,30.33,6.21,51.8,10.999999999999998
37.4,39.14,140.0,30.33,6.21,62.6,17.0
42.8,42.57,120.0,30.36,6.21,66.2,19.0
32.0,27.83,120.0,30.39,6.21,66.2,19.0
32.0,29.63,220.0,30.42,6.21,64.4,18.000000000000004
39.2,42.0,70.0,30.45,6.21,62.6,17.0
39.2,42.0,90.0,30.5,6.21,62.6,17.0
46.4,76.5,80.0,30.39,6.21,53.6,12.0
44.6,55.12,120.0,30.15,6.21,60.8,16.0
42.8,71.26,90.0,29.88,6.21,51.8,10.999999999999998
41.0,71.07,310.0,29.68,6.21,50.0,10.0
21.2,39.06,30.0,29.8,6.21,37.4,7.000000000000001
21.2,34.09,10.0,30.03,6.21,43.28,9.000000000000002
24.8,39.66,10.0,30.18,6.21,44.07,9.000000000000002
26.6,39.95,310.0,30.27,6.21,50.0,10.0
50.0,72.01,280.0,29.83,6.21,59.0,15.0
44.6,62.69,260.0,29.8,6.21,57.2,14.000000000000002
42.8,58.52,240.0,29.38,6.21,57.2,14.000000000000002
32.0,38.26,280.0,29.21,6.21,57.2,14.000000000000002
28.4,40.25,20.0,29.5,6.21,51.8,10.999999999999998
26.6,34.98,300.0,30.0,6.21,53.6,12.0
28.4,37.67,210.0,30.09,6.21,53.6,12.0
33.8,31.85,110.0,29.74,6.21,64.4,18.000000000000004
51.8,63.6,200.0,29.68,6.21,64.4,18.000000000000004
46.4,51.98,240.0,30.0,6.21,64.4,18.000000000000004
44.6,48.55,240.0,30.18,6.21,64.4,18.000000000000004
46.4,40.57,240.0,30.3,6.21,71.6,21.999999999999996
46.4,48.83,100.0,30.42,6.21,66.2,19.0
37.4,34.51,140.0,30.15,6.21,66.2,19.0
35.6,36.45,280.0,30.0,6.21,62.6,17.0
41.0,51.18,40.0,30.0,6.21,59.0,15.0
32.0,29.63,90.0,29.97,6.21,64.4,18.000000000000004
42.8,45.32,80.0,29.88,6.21,64.4,18.000000000000004
42.8,54.86,90.0,29.71,6.21,59.0,15.0
44.6,51.72,60.0,29.62,6.21,62.6,17.0
39.2,39.43,70.0,29.77,6.21,64.4,18.000000000000004
39.2,50.91,350.0,30.0,6.21,57.2,14.000000000000002
32.0,35.87,70.0,30.18,6.21,59.0,15.0
37.4,57.77,30.0,30.36,6.21,51.8,10.999999999999998
39.2,50.91,50.0,30.42,6.21,57.2,14.000000000000002
35.6,53.81,360.0,30.45,6.21,51.8,10.999999999999998
37.4,39.14,140.0,30.36,6.21,62.6,17.0
37.4,47.44,280.0,30.24,6.21,57.2,14.000000000000002
42.8,51.45,20.0,30.12,6.21,60.8,16.0
48.2,67.33,40.0,30.15,6.21,59.0,15.0
46.4,51.98,270.0,30.06,6.21,64.4,18.000000000000004
48.2,52.25,360.0,30.24,6.21,66.2,19.0
44.6,37.89,270.0,30.24,6.21,71.6,21.999999999999996
51.8,59.74,350.0,30.27,6.21,66.2,19.0
41.0,39.72,100.0,30.36,6.21,66.2,19.0
50.0,46.43,210.0,30.15,6.21,71.6,21.999999999999996
44.6,42.85,250.0,29.94,6.21,68.0,20.0
53.6,77.14,270.0,29.77,6.21,60.8,16.0
41.0,45.04,260.0,30.09,6.21,62.6,17.0
46.4,45.88,240.0,30.09,6.21,68.0,20.0
46.4,40.57,240.0,30.12,6.21,71.6,21.999999999999996
53.6,67.95,100.0,29.97,6.21,64.4,18.000000000000004
53.6,53.03,250.0,29.97,6.21,71.6,21.999999999999996
53.6,41.69,150.0,30.03,6.21,78.8,26.0
46.4,40.57,210.0,30.12,6.21,71.6,21.999999999999996
44.6,40.29,270.0,30.09,6.21,69.8,21.0
46.4,51.98,250.0,30.03,6.21,64.4,18.000000000000004
44.6,42.85,280.0,30.12,6.21,68.0,20.0
46.4,38.18,230.0,29.85,6.21,73.4,23.000000000000004
46.4,48.83,270.0,29.53,6.21,66.2,19.0
42.8,45.32,260.0,29.71,6.21,64.4,18.000000000000004
51.8,63.6,240.0,29.88,6.21,64.4,18.000000000000004
51.8,56.13,250.0,30.15,6.21,68.0,20.0
42.8,40.0,320.0,30.24,6.21,68.0,20.0
39.2,39.43,60.0,30.24,6.21,64.4,18.000000000000004
35.6,36.45,350.0,30.06,6.21,62.6,17.0
42.8,58.52,200.0,29.91,6.21,57.2,14.000000000000002
42.8,54.86,260.0,29.88,6.21,59.0,15.0
44.6,48.55,340.0,30.06,6.21,64.4,18.000000000000004
44.6,42.85,200.0,30.12,6.21,68.0,20.0
44.6,35.66,70.0,30.03,6.21,73.4,23.000000000000004
48.2,46.16,60.0,30.12,6.21,69.8,21.0
53.6,82.25,310.0,30.0,6.21,59.0,15.0
53.6,72.38,240.0,29.97,6.21,62.6,17.0
57.2,64.26,240.0,29.85,6.21,69.8,21.0
46.4,40.57,260.0,29.68,6.21,71.6,21.999999999999996
46.4,45.88,260.0,30.0,6.21,68.0,20.0
51.8,46.71,210.0,30.06,6.21,73.4,23.000000000000004
48.2,43.42,250.0,30.15,6.21,71.6,21.999999999999996
42.8,35.37,270.0,30.18,6.21,71.6,21.999999999999996
42.8,40.0,280.0,30.27,6.21,68.0,20.0
44.6,33.57,220.0,30.09,6.21,75.2,24.0
46.4,30.07,220.0,30.06,6.21,79.56,26.999999999999996
48.2,28.63,250.0,30.15,6.21,82.04,29.0
53.6,31.17,230.0,30.06,6.21,85.72,31.0
59.0,57.12,20.0,30.03,6.21,75.2,24.0
44.6,45.6,30.0,29.94,6.21,66.2,19.0
44.6,37.89,80.0,30.06,6.21,71.6,21.999999999999996
41.0,25.95,80.0,29.91,6.21,78.8,26.0
50.0,34.41,100.0,29.88,6.21,79.88,26.999999999999996
51.8,41.42,70.0,29.74,6.21,77.0,25.0
53.6,56.38,220.0,29.68,6.21,69.8,21.0
44.6,42.85,200.0,29.77,6.21,68.0,20.0
44.6,40.29,220.0,29.88,6.21,69.8,21.0
46.4,48.83,230.0,30.03,6.21,66.2,19.0
44.6,40.29,200.0,30.0,6.21,69.8,21.0
51.8,56.13,200.0,29.85,6.21,68.0,20.0
48.2,49.1,210.0,29.85,6.21,68.0,20.0
48.2,46.16,210.0,30.03,6.21,69.8,21.0
48.2,43.42,230.0,30.03,6.21,71.6,21.999999999999996
46.4,40.57,280.0,30.09,6.21,71.6,21.999999999999996
48.2,43.42,290.0,30.15,6.21,71.6,21.999999999999996
48.2,43.42,300.0,30.27,6.21,71.6,21.999999999999996
51.8,43.97,290.0,30.27,6.21,75.2,24.0
50.0,41.14,20.0,30.42,6.21,75.2,24.0
50.0,32.46,280.0,30.45,6.21,80.99,28.000000000000004
48.2,32.18,360.0,30.36,6.21,79.71,26.999999999999996
48.2,28.63,360.0,30.24,6.21,82.04,29.0
50.0,28.9,360.0,30.21,6.21,83.62,30.0
57.2,37.62,220.0,30.18,6.21,84.97,30.0
51.8,34.69,330.0,30.15,6.21,81.2,28.000000000000004
44.6,33.57,360.0,30.18,6.21,75.2,24.0
44.6,29.79,270.0,30.21,6.21,78.8,26.0
44.6,26.49,190.0,30.24,6.21,80.5,28.000000000000004
48.2,27.03,150.0,30.24,6.21,83.4,30.0
44.6,16.83,210.0,30.09,6.21,92.79,36.0
48.2,16.37,160.0,29.83,6.21,98.83,39.0
59.0,50.69,250.0,30.0,6.21,78.8,26.0
57.2,53.55,90.0,30.18,6.21,75.2,24.0
53.6,53.03,110.0,30.09,6.21,71.6,21.999999999999996
50.0,36.51,220.0,30.06,6.21,78.8,26.0
55.4,39.58,230.0,29.88,6.21,81.75,28.000000000000004
55.4,53.29,250.0,29.83,6.21,73.4,23.000000000000004
50.0,46.43,360.0,30.12,6.21,71.6,21.999999999999996
51.8,52.77,150.0,30.15,6.21,69.8,21.0
50.0,41.14,110.0,30.0,6.21,75.2,24.0
48.2,34.13,10.0,30.06,6.21,78.8,26.0
55.4,44.52,250.0,30.06,6.21,78.8,26.0
60.8,50.95,280.0,29.97,6.21,81.46,26.999999999999996
57.2,44.8,200.0,30.03,6.21,80.81,26.999999999999996
62.6,61.13,230.0,29.97,6.21,77.0,25.0
64.4,61.36,230.0,29.91,6.21,78.8,26.0
51.8,43.97,350.0,29.97,6.21,75.2,24.0
39.2,30.77,300.0,30.21,6.21,71.6,21.999999999999996
37.4,25.4,300.0,30.33,6.21,75.2,24.0
48.2,32.18,10.0,30.24,6.21,79.71,26.999999999999996
53.6,37.07,10.0,30.3,6.21,81.46,28.000000000000004
50.0,32.46,80.0,30.33,6.21,80.99,28.000000000000004
55.4,37.35,80.0,30.24,6.21,83.09,29.0
51.8,27.56,90.0,30.15,6.21,87.0,32.0
48.2,22.78,100.0,30.03,6.21,88.09,33.0
51.8,26.05,140.0,29.91,6.21,88.69,33.0
48.2,24.11,90.0,29.71,6.21,86.44,32.0
53.6,34.97,320.0,29.59,6.21,82.76,29.0
57.2,56.88,160.0,29.77,6.21,73.4,23.000000000000004
60.8,57.36,20.0,29.85,6.21,77.0,25.0
59.0,53.8,250.0,29.91,6.21,77.0,25.0
44.6,33.57,320.0,29.94,6.21,75.2,24.0
51.8,43.97,240.0,30.03,6.21,75.2,24.0
50.0,41.14,240.0,29.97,6.21,75.2,24.0
57.2,60.44,210.0,29.94,6.21,71.6,21.999999999999996
62.6,54.3,190.0,29.91,6.21,81.84,26.999999999999996
60.8,48.05,210.0,30.0,6.21,82.9,28.000000000000004
62.6,73.27,310.0,30.06,6.21,71.6,21.999999999999996
48.2,38.46,260.0,30.09,6.21,75.2,24.0
51.8,41.42,40.0,30.06,6.21,77.0,25.0
51.8,46.71,70.0,30.15,6.21,73.4,23.000000000000004
48.2,43.42,60.0,30.18,6.21,71.6,21.999999999999996
53.6,46.98,50.0,30.21,6.21,75.2,24.0
51.8,43.97,70.0,30.21,6.21,75.2,24.0
48.2,40.85,70.0,30.09,6.21,73.4,23.000000000000004
57.2,53.55,70.0,29.85,6.21,75.2,24.0
59.0,60.67,210.0,29.8,6.21,73.4,23.000000000000004
59.0,57.12,160.0,29.97,6.21,75.2,24.0
60.8,68.75,180.0,30.03,6.21,71.6,21.999999999999996
59.0,68.55,200.0,29.88,6.21,69.8,21.0
57.2,64.26,190.0,29.77,6.21,69.8,21.0
59.0,77.6,210.0,29.62,6.21,66.2,19.0
57.2,64.26,280.0,29.74,6.21,69.8,21.0
57.2,64.26,300.0,30.0,6.21,69.8,21.0
57.2,56.88,200.0,30.03,6.21,73.4,23.000000000000004
59.0,53.8,190.0,29.85,6.21,77.0,25.0
59.0,72.92,190.0,29.85,6.21,68.0,20.0
53.6,56.38,340.0,29.71,6.21,69.8,21.0
48.2,55.63,290.0,29.91,6.21,64.4,18.000000000000004
39.2,42.0,350.0,30.06,6.21,62.6,17.0
37.4,39.14,320.0,30.18,6.21,62.6,17.0
44.6,51.72,290.0,30.15,6.21,62.6,17.0
48.2,59.26,300.0,30.27,6.21,62.6,17.0
46.4,48.83,310.0,30.3,6.21,66.2,19.0
46.4,45.88,270.0,30.27,6.21,68.0,20.0
51.8,56.13,220.0,30.09,6.21,68.0,20.0
53.6,67.95,40.0,29.97,6.21,64.4,18.000000000000004
46.4,51.98,20.0,30.03,6.21,64.4,18.000000000000004
39.2,44.76,340.0,30.06,6.21,60.8,16.0
46.4,62.92,310.0,29.56,6.21,59.0,15.0
44.6,62.69,280.0,29.56,6.21,57.2,14.000000000000002
41.0,54.6,310.0,29.53,6.21,57.2,14.000000000000002
42.8,51.45,350.0,29.68,6.21,60.8,16.0
50.0,67.54,210.0,29.71,6.21,60.8,16.0
50.0,59.5,270.0,29.8,6.21,64.4,18.000000000000004
44.6,48.55,340.0,30.15,6.21,64.4,18.000000000000004
50.0,59.5,180.0,30.27,6.21,64.4,18.000000000000004
53.6,72.38,220.0,30.03,6.21,62.6,17.0
55.4,68.15,220.0,29.77,6.21,66.2,19.0
46.4,48.83,230.0,30.36,6.21,66.2,19.0
50.0,55.88,240.0,30.06,6.21,66.2,19.0
42.8,51.45,280.0,30.24,6.21,60.8,16.0
44.6,48.55,200.0,30.0,6.21,64.4,18.000000000000004
44.6,55.12,350.0,30.12,6.21,60.8,16.0
39.2,44.76,280.0,30.3,6.21,60.8,16.0
50.0,63.38,200.0,30.09,6.21,62.6,17.0
50.0,63.38,200.0,29.94,6.21,62.6,17.0
53.6,77.14,230.0,29.8,6.21,60.8,16.0
51.8,67.75,230.0,29.62,6.21,62.6,17.0
60.8,93.83,180.0,29.8,6.21,62.6,17.0
48.2,52.25,250.0,30.09,6.21,66.2,19.0
50.0,59.5,80.0,30.33,6.21,64.4,18.000000000000004
53.6,72.38,100.0,30.03,6.21,62.6,17.0
59.0,93.79,360.0,29.71,6.21,60.8,16.0
57.2,77.45,190.0,29.56,6.21,64.4,18.000000000000004
53.6,67.95,230.0,29.85,6.21,64.4,18.000000000000004
59.0,77.6,160.0,29.5,6.21,66.2,19.0
51.8,63.6,220.0,29.65,6.21,64.4,18.000000000000004
55.4,77.29,190.0,29.88,6.21,62.6,17.0
51.8,59.74,230.0,29.85,6.21,66.2,19.0
59.0,72.92,220.0,29.91,6.21,68.0,20.0
53.6,63.82,240.0,29.97,6.21,66.2,19.0
60.8,73.09,170.0,29.88,6.21,69.8,21.0
53.6,72.38,200.0,29.91,6.21,62.6,17.0
53.6,72.38,140.0,29.85,6.21,62.6,17.0
51.8,72.2,220.0,29.74,6.21,60.8,16.0
48.2,67.33,200.0,30.0,6.21,59.0,15.0
50.0,87.56,210.0,29.71,6.21,53.6,12.0
41.0,62.23,330.0,29.91,6.21,53.6,12.0
55.4,93.69,210.0,29.83,6.21,57.2,14.000000000000002
55.4,93.69,190.0,29.77,3.11,57.2,14.000000000000002
55.4,87.83,210.0,29.65,6.21,59.0,15.0
48.2,67.33,190.0,29.5,6.21,59.0,15.0
46.4,67.12,250.0,29.74,6.21,57.2,14.000000000000002
50.0,72.01,220.0,30.12,6.21,59.0,15.0
53.6,77.14,200.0,30.3,6.21,60.8,16.0
55.4,77.29,120.0,30.3,6.21,62.6,17.0
53.6,87.74,100.0,30.03,6.21,57.2,14.000000000000002
55.4,93.69,80.0,29.74,6.21,57.2,14.000000000000002
53.6,87.74,200.0,29.26,6.21,57.2,14.000000000000002
46.4,76.5,170.0,29.26,6.21,53.6,12.0
44.6,71.45,260.0,29.12,6.21,53.6,12.0
44.6,71.45,270.0,29.59,6.21,53.6,12.0
41.0,71.07,300.0,29.91,6.21,50.0,10.0
44.6,76.34,270.0,29.74,6.21,51.8,10.999999999999998
44.6,87.28,120.0,29.29,6.21,42.94,9.000000000000002
42.8,76.18,270.0,29.18,6.21,50.0,10.0
42.8,66.7,250.0,29.23,6.21,53.6,12.0
48.2,76.66,190.0,29.62,6.21,55.4,13.0
42.8,66.7,260.0,30.03,6.21,53.6,12.0
48.2,81.87,190.0,30.24,6.21,53.6,12.0
53.6,93.65,190.0,29.91,6.21,55.4,13.0
46.4,81.74,210.0,29.77,6.21,51.8,10.999999999999998
42.8,93.35,340.0,29.97,3.73,43.09,7.000000000000001
42.8,76.18,50.0,30.27,6.21,50.0,10.0
41.0,87.09,310.0,30.39,0.93,43.09,7.000000000000001
41.0,87.09,30.0,30.27,6.21,42.13,7.000000000000001
39.2,81.2,30.0,30.15,6.21,40.14,7.000000000000001
35.6,75.5,50.0,30.0,6.21,38.54,5.999999999999998
41.0,81.34,20.0,30.18,6.21,42.87,8.0
35.6,70.48,10.0,30.21,6.21,42.13,7.000000000000001
33.8,70.28,320.0,30.12,6.21,37.94,5.999999999999998
30.2,69.88,340.0,29.83,6.21,36.92,4.000000000000002
32.0,75.16,280.0,29.77,6.21,35.83,4.000000000000002
32.0,75.16,250.0,29.83,6.21,34.2,4.000000000000002
30.2,92.97,50.0,29.74,1.12,28.69,0.0
30.2,86.49,90.0,29.77,6.21,30.75,0.9999999999999984
26.6,74.63,90.0,29.74,6.21,27.7,0.9999999999999984
30.2,86.49,10.0,29.74,6.21,26.97,0.9999999999999984
23.0,59.79,300.0,29.85,6.21,32.8,2.000000000000001
30.2,80.51,290.0,30.09,6.21,32.8,2.000000000000001
33.8,75.33,200.0,30.18,6.21,34.7,5.0
48.2,93.5,180.0,29.77,6.21,50.0,10.0
51.8,87.65,200.0,29.71,6.21,55.4,13.0
51.8,87.65,200.0,29.68,6.21,55.4,13.0
46.4,76.5,220.0,29.68,6.21,53.6,12.0
50.0,87.56,220.0,29.56,6.21,53.6,12.0
