dwpf,relh,drct,sknt,alti,vsby,feel,temp_c
32.0,21.76,360.0,6.0,30.06,6.21,71.46,23.000000000000004
39.2,27.26,0.0,0.0,30.03,6.21,73.7,24.0
46.4,35.94,0.0,0.0,30.0,6.21,74.11,24.0
41.0,31.05,140.0,8.0,30.03,6.21,71.9,23.000000000000004
41.0,27.53,160.0,13.0,30.09,6.21,75.69,25.0
46.4,31.9,160.0,13.0,30.03,3.11,78.8,26.0
44.6,23.59,160.0,10.0,29.91,4.97,83.07,30.0
35.6,12.53,210.0,10.0,29.83,4.35,90.25,35.0
55.4,39.58,50.0,5.0,29.91,0.62,82.4,28.000000000000004
57.2,50.43,100.0,8.0,29.88,6.21,77.0,25.0
64.4,78.04,350.0,8.0,29.94,4.35,71.6,21.999999999999996
35.6,38.85,350.0,15.0,30.18,4.35,60.8,16.0
23.0,20.46,360.0,12.0,30.21,5.59,64.4,18.000000000000004
26.6,25.32,350.0,15.0,30.24,4.97,62.6,17.0
21.2,15.73,340.0,10.0,30.12,4.97,69.8,21.0
19.4,12.14,360.0,8.0,30.09,6.21,72.99,24.0
23.0,11.83,340.0,7.0,30.0,6.21,78.8,26.999999999999996
28.4,13.18,300.0,6.0,29.94,6.21,81.25,29.0
41.0,18.33,260.0,3.0,29.91,6.21,85.82,32.0
32.0,11.48,230.0,9.0,29.88,6.21,88.31,34.0
33.8,13.05,270.0,15.0,29.83,6.21,87.13,33.0
42.8,24.72,120.0,5.0,29.91,4.97,80.39,28.000000000000004
30.2,13.38,250.0,12.0,29.85,4.97,82.64,30.0
23.0,15.03,330.0,14.0,30.12,2.49,71.15,23.000000000000004
26.6,15.48,330.0,7.0,30.09,6.21,75.13,25.0
33.8,18.42,120.0,5.0,30.03,4.97,78.88,26.999999999999996
35.6,17.61,130.0,7.0,29.97,3.73,81.34,29.0
28.4,13.96,90.0,10.0,30.03,4.97,79.94,28.000000000000004
24.8,13.54,100.0,11.0,30.12,3.73,77.02,26.0
33.8,15.48,140.0,7.0,30.03,4.97,82.66,30.0
32.0,12.84,140.0,9.0,30.03,4.35,85.54,32.0
30.2,11.28,170.0,12.0,29.85,2.49,86.71,33.0
33.8,11.04,160.0,13.0,29.83,2.49,91.44,36.0
41.0,17.32,150.0,7.0,29.77,2.49,87.4,33.0
41.0,19.4,350.0,12.0,29.8,0.93,84.3,31.0
37.4,17.85,100.0,6.0,29.83,1.86,82.73,30.0
28.4,9.91,240.0,9.0,29.83,6.21,87.89,34.0
32.0,10.85,240.0,10.0,29.85,6.21,89.71,35.0
28.4,11.09,230.0,10.0,29.85,4.97,85.17,32.0
42.8,22.02,140.0,3.0,29.91,6.21,82.95,30.0
44.6,16.83,210.0,10.0,29.74,2.49,92.79,36.0
39.2,18.09,10.0,9.0,29.88,1.86,84.22,31.0
24.8,14.37,30.0,13.0,29.97,1.24,75.08,25.0
35.6,34.22,350.0,4.0,29.97,3.11,64.4,18.000000000000004
33.8,19.55,70.0,5.0,30.03,6.21,77.3,26.0
59.0,77.6,330.0,7.0,30.15,6.21,66.2,19.0
39.2,20.29,50.0,5.0,30.09,4.97,81.44,29.0
37.4,15.92,150.0,7.0,29.97,3.73,85.67,32.0
33.8,11.67,150.0,8.0,29.91,4.35,89.97,35.0
32.0,10.85,140.0,10.0,29.88,6.21,89.71,35.0
33.8,11.67,140.0,10.0,29.83,5.59,89.97,35.0
42.8,15.71,150.0,8.0,29.85,4.97,92.57,36.0
32.0,10.27,170.0,11.0,29.77,3.73,91.19,36.0
37.4,12.73,190.0,11.0,29.71,4.97,92.04,36.0
32.0,10.27,270.0,9.0,29.77,6.21,91.19,36.0
50.0,21.79,0.0,0.0,29.85,6.21,91.89,35.0
41.0,16.37,150.0,8.0,29.83,6.21,89.03,34.0
44.6,15.93,180.0,10.0,29.74,3.73,94.55,37.0
42.8,14.08,160.0,10.0,29.68,2.49,96.04,38.0
48.2,19.28,290.0,8.0,29.8,3.73,93.36,36.0
46.4,22.53,10.0,5.0,29.97,2.49,86.24,32.0
37.4,13.46,330.0,6.0,29.88,3.11,90.46,35.0
32.0,9.72,290.0,12.0,29.83,3.73,92.69,37.0
37.4,14.23,10.0,7.0,29.97,4.97,88.83,34.0
53.6,18.95,0.0,0.0,29.94,6.21,102.31,40.0
32.0,8.27,210.0,14.0,29.83,5.59,97.28,40.0
37.4,10.25,230.0,13.0,29.8,4.35,98.19,40.0
48.2,16.37,190.0,3.0,29.8,4.35,98.83,39.0
39.2,11.0,160.0,13.0,29.8,4.97,98.56,40.0
33.8,8.42,180.0,11.0,29.8,6.21,99.1,41.0
28.4,6.77,210.0,14.0,29.83,4.97,98.33,41.0
48.2,13.95,350.0,3.0,29.8,6.21,104.23,42.0
35.6,9.54,150.0,11.0,29.68,4.35,97.85,40.0
50.0,18.48,120.0,4.0,29.77,1.24,97.42,38.0
55.4,22.54,140.0,9.0,29.8,6.21,99.06,38.0
55.4,21.36,110.0,5.0,29.85,6.21,101.04,39.0
48.2,15.52,170.0,7.0,29.88,6.21,100.65,40.0
51.8,16.82,320.0,5.0,29.94,1.24,103.57,41.0
42.8,11.37,360.0,11.0,29.83,3.73,102.63,42.0
44.6,12.84,30.0,10.0,29.8,5.59,101.53,41.0
41.0,11.18,300.0,11.0,29.8,6.21,100.56,41.0
41.0,11.79,260.0,11.0,29.83,4.35,98.97,40.0
53.6,20.0,150.0,3.0,29.85,4.97,100.38,39.0
50.0,16.59,240.0,7.0,29.8,3.73,101.14,40.0
48.2,15.52,100.0,6.0,29.74,3.73,100.65,40.0
44.6,12.84,330.0,5.0,29.83,2.49,101.53,41.0
51.8,18.72,0.0,0.0,29.83,6.21,99.8,39.0
51.8,16.82,0.0,0.0,29.83,6.21,103.57,41.0
39.2,10.43,40.0,5.0,29.85,6.21,100.14,41.0
37.4,9.72,90.0,7.0,29.83,6.21,99.76,41.0
42.8,10.78,320.0,6.0,29.77,6.21,104.25,43.0
46.4,11.74,310.0,6.0,29.71,6.21,107.02,44.0
39.2,9.89,60.0,8.0,29.77,1.24,101.73,42.0
39.2,9.89,50.0,8.0,29.8,3.73,101.73,42.0
48.2,13.95,50.0,2.0,29.77,4.97,104.23,42.0
51.8,15.13,160.0,3.0,29.77,3.73,107.25,43.0
51.8,13.64,330.0,4.0,29.8,3.73,110.79,45.0
44.6,10.41,330.0,6.0,29.77,6.21,108.13,45.0
44.6,10.96,340.0,5.0,29.68,5.59,106.44,44.0
35.6,8.14,310.0,12.0,29.62,6.21,102.57,43.0
42.8,10.78,340.0,12.0,29.68,4.97,104.25,43.0
42.8,11.98,30.0,5.0,29.68,4.35,101.02,41.0
41.0,11.18,190.0,7.0,29.68,4.97,100.56,41.0
35.6,9.54,340.0,10.0,29.8,4.97,97.85,40.0
33.8,9.37,340.0,15.0,29.83,6.21,96.01,39.0
35.6,9.54,350.0,20.0,29.8,3.73,97.85,40.0
30.2,7.29,10.0,18.0,29.71,1.24,98.56,41.0
23.0,5.13,340.0,18.0,29.74,1.86,99.25,42.0
28.4,6.42,0.0,0.0,29.71,3.11,99.86,42.0
35.6,7.73,320.0,11.0,29.68,4.35,104.21,44.0
32.0,7.05,330.0,12.0,29.74,6.21,101.93,43.0
39.2,9.38,320.0,12.0,29.65,4.35,103.33,43.0
32.0,7.84,340.0,11.0,29.65,4.97,98.82,41.0
30.2,7.29,340.0,9.0,29.65,6.21,98.56,41.0
32.0,7.43,310.0,10.0,29.62,6.21,100.37,42.0
30.2,6.56,340.0,13.0,29.62,6.21,101.66,43.0
39.2,8.9,210.0,6.0,29.62,6.21,104.98,44.0
33.8,7.19,250.0,11.0,29.59,6.21,103.88,44.0
33.8,8.42,110.0,10.0,29.65,6.21,99.1,41.0
35.6,8.58,330.0,8.0,29.68,4.97,100.98,42.0
33.8,8.42,320.0,13.0,29.71,2.49,99.1,41.0
33.8,8.42,10.0,12.0,29.71,4.97,99.1,41.0
37.4,9.21,310.0,9.0,29.68,6.21,101.34,42.0
35.6,8.58,320.0,8.0,29.74,5.59,100.98,42.0
50.0,15.73,40.0,3.0,29.74,6.21,102.98,41.0
42.8,11.98,90.0,5.0,29.68,6.21,101.02,41.0
24.8,5.53,340.0,11.0,29.68,6.21,99.43,42.0
28.4,6.42,50.0,12.0,29.74,3.73,99.86,42.0
35.6,7.34,330.0,11.0,29.71,4.35,105.91,45.0
26.6,5.37,360.0,17.0,29.59,1.24,102.8,44.0
24.8,4.98,350.0,19.0,29.59,3.73,102.58,44.0
44.6,10.96,50.0,8.0,29.56,4.35,106.44,44.0
39.2,8.9,40.0,10.0,29.62,6.21,104.98,44.0
30.2,5.91,40.0,13.0,29.62,4.97,104.98,45.0
32.0,6.03,330.0,12.0,29.59,4.97,106.57,46.0
33.8,7.19,20.0,12.0,29.59,6.21,103.88,44.0
51.8,14.36,240.0,4.0,29.53,6.21,109.04,44.0
35.6,8.14,130.0,6.0,29.53,6.21,102.57,43.0
33.8,7.99,140.0,8.0,29.59,4.97,100.66,42.0
28.4,6.09,320.0,19.0,29.56,3.73,101.4,43.0
32.0,7.05,280.0,13.0,29.62,6.21,101.93,43.0
23.0,4.87,300.0,5.0,29.62,6.21,100.77,43.0
35.6,8.58,330.0,9.0,29.62,6.21,100.98,42.0
30.2,6.56,360.0,12.0,29.59,6.21,101.66,43.0
33.8,7.99,30.0,15.0,29.68,3.11,100.66,42.0
37.4,9.21,70.0,9.0,29.74,6.21,101.34,42.0
37.4,7.88,360.0,12.0,29.68,4.35,106.28,45.0
30.2,6.56,20.0,14.0,29.62,3.11,101.66,43.0
35.6,8.14,80.0,5.0,29.62,1.86,102.57,43.0
55.4,17.27,350.0,4.0,29.65,6.21,109.4,43.0
44.6,11.55,80.0,5.0,29.65,6.21,104.78,43.0
33.8,6.83,360.0,7.0,29.59,6.21,105.58,45.0
37.4,7.88,10.0,8.0,29.59,6.21,106.28,45.0
37.4,7.88,340.0,15.0,29.59,6.21,106.28,45.0
28.4,5.21,330.0,10.0,29.53,6.21,105.98,46.0
37.4,8.3,30.0,13.0,29.59,4.97,104.58,44.0
35.6,7.73,330.0,16.0,29.59,6.21,104.21,44.0
32.0,7.05,30.0,14.0,29.59,6.21,101.93,43.0
33.8,7.19,350.0,11.0,29.62,4.97,103.88,44.0
41.0,9.55,330.0,15.0,29.62,6.21,105.43,44.0
35.6,8.14,350.0,6.0,29.62,4.97,102.57,43.0
51.8,15.13,110.0,3.0,29.59,5.59,107.25,43.0
44.6,11.55,110.0,4.0,29.56,6.21,104.78,43.0
37.4,8.3,180.0,6.0,29.53,6.21,104.58,44.0
35.6,8.14,160.0,8.0,29.68,6.21,102.57,43.0
35.6,8.14,160.0,5.0,29.71,6.21,102.57,43.0
46.4,13.75,140.0,3.0,29.68,4.35,101.97,41.0
44.6,12.18,60.0,4.0,29.65,4.97,103.15,42.0
51.8,15.95,310.0,3.0,29.68,6.21,105.43,42.0
30.2,6.91,330.0,10.0,29.68,6.21,100.1,42.0
33.8,8.42,40.0,6.0,29.71,6.21,99.1,41.0
42.8,11.37,360.0,5.0,29.71,6.21,102.63,42.0
39.2,9.38,360.0,6.0,29.74,6.21,103.33,43.0
39.2,9.38,360.0,10.0,29.77,6.21,103.33,43.0
39.2,9.38,350.0,12.0,29.68,6.21,103.33,43.0
32.0,7.84,20.0,12.0,29.71,6.21,98.82,41.0
21.2,4.76,50.0,12.0,29.71,6.21,99.08,42.0
37.4,8.74,60.0,10.0,29.77,6.21,102.93,43.0
41.0,10.06,360.0,7.0,29.71,6.21,103.77,43.0
51.8,15.95,350.0,3.0,29.74,6.21,105.43,42.0
35.6,8.14,320.0,10.0,29.71,6.21,102.57,43.0
39.2,10.43,280.0,9.0,29.71,6.21,100.14,41.0
44.6,12.84,20.0,12.0,29.65,6.21,101.53,41.0
37.4,9.72,350.0,4.0,29.68,6.21,99.76,41.0
46.4,14.5,150.0,5.0,29.71,6.21,100.21,40.0
44.6,13.54,20.0,6.0,29.77,6.21,99.82,40.0
42.8,11.98,340.0,6.0,29.8,6.21,101.02,41.0
32.0,7.43,350.0,3.0,29.71,6.21,100.37,42.0
42.8,10.78,320.0,6.0,29.71,6.21,104.25,43.0
33.8,7.99,150.0,5.0,29.62,6.21,100.66,42.0
37.4,10.25,110.0,5.0,29.74,6.21,98.19,40.0
37.4,9.21,300.0,10.0,29.74,6.21,101.34,42.0
44.6,13.54,100.0,5.0,29.8,6.21,99.82,40.0
48.2,15.52,210.0,3.0,29.74,6.21,100.65,40.0
41.0,12.44,330.0,6.0,29.77,6.21,97.39,39.0
33.8,9.37,10.0,10.0,29.77,6.21,96.01,39.0
35.6,10.63,20.0,13.0,29.8,6.21,94.76,38.0
33.8,9.37,30.0,13.0,29.77,6.21,96.01,39.0
35.6,9.54,10.0,12.0,29.77,6.21,97.85,40.0
39.2,10.43,310.0,10.0,29.8,6.21,100.14,41.0
41.0,11.18,300.0,6.0,29.83,6.21,100.56,41.0
30.2,6.91,340.0,7.0,29.83,6.21,100.1,42.0
51.8,18.72,140.0,4.0,29.8,6.21,99.8,39.0
50.0,19.52,90.0,7.0,29.8,6.21,95.56,37.0
42.8,13.34,190.0,8.0,29.8,6.21,97.76,39.0
48.2,14.71,210.0,4.0,29.83,6.21,102.45,41.0
41.0,11.79,150.0,6.0,29.85,6.21,98.97,40.0
28.4,7.14,160.0,7.0,29.91,4.97,96.81,40.0
48.2,15.52,80.0,4.0,29.88,6.21,100.65,40.0
44.6,13.54,90.0,5.0,29.88,6.21,99.82,40.0
33.8,9.37,80.0,6.0,29.88,6.21,96.01,39.0
37.4,10.81,180.0,6.0,29.88,6.21,96.63,39.0
44.6,13.54,70.0,3.0,29.85,6.21,99.82,40.0
32.0,8.27,300.0,5.0,29.88,6.21,97.28,40.0
39.2,12.94,60.0,5.0,29.91,6.21,93.89,37.0
41.0,13.87,0.0,0.0,29.94,6.21,94.09,37.0
39.2,14.44,50.0,8.0,29.94,6.21,90.57,35.0
35.6,13.25,20.0,9.0,30.03,6.21,88.76,34.0
41.0,16.37,320.0,3.0,30.03,6.21,89.03,34.0
28.4,9.38,60.0,4.0,29.97,6.21,89.27,35.0
21.2,6.57,120.0,4.0,29.97,6.21,90.11,36.0
35.6,13.25,30.0,10.0,29.97,6.21,88.76,34.0
35.6,14.02,30.0,6.0,29.97,6.21,87.17,33.0
37.4,14.23,330.0,4.0,29.97,6.21,88.83,34.0
57.2,28.37,0.0,0.0,29.94,6.21,93.82,35.0
51.8,24.63,260.0,3.0,30.0,6.21,90.45,34.0
51.8,24.63,200.0,3.0,29.97,6.21,90.45,34.0
41.0,16.37,140.0,8.0,30.0,6.21,89.03,34.0
33.8,12.34,130.0,5.0,29.97,6.21,88.55,34.0
30.2,10.09,180.0,3.0,30.03,6.21,89.48,35.0
44.6,17.78,260.0,4.0,30.03,6.21,91.06,35.0
24.8,7.65,0.0,0.0,29.94,6.21,90.4,36.0
35.6,18.67,40.0,7.0,30.0,6.21,80.08,28.000000000000004
24.8,10.12,360.0,5.0,30.0,6.21,83.56,31.0
26.6,10.91,140.0,3.0,30.0,6.21,83.69,31.0
28.4,9.91,230.0,5.0,30.0,6.21,87.89,34.0
48.2,20.38,0.0,0.0,29.94,6.21,91.56,35.0
28.4,9.91,150.0,7.0,29.91,6.21,87.89,34.0
39.2,16.15,180.0,6.0,29.91,6.21,87.3,33.0
35.6,14.02,170.0,6.0,29.94,6.21,87.17,33.0
32.0,12.14,200.0,10.0,29.85,4.35,86.91,33.0
39.2,17.09,0.0,0.0,29.85,6.21,85.73,32.0
44.6,24.99,140.0,6.0,29.88,6.21,81.73,29.0
41.0,19.4,180.0,12.0,29.85,4.97,84.3,31.0
51.8,39.02,70.0,6.0,29.94,6.21,78.8,26.0
33.8,19.55,150.0,8.0,29.94,6.21,77.3,26.0
42.8,23.33,170.0,13.0,29.94,4.97,81.61,29.0
42.8,20.79,170.0,7.0,29.97,6.21,84.4,31.0
48.2,25.52,190.0,12.0,29.91,6.21,84.87,31.0
35.6,22.28,350.0,11.0,30.0,6.21,75.45,25.0
33.8,23.39,330.0,10.0,30.09,6.21,71.54,23.000000000000004
30.2,20.23,330.0,8.0,30.12,6.21,71.39,23.000000000000004
23.0,15.97,0.0,0.0,30.12,6.21,69.21,21.999999999999996
28.4,14.81,60.0,4.0,30.09,6.21,78.72,26.999999999999996
33.8,17.38,200.0,6.0,29.94,6.21,80.03,28.000000000000004
33.8,15.48,170.0,7.0,29.97,6.21,82.66,30.0
37.4,17.85,180.0,6.0,29.97,6.21,82.73,30.0
46.4,23.85,160.0,10.0,29.97,6.21,84.68,31.0
50.0,24.37,180.0,7.0,29.94,6.21,88.36,33.0
41.0,24.46,40.0,3.0,30.03,4.97,79.2,26.999999999999996
35.6,18.67,170.0,10.0,29.97,6.21,80.08,28.000000000000004
42.8,23.33,160.0,15.0,29.94,4.35,81.61,29.0
42.8,22.02,210.0,9.0,29.91,6.21,82.95,30.0
51.8,41.42,80.0,8.0,29.97,6.21,77.0,25.0
57.2,87.92,20.0,9.0,30.0,1.86,60.8,16.0
32.0,26.15,350.0,12.0,30.12,6.21,68.0,20.0
30.2,24.32,330.0,8.0,30.06,6.21,68.0,20.0
35.6,28.39,160.0,6.0,30.0,6.21,69.8,21.0
33.8,26.43,150.0,7.0,29.94,6.21,69.8,21.0
48.2,63.15,50.0,8.0,30.09,6.21,60.8,16.0
48.2,52.25,120.0,8.0,30.0,6.21,66.2,19.0
32.0,43.61,80.0,9.0,30.0,6.21,53.6,12.0
32.0,40.84,320.0,13.0,30.12,6.21,55.4,13.0
30.2,29.35,360.0,5.0,30.12,6.21,62.6,17.0
33.8,31.85,0.0,0.0,30.18,6.21,64.4,18.000000000000004
32.0,29.63,30.0,6.0,30.12,6.21,64.4,18.000000000000004
21.2,21.53,20.0,10.0,30.21,6.21,60.8,16.0
17.6,17.32,340.0,9.0,30.18,6.21,62.6,17.0
19.4,15.5,0.0,0.0,30.12,6.21,68.0,20.0
17.6,14.35,360.0,6.0,30.15,6.21,68.0,20.0
15.8,12.48,80.0,3.0,30.12,6.21,69.8,21.0
32.0,21.76,180.0,5.0,30.09,6.21,71.46,23.000000000000004
35.6,25.13,220.0,3.0,30.12,6.21,71.62,23.000000000000004
30.2,27.55,30.0,10.0,30.21,4.35,64.4,18.000000000000004
26.6,22.33,340.0,10.0,30.21,6.21,66.2,19.0
24.8,20.72,350.0,6.0,30.21,6.21,66.2,19.0
33.8,22.02,360.0,5.0,30.18,6.21,73.46,24.0
6.8,7.87,170.0,5.0,30.12,6.21,68.83,21.999999999999996
24.8,15.25,220.0,6.0,29.97,6.21,75.2,24.0
28.4,18.8,320.0,6.0,30.06,6.21,71.32,23.000000000000004
39.2,37.03,60.0,8.0,30.18,6.21,66.2,19.0
32.0,26.15,0.0,0.0,30.21,6.21,68.0,20.0
28.4,24.04,10.0,7.0,30.18,6.21,66.2,19.0
19.4,16.5,140.0,5.0,30.18,6.21,66.2,19.0
44.6,42.85,170.0,8.0,30.12,6.21,68.0,20.0
37.4,26.98,210.0,8.0,30.03,6.21,71.71,23.000000000000004
32.0,17.14,320.0,4.0,29.97,6.21,78.82,26.999999999999996
41.0,23.07,320.0,6.0,30.0,6.21,80.29,28.000000000000004
33.8,28.11,10.0,10.0,30.18,6.21,68.0,20.0
30.2,27.55,20.0,7.0,30.21,6.21,64.4,18.000000000000004
32.0,31.56,320.0,5.0,30.18,6.21,62.6,17.0
39.2,37.03,0.0,0.0,30.18,6.21,66.2,19.0
24.8,22.06,140.0,6.0,30.18,6.21,64.4,18.000000000000004
26.6,20.98,160.0,12.0,30.15,4.97,68.0,20.0
30.2,15.94,240.0,11.0,30.0,6.21,78.77,26.999999999999996
41.0,24.46,340.0,10.0,29.94,6.21,79.2,26.999999999999996
28.4,24.04,40.0,9.0,30.09,6.21,66.2,19.0
35.6,36.45,10.0,7.0,30.12,6.21,62.6,17.0
33.8,29.92,150.0,6.0,30.09,6.21,66.2,19.0
35.6,23.66,180.0,8.0,30.0,6.21,73.53,24.0
39.2,27.26,0.0,0.0,30.03,6.21,73.7,24.0
35.6,21.0,170.0,10.0,30.0,6.21,77.37,26.0
35.6,22.28,340.0,5.0,30.03,3.73,75.45,25.0
46.4,43.13,60.0,8.0,30.09,5.59,69.8,21.0
66.2,69.33,90.0,11.0,30.0,6.21,77.0,25.0
30.2,22.86,350.0,10.0,30.03,1.86,69.8,21.0
41.0,25.95,250.0,8.0,29.91,5.59,77.6,26.0
26.6,25.32,350.0,9.0,30.15,4.97,62.6,17.0
28.4,29.06,330.0,6.0,30.18,6.21,60.8,16.0
24.8,22.06,160.0,5.0,30.03,6.21,64.4,18.000000000000004
24.8,16.2,210.0,10.0,29.97,6.21,71.2,23.000000000000004
26.6,18.55,300.0,4.0,30.03,6.21,69.33,21.999999999999996
28.4,18.8,170.0,9.0,29.94,6.21,71.32,23.000000000000004
32.0,29.63,30.0,10.0,29.94,6.21,64.4,18.000000000000004
14.0,19.16,340.0,6.0,30.18,6.21,55.4,13.0
28.4,33.05,0.0,0.0,30.06,6.21,57.2,14.000000000000002
19.4,18.71,330.0,17.0,30.03,0.43,62.6,17.0
15.8,16.02,300.0,5.0,30.18,6.21,62.6,17.0
17.6,16.26,70.0,2.0,30.09,6.21,64.4,18.000000000000004
15.8,11.74,180.0,6.0,30.09,6.21,69.01,21.999999999999996
19.4,11.44,220.0,5.0,30.0,6.21,74.94,25.0
28.4,16.67,340.0,8.0,29.97,6.21,75.18,25.0
28.4,24.04,40.0,8.0,30.06,3.11,66.2,19.0
32.0,27.83,140.0,8.0,30.06,4.97,66.2,19.0
35.6,21.0,160.0,13.0,29.91,1.86,77.37,26.0
33.8,15.48,210.0,8.0,29.77,4.97,82.66,30.0
33.8,31.85,340.0,20.0,29.94,0.12,64.4,18.000000000000004
23.0,23.23,10.0,10.0,30.3,4.35,60.8,16.0
5.0,9.9,30.0,7.0,30.21,6.21,62.6,17.0
3.2,8.55,60.0,5.0,30.18,6.21,64.4,18.000000000000004
14.0,13.06,150.0,6.0,30.15,6.21,66.2,19.0
32.0,26.15,160.0,10.0,30.12,4.35,68.0,20.0
30.2,16.9,190.0,8.0,30.0,4.35,77.17,26.0
32.0,16.17,190.0,10.0,29.97,6.21,80.0,28.000000000000004
32.0,14.4,240.0,12.0,29.94,4.97,82.64,30.0
26.6,19.72,30.0,10.0,30.09,2.49,69.8,21.0
30.2,27.55,20.0,9.0,30.18,4.97,64.4,18.000000000000004
19.4,14.57,100.0,3.0,30.09,4.97,69.8,21.0
24.8,13.54,180.0,8.0,30.06,2.49,77.02,26.0
30.2,14.18,210.0,10.0,29.94,5.59,81.26,29.0
28.4,11.74,240.0,15.0,29.71,1.86,83.84,31.0
42.8,27.81,30.0,5.0,29.74,4.97,77.69,26.0
15.8,9.23,270.0,10.0,29.85,6.21,76.81,26.0
26.6,22.33,50.0,6.0,30.09,1.86,66.2,19.0
26.6,23.77,20.0,10.0,30.18,6.21,64.4,18.000000000000004
23.0,21.79,350.0,11.0,30.21,6.21,62.6,17.0
10.4,11.86,330.0,6.0,30.15,6.21,64.4,18.000000000000004
19.4,16.5,150.0,6.0,30.06,6.21,66.2,19.0
23.0,11.83,220.0,6.0,29.83,3.73,78.8,26.999999999999996
24.8,11.35,220.0,17.0,29.59,0.62,81.0,29.0
30.2,25.88,330.0,9.0,29.97,4.97,66.2,19.0
41.0,35.09,0.0,0.0,30.03,6.21,69.8,21.0
30.2,16.9,210.0,8.0,29.88,2.49,77.17,26.0
24.8,11.35,270.0,6.0,29.77,6.21,81.0,29.0
19.4,10.78,330.0,6.0,29.83,4.97,76.89,26.0
12.2,7.01,270.0,11.0,29.77,5.59,79.13,28.000000000000004
23.0,20.46,340.0,15.0,30.0,1.86,64.4,18.000000000000004
28.4,25.6,20.0,3.0,30.09,6.21,64.4,18.000000000000004
17.6,11.24,300.0,4.0,30.09,4.97,72.95,24.0
28.4,22.59,150.0,6.0,30.15,4.97,68.0,20.0
35.6,23.66,60.0,6.0,30.12,4.97,73.53,24.0
28.4,15.71,190.0,7.0,30.06,6.21,77.12,26.0
28.4,14.81,150.0,6.0,30.03,6.21,78.72,26.999999999999996
30.2,17.94,50.0,7.0,30.06,6.21,75.24,25.0
19.4,10.78,140.0,4.0,30.03,6.21,76.89,26.0
24.8,10.72,160.0,8.0,30.0,4.97,82.26,30.0
19.4,7.19,200.0,10.0,30.0,4.97,85.86,33.0
21.2,7.34,220.0,9.0,29.97,6.21,87.29,34.0
32.0,10.85,340.0,15.0,29.88,3.73,89.71,35.0
35.6,19.79,150.0,6.0,29.94,1.24,78.94,26.999999999999996
26.6,12.97,360.0,8.0,29.94,3.11,79.92,28.000000000000004
1.4,8.93,330.0,19.0,30.27,0.5,60.8,16.0
1.4,7.87,340.0,7.0,30.27,0.93,64.4,18.000000000000004
3.2,7.1,110.0,4.0,30.15,4.97,69.8,21.0
44.6,40.29,330.0,10.0,30.0,0.93,69.8,21.0
35.6,23.66,120.0,8.0,29.97,1.24,73.53,24.0
30.2,17.94,120.0,11.0,30.0,3.11,75.24,25.0
44.6,33.57,90.0,13.0,30.06,3.73,74.0,24.0
30.2,16.9,90.0,13.0,30.03,3.11,77.17,26.0
48.2,34.13,160.0,8.0,29.97,4.97,78.8,26.0
48.2,25.52,160.0,10.0,29.8,3.11,84.87,31.0
44.6,22.27,10.0,8.0,29.85,3.73,84.53,31.0
46.4,22.53,10.0,5.0,29.85,4.35,86.24,32.0
28.4,13.18,270.0,13.0,29.91,3.73,81.25,29.0
33.8,19.55,10.0,9.0,30.0,1.55,77.3,26.0
32.0,23.13,130.0,10.0,30.06,4.35,69.55,21.999999999999996
44.6,23.59,180.0,12.0,29.91,4.35,83.07,30.0
46.4,20.13,160.0,5.0,29.94,6.21,89.55,34.0
41.0,17.32,130.0,6.0,29.94,6.21,87.4,33.0
39.2,19.15,120.0,10.0,30.03,5.59,82.79,30.0
46.4,26.76,140.0,7.0,29.97,4.97,81.87,29.0
42.8,26.22,180.0,8.0,29.97,2.49,79.3,26.999999999999996
46.4,23.85,200.0,6.0,29.83,6.21,84.68,31.0
46.4,22.53,180.0,10.0,29.85,4.97,86.24,32.0
46.4,23.85,170.0,7.0,29.85,4.97,84.68,31.0
51.8,23.3,280.0,4.0,29.8,4.35,92.26,35.0
46.4,23.85,300.0,13.0,29.8,2.49,84.68,31.0
48.2,24.11,250.0,16.0,29.71,6.21,86.44,32.0
37.4,20.04,300.0,6.0,29.88,6.21,80.14,28.000000000000004
50.0,30.62,160.0,12.0,29.91,3.11,82.24,29.0
53.6,27.83,200.0,6.0,29.83,3.11,89.08,33.0
50.0,24.37,290.0,7.0,29.8,6.21,88.36,33.0
39.2,17.09,330.0,6.0,29.85,1.24,85.73,32.0
26.6,9.21,230.0,3.0,29.77,4.35,87.72,34.0
35.6,16.63,10.0,8.0,29.91,0.62,82.69,30.0
37.4,15.92,150.0,6.0,29.94,0.93,85.67,32.0
35.6,16.63,160.0,10.0,29.88,3.11,82.69,30.0
44.6,21.04,150.0,7.0,29.8,3.11,86.07,32.0
59.0,40.14,90.0,3.0,29.88,4.35,85.47,30.0
41.0,18.33,110.0,6.0,29.94,6.21,85.82,32.0
39.2,14.44,180.0,8.0,29.88,6.21,90.57,35.0
26.6,8.71,180.0,16.0,29.88,4.35,89.08,35.0
33.8,9.9,200.0,9.0,29.85,4.97,94.47,38.0
39.2,11.6,190.0,10.0,29.83,6.21,96.99,39.0
46.4,18.02,70.0,5.0,29.85,2.49,93.05,36.0
41.0,13.14,170.0,10.0,29.77,2.49,95.79,38.0
37.4,10.81,180.0,11.0,29.83,4.97,96.63,39.0
28.4,7.53,170.0,15.0,29.85,6.21,95.28,39.0
30.2,7.68,230.0,11.0,29.8,4.97,97.03,40.0
