relh,drct,sknt,alti,vsby,dewpoint_c,feel_c,temp_c
42,190,15,29.97,6.21,4,17,17
22.95,230,19,29.94,1.24,-6,15,15
40.54,260,15,30.06,1.24,-1,12,12
76.34,270,5,30.3,6.21,7,11,11
54.07,270,10,30.27,6.21,3,12,12
50.64,200,9,30.21,6.21,3,13,13
55.12,240,1,30.24,3.73,7,16,16
39.43,290,1,30.24,6.21,4,18,18
42.57,220,9,30.06,6.21,6,19,19
26.7,230,13,30.09,6.21,-4,15,15
45.04,310,6,30.09,6.21,5,17,17
51.72,240,9,30.12,6.21,7,17,17
48.28,270,5,30.15,6.21,6,17,17
48.55,50,8,30.27,6.21,7,18,18
34.51,50,7,30.18,6.21,3,19,19
33,320,3,30.09,2.49,5,21.11666667,22
10.59,180,10,30.09,6.21,-8,23.83333333,25
11.64,40,9,30.09,6.21,-6,24.96111111,26
10.59,0,0,29.91,1.24,-8,23.83333333,25
45.88,360,4,29.94,3.73,8,20,20
43.13,10,7,30,3.73,8,21,21
59.74,30,10,30.06,6.21,11,19,19
43.42,0,0,29.91,3.73,9,21.38888889,22
22.06,250,7,30,6.21,-4,18,18
24.04,240,6,29.91,6.21,-2,19,19
25.88,240,9,30.03,6.21,-1,19,19
20.98,0,0,30.09,6.21,-3,20,20
11.24,0,0,30,6.21,-8,22.75,24
13.11,200,4,29.88,3.73,-6,22.8,24
43.42,0,0,30.03,3.73,9,21.38888889,22
40,40,6,30.09,6.21,6,20,20
37.61,70,10,30.03,6.21,6,21,21
6.1,190,10,29.88,6.21,-12,26.83888889,29
49.9,280,4,29.85,2.49,12,23,23
42.57,310,5,29.88,6.21,6,19,19
26.15,220,8,29.77,6.21,0,20,20
23.77,210,28,29.71,0.5,-3,18,18
35.28,230,22,29.85,0.43,-2,13,13
28.77,220,9,30.03,6.21,-3,15,15
38.85,240,9,30.06,6.21,2,16,16
25.6,230,1,29.97,3.73,-2,18,18
27.27,80,8,29.94,4.97,-2,17,17
36.74,320,4,30,6.21,3,18,18
32.14,0,0,30.03,6.21,2,19,19
51.45,300,3,30.15,6.21,6,16,16
76.18,0,0,30.12,6.21,6,10,10
47.72,280,13,29.91,6.21,4,15,15
62.92,270,7,30.03,6.21,8,15,15
39.43,0,0,30.09,6.21,4,18,18
32.43,50,4,29.97,6.21,3,20,20
55.88,260,5,29.83,6.21,10,19,19
40.29,290,4,30.03,6.21,7,21,21
27.26,70,7,29.94,6.21,4,23.16666667,24
14.18,210,8,29.85,6.21,-1,27.36666667,29
28.39,0,0,30.09,6.21,2,21,21
34.8,350,5,30.06,6.21,4,20,20
28.68,320,5,30.09,6.21,3,21.00555556,22
30.77,260,5,30.15,6.21,4,21.06111111,22
40.29,350,6,30.12,6.21,7,21,21
46.16,20,9,30.09,6.21,9,21,21
30.07,40,7,29.97,6.21,8,26.42222222,27
30.07,240,6,29.88,3.73,8,26.42222222,27
12.44,0,0,29.94,6.21,-2,28.07777778,30
64.48,320,4,30.03,1.86,15,22,22
53.55,40,9,30,3.73,14,24,24
53.03,20,16,29.94,6.21,12,22,22
21.5,270,7,29.97,6.21,-1,20.81666667,22
28.68,340,6,30.06,6.21,3,21.00555556,22
28.96,290,7,30.06,6.21,4,22.11111111,23
32.43,360,8,30.15,6.21,3,20,20
45.88,360,8,30.06,6.21,8,20,20
37.61,350,7,30,6.21,6,21,21
37.61,20,5,30,6.21,6,21,21
43.13,320,5,30.03,6.21,8,21,21
34.8,360,4,30.03,6.21,4,20,20
32.72,300,7,30.06,6.21,4,21,21
32.43,10,4,30.12,6.21,3,20,20
15.03,30,7,30.03,6.21,-5,21.75,23
23.07,40,9,29.91,6.21,5,26.82777778,28
23.07,30,9,29.91,6.21,5,26.82777778,28
20.04,50,10,29.97,6.21,3,26.74444444,28
20.38,270,3,29.68,1.86,9,33.08888889,35
23.07,0,0,29.83,3.73,5,26.82777778,28
31.62,230,6,29.85,6.21,7,24.38333333,25
31.34,270,11,29.97,6.21,6,23.27222222,24
15.71,210,11,29.85,2.49,-2,25.06666667,26
40.85,300,2,30,6.21,9,22.42222222,23
26.22,210,4,29.94,6.21,6,26.27777778,27
34.13,260,6,29.8,6.21,9,26,26
38.18,340,4,29.94,6.21,8,22.35,23
31.62,350,7,29.97,6.21,7,24.38333333,25
26.22,10,6,29.94,6.21,6,26.27777778,27
11.67,230,7,29.85,6.21,1,32.20555556,35
8.56,210,15,29.71,2.49,-1,34.43333333,38
23.13,260,8,29.88,6.21,0,20.86111111,22
29.92,260,13,29.94,6.21,1,19,19
31.28,270,14,29.97,6.21,-1,16,16
30.49,280,11,30.15,6.21,3,21,21
28.96,300,7,30.15,6.21,4,22.11111111,23
30.77,0,0,30.03,6.21,4,21.06111111,22
25.13,320,7,29.97,6.21,2,22.01111111,23
31.34,280,5,30.15,6.21,6,23.27222222,24
22.02,320,8,30.27,6.21,1,23.03333333,24
22.54,340,9,30.21,6.21,3,25.24444444,26
14.4,360,5,30,6.21,0,28.13333333,30
8.08,280,7,29.88,6.21,-4,31.61666667,35
26.49,280,6,29.91,6.21,7,26.94444444,28
34.13,300,5,29.88,6.21,9,26,26
23.13,310,10,30.09,6.21,0,20.86111111,22
23.13,30,2,30.18,6.21,0,20.86111111,22
19.3,30,10,30.06,6.21,0,24.06111111,25
16.63,40,4,29.88,6.21,2,28.16111111,30
7.8,200,14,29.8,6.21,-3,33.37222222,37
17.32,0,0,29.91,1.86,5,30.77777778,33
13.66,310,4,29.91,3.73,4,33.46111111,36
23.33,330,3,29.97,6.21,6,27.56111111,29
26.76,320,5,29.97,6.21,8,27.70555556,29
26.49,30,4,29.94,6.21,7,26.94444444,28
26.49,340,5,29.88,6.21,7,26.94444444,28
32.46,300,4,29.85,6.21,10,27.21666667,28
28.63,330,5,29.8,6.21,9,27.8,29
28.63,70,7,29.77,6.21,9,27.8,29
18.09,10,7,29.8,6.21,4,29.01111111,31
21.29,300,4,29.83,6.21,8,31.03333333,33
17.55,230,11,29.71,6.21,6,31.76111111,34
28.9,270,5,29.77,2.49,10,28.67777778,30
32.73,50,13,29.71,6.21,11,28.04444444,29
22.02,220,8,29.85,6.21,6,28.30555556,30
17.38,240,12,29.88,2.49,1,26.68333333,28
32.18,310,5,29.97,6.21,9,27,27
22.02,360,2,30.09,6.21,6,28.30555556,30
19.15,30,8,30.09,6.21,4,28.21666667,30
29.45,30,8,29.88,6.21,12,30.75555556,32
19.28,300,6,29.77,6.21,9,34.08888889,36
11.23,310,8,29.77,6.21,2,34.01666667,37
13.46,340,6,29.85,6.21,3,32.47777778,35
32.73,300,4,29.91,6.21,11,28.04444444,29
31.17,320,6,29.91,6.21,12,29.84444444,31
20.38,300,5,29.88,6.21,9,33.08888889,35
10.07,300,3,29.88,6.21,2,35.72222222,39
17.51,0,0,29.8,6.21,10,37.37777778,39
14.08,0,0,29.85,6.21,6,35.57777778,38
6.83,210,13,29.62,3.73,1,40.87777778,45
17.09,40,4,29.74,3.73,4,29.85,32
28.36,290,8,29.88,6.21,8,27.02222222,28
30.35,280,7,29.91,6.21,9,27.11111111,28
26.76,330,8,29.91,6.21,8,27.70555556,29
26.76,0,0,29.83,6.21,8,27.70555556,29
24.11,350,2,29.88,6.21,9,30.24444444,32
21.04,310,3,29.94,6.21,7,30.03888889,32
24.99,320,6,29.94,6.21,7,27.62777778,29
27.29,320,6,29.88,6.21,10,29.50555556,31
39.86,320,3,29.94,6.21,14,29,29
16.6,20,5,29.91,6.21,6,32.7,35
12.84,190,19,29.71,1.24,7,38.62777778,41
31.45,350,9,29.91,6.21,13,30.98888889,32
27.29,340,6,29.91,6.21,10,29.50555556,31
33.01,290,5,29.88,6.21,12,28.98888889,30
35.25,10,6,29.91,6.21,13,29.18888889,30
35.53,300,7,29.88,6.21,14,30.32222222,31
37.9,320,9,29.85,6.21,15,31,31
27.83,350,5,29.83,6.21,12,31.71111111,33
31.99,340,10,29.77,6.21,15,34,34
23.55,310,10,29.71,6.21,12,34.77222222,36
15.3,350,3,29.71,6.21,8,36.90555556,39
29.72,260,13,29.77,6.21,13,31.96111111,33
33.29,290,6,29.83,6.21,13,30.06111111,31
35.53,330,2,29.83,6.21,14,30.32222222,31
29.45,340,6,29.85,6.21,12,30.75555556,32
40.41,270,6,29.85,6.21,16,30.97222222,31
35.25,320,8,29.91,6.21,13,29.18888889,30
35.53,300,7,29.85,6.21,14,30.32222222,31
26.05,330,10,29.83,6.21,11,31.49444444,33
10.81,240,17,29.59,1.24,3,35.90555556,39
29.45,280,1,29.83,6.21,12,30.75555556,32
33.29,310,5,29.91,6.21,13,30.06111111,31
30.9,340,5,29.94,6.21,11,28.81666667,30
35.53,350,8,29.88,6.21,14,30.32222222,31
31.17,340,9,29.88,6.21,12,29.84444444,31
35.81,330,9,29.91,6.21,15,32,32
33.84,290,2,29.85,6.21,15,33,33
38.45,330,8,29.85,6.21,17,33,33
33.56,330,8,29.88,6.21,14,31.26666667,32
27.83,300,4,29.83,6.21,12,31.71111111,33
21.54,320,3,29.8,6.21,9,32.11111111,34
27.83,280,6,29.83,6.21,12,31.71111111,33
27.56,340,7,29.83,6.21,11,30.55555556,32
23.04,310,6,29.83,6.21,10,32.27777778,34
43.61,280,5,29.71,6.21,19,34.60555556,33
41.23,310,5,29.74,6.21,19,35.75,34
30.26,310,5,29.74,6.21,15,35,35
24.89,310,4,29.77,6.21,12,33.72777778,35
26.58,320,2,29.8,6.21,13,34.01111111,35
22.04,310,2,29.77,6.21,11,34.51111111,36
25.15,310,8,29.74,6.21,13,35.07777778,36
32.27,320,7,29.71,6.21,16,35,35
21.79,0,0,29.71,6.21,10,33.27222222,35
15.27,310,4,29.71,6.21,4,31.62222222,34
16.83,340,8,29.71,6.21,7,33.77222222,36
13.34,330,7,29.71,6.21,6,36.53333333,39
9.72,330,5,29.71,6.21,3,37.64444444,41
28.37,40,4,29.83,6.21,14,34.34444444,35
32.27,340,6,29.8,6.21,16,35,35
30.26,320,4,29.71,6.21,15,35,35
28.63,290,5,29.68,6.21,15,36,36
23.55,320,3,29.68,6.21,12,34.77222222,36
28.9,0,0,29.71,6.21,16,37,37
25.41,310,3,29.74,6.21,14,37,37
25.41,350,5,29.77,6.21,14,37,37
47.19,350,5,29.77,6.21,23,41.91666667,36
32.81,340,10,29.77,6.21,18,38.61111111,37
27.1,290,3,29.77,6.21,15,37,37
23.81,320,3,29.77,6.21,13,36.16111111,37
15.08,310,6,29.77,6.21,7,35.72777778,38
13.04,240,9,29.74,6.21,8,39.83888889,42
18.95,0,0,29.83,6.21,12,39.06111111,40
21.36,320,6,29.88,6.21,13,38.35555556,39
22.54,360,5,29.85,6.21,13,37.25555556,38
28.9,0,0,29.88,6.21,16,37,37
34.39,330,7,29.91,6.21,17,35.67777778,35
34.39,330,6,29.8,6.21,17,35.67777778,35
19.52,360,7,29.8,6.21,10,35.31111111,37
13.54,40,8,29.77,6.21,7,37.67777778,40
13.04,260,5,29.74,6.21,8,39.83888889,42
44.14,350,10,29.77,6.21,21,38.53888889,35
46.93,30,12,29.77,6.21,22,39.51666667,35
32.27,10,12,29.83,6.21,16,35,35
34.93,30,10,29.85,6.21,19,39.32222222,37
38.73,340,8,29.8,6.21,18,35.11111111,34
36.63,360,12,29.74,6.21,18,36.25555556,35
43.88,30,9,29.77,6.21,20,36.48333333,34
34.11,310,7,29.77,6.21,16,34,34
38.45,340,10,29.8,6.21,17,33,33
34.11,320,4,29.74,6.21,16,34,34
30.53,60,6,29.8,6.21,16,36,36
24.89,10,7,29.88,6.21,12,33.72777778,35
24.63,350,9,29.88,6.21,11,32.47222222,34
26.84,340,10,29.85,6.21,14,35.42777778,36
20.38,10,11,29.85,6.21,9,33.08888889,35
30.53,20,8,29.85,6.21,16,36,36
31.535,20,10.5,29.85,6.21,16.5,36.41111111,36
32.54,50,13,29.85,6.21,17,36.82222222,36
33.84,330,5,29.88,6.21,15,33,33
28.1,330,6,29.85,6.21,13,32.97222222,34
33.84,330,6,29.83,6.21,15,33,33
39,350,12,29.74,6.21,19,36.92222222,35
52.98,30,9,29.74,0.62,24,41.88333333,35
30.53,10,9,29.77,0.93,16,36,36
39.27,40,11,29.85,6.21,20,38.89444444,36
32.54,30,7,29.88,6.21,17,36.82222222,36
18.48,360,13,29.85,6.21,10,36.34444444,38
32.54,70,8,29.85,6.21,17,36.82222222,36
36.35,10,10,29.88,6.21,17,34,34
34.11,40,10,29.88,6.21,16,34,34
23.3,0,0,29.85,6.21,11,33.47777778,35
26.58,70,6,29.8,6.21,13,34.01111111,35
26.58,330,2,29.83,6.21,13,34.01111111,35
20.62,170,5,29.88,6.21,10,34.28333333,36
23.81,300,12,29.8,6.21,13,36.16111111,37
24.89,320,6,29.83,6.21,12,33.72777778,35
15.3,280,11,29.77,6.21,8,36.90555556,39
22.04,150,3,29.88,6.21,11,34.51111111,36
24.06,320,9,29.91,6.21,14,38,38
23.81,0,0,29.88,6.21,13,36.16111111,37
25.15,330,9,29.8,6.21,13,35.07777778,36
38.45,50,8,29.88,6.21,17,33,33
31.99,10,10,29.91,6.21,15,34,34
32.54,100,8,29.88,6.21,17,36.82222222,36
46.67,30,10,29.85,6.21,21,37.31666667,34
38.18,350,10,29.94,6.21,16,32,32
35.81,0,0,30.03,6.21,15,32,32
40.69,30,10,30.06,6.21,17,32.4,32
46.14,50,11,30.03,6.21,19,33.48333333,32
37.62,300,5,29.91,6.21,14,29.42777778,30
40.41,340,10,29.83,6.21,16,30.97222222,31
35.25,280,8,29.83,6.21,13,29.18888889,30
43.34,300,8,29.94,6.21,18,32.90555556,32
35.53,330,6,29.94,6.21,14,30.32222222,31
35.25,300,9,29.94,6.21,13,29.18888889,30
46.14,20,2,29.91,6.21,19,33.48333333,32
38.45,30,7,29.91,3.73,17,33,33
26.84,80,10,29.91,6.21,14,35.42777778,36
35.81,360,7,29.91,6.21,15,32,32
40.41,360,8,29.94,6.21,16,30.97222222,31
42.8,20,5,29.91,6.21,16,30.02777778,30
45.88,360,7,29.91,6.21,18,31.85,31
49.1,70,9,29.94,6.21,20,34.15,32
51.47,360,7,29.94,3.73,18,29.83888889,29
35.81,60,10,29.94,6.21,15,32,32
31.72,100,10,29.91,6.21,14,32.25555556,33
17.78,110,11,29.94,6.21,7,32.81111111,35
20.62,260,16,29.83,6.21,10,34.28333333,36
38.18,50,10,29.8,6.21,16,32,32
69.71,100,8,29.85,6.21,21,28.83333333,27
44.8,290,6,29.88,6.21,14,27.11666667,27
47.79,340,9,29.91,6.21,15,27.28333333,27
46.98,250,6,29.85,6.21,12,24,24
36.22,280,7,29.88,6.21,9,25,25
36.22,280,3,29.97,6.21,9,25,25
44.8,340,6,30.03,6.21,14,27.11666667,27
48.32,50,14,30.03,6.21,17,29.46111111,29
47.79,10,16,30,6.21,15,27.28333333,27
45.34,30,11,29.88,6.21,16,29.12777778,29
53.29,290,5,29.85,6.21,13,23,23
68.94,240,9,29.91,0.93,17,23,23
60.9,200,7,29.97,6.21,16,24,24
57.36,290,5,30.06,3.73,16,25,25
50.43,330,5,30.09,6.21,14,25,25
56.88,280,9,30.03,3.73,14,23,23
50.43,310,9,29.94,6.21,14,25,25
43.97,0,0,30.03,6.21,11,24,24
38.74,60,9,30.09,6.21,10,25,25
47.25,360,7,30.12,6.21,13,25,25
34.41,30,14,30,6.21,10,27,27
73.61,0,0,29.85,3.73,19,24,24
50.17,240,8,29.83,6.21,13,24,24
44.25,330,9,29.94,6.21,12,25,25
49.9,260,4,30.03,6.21,12,23,23
53.8,30,9,30.09,6.21,15,25,25
38.46,40,8,30.06,6.21,9,24,24
50.17,20,4,29.88,6.21,13,24,24
38.74,340,4,29.91,6.21,10,25,25
53.55,10,7,30.03,3.73,14,24,24
36.22,70,17,30.03,6.21,9,25,25
36.22,260,3,29.97,6.21,9,25,25
34.13,250,10,29.88,6.21,9,26,26
27.81,210,2,30,6.21,6,25.38333333,26
26.22,30,6,30.06,6.21,6,26.27777778,27
44.25,40,9,30.06,6.21,12,25,25
46.43,280,6,30.06,6.21,10,22,22
43.42,350,8,30.12,6.21,9,21.38888889,22
43.13,330,6,30.18,6.21,8,21,21
46.71,360,7,30.21,6.21,11,23,23
40,60,10,30.21,6.21,6,20,20
39.43,30,26,30.27,6.21,4,18,18
34.51,80,15,30.36,6.21,3,19,19
45.88,60,7,30.33,6.21,8,20,20
52.77,50,7,30.24,6.21,11,21,21
45.88,360,10,30.15,6.21,8,20,20
52.77,300,8,30.15,6.21,11,21,21
52.51,280,10,30.12,6.21,10,20,20
55.88,200,12,30,1.24,10,19,19
72.38,10,9,29.91,6.21,12,17,17
49.1,280,8,30.12,3.73,9,20,20
56.13,250,4,30.21,2.49,11,20,20
45.6,0,0,30.09,3.73,7,19,19
45.88,260,17,30,6.21,8,20,20
55.63,210,6,30.12,2.49,9,18,18
39.72,230,13,30.12,6.21,5,19,19
52.77,300,10,30.21,6.21,11,21,21
59.74,0,0,30.27,1.24,11,19,19
52.51,360,13,30.21,6.21,10,20,20
45.88,330,12,30.18,6.21,8,20,20
52.51,10,8,30.27,6.21,10,20,20
46.16,70,7,30.33,6.21,9,21,21
48.83,20,7,30.27,6.21,8,19,19
49.37,70,12,30.24,6.21,10,21,21
28.39,50,13,30.09,6.21,2,21,21
45.88,260,9,29.94,1.86,8,20,20
48.83,260,11,30,3.73,8,19,19
55.63,240,8,30.03,1.86,9,18,18
54.34,290,17,30.18,6.21,4,13,13
47.44,270,8,30.3,6.21,3,14,14
42.28,250,15,30.21,6.21,5,18,18
32.43,210,14,30.09,6.21,3,20,20
28.39,200,20,30.06,6.21,2,21,21
21.5,200,10,30.06,6.21,-1,20.81666667,22
26.43,220,15,29.8,3.73,1,21,21
42.57,250,15,29.97,1.86,6,19,19
59.97,270,4,30.09,3.73,12,20,20
45.88,60,6,30.15,6.21,8,20,20
45.6,20,7,30.15,6.21,7,19,19
52.77,70,8,30.09,6.21,11,21,21
37.61,330,5,30.06,6.21,6,21,21
56.38,330,9,30.06,6.21,12,21,21
45.6,360,6,30.12,6.21,7,19,19
45.88,70,9,30,6.21,8,20,20
37.32,220,15,29.8,6.21,5,20,20
30.98,210,19,29.91,0.62,-2,15,15
42,310,11,30.09,6.21,4,17,17
36.74,0,0,30.15,6.21,3,18,18
42.28,60,4,30.09,6.21,5,18,18
45.04,360,5,30.06,3.73,5,17,17
48.28,10,14,30.15,6.21,6,17,17
76.66,270,9,30.21,6.21,9,13,13
58.02,270,11,30.27,6.21,4,12,12
58.27,290,8,30.21,6.21,5,13,13
66.7,0,0,30.24,2.49,6,12,12
44.76,360,9,30.36,6.21,4,16,16
41.71,20,10,30.39,6.21,3,16,16
51.98,10,4,30.33,6.21,8,18,18
55.88,340,5,30.21,2.49,10,19,19
55.63,310,3,30.18,3.73,9,18,18
52.51,340,10,30.21,6.21,10,20,20
37.32,50,16,30.24,6.21,5,20,20
25.67,220,91,30.06,6.21,4,24.22777778,25
45.88,270,13,30,6.21,8,20,20
39.14,250,22,30.06,6.21,3,17,17
48,280,16,30.12,6.21,5,16,16
51.18,240,4,30.24,6.21,5,15,15
36.74,30,6,30.15,6.21,3,18,18
45.32,290,13,30.15,6.21,6,18,18
40,200,5,30.21,3.73,6,20,20
31.34,30,3,30.15,6.21,6,23.27222222,24
27.53,300,3,30.03,6.21,5,24.27222222,25
21.51,50,6,30.06,6.21,4,26.78333333,28
16.86,60,26,30.12,6.21,3,28.97777778,31
18.09,40,17,30.21,6.21,4,29.01111111,31
18.33,40,15,30.09,3.73,5,29.9,32
17.09,220,10,30.03,3.73,4,29.85,32
53.8,300,11,30,3.73,15,25,25
53.29,350,6,30.06,6.21,13,23,23
49.37,240,12,29.91,6.21,10,21,21
40,280,16,29.91,6.21,6,20,20
37.89,250,6,30.03,6.21,7,21.24444444,22
27.53,210,4,30.03,6.21,5,24.27222222,25
24.72,20,5,29.94,3.73,6,26.88333333,28
24.99,300,6,29.85,6.21,7,27.62777778,29
38.46,300,7,30,6.21,9,24,24
36.51,30,12,30.09,6.21,10,26,26
28.9,20,11,30.09,6.21,10,28.67777778,30
27.56,310,6,29.91,2.49,11,30.55555556,32
17.09,190,9,29.71,2.49,4,29.85,32
40.57,280,7,29.85,6.21,8,21.31666667,22
27.53,250,8,29.94,6.21,5,24.27222222,25
25.95,260,4,30.03,6.21,5,25.33333333,26
33.29,40,9,29.94,6.21,6,22.22222222,23
36.22,360,3,29.83,6.21,9,25,25
17.38,10,7,29.8,6.21,1,26.68333333,28
11.28,200,18,29.68,3.73,-1,30.39444444,33
11.16,350,10,29.91,6.21,-5,26.48333333,28
16.39,40,22,29.97,6.21,1,27.38888889,29
13.18,60,22,29.88,6.21,-2,27.36111111,29
29.18,180,16,29.74,0.62,11,29.66111111,31
29.23,240,18,29.97,6.21,5,23.21666667,24
29.23,260,13,30.03,6.21,5,23.21666667,24
33.29,260,12,30.09,6.21,6,22.22222222,23
40.57,300,7,30.12,6.21,8,21.31666667,22
22.28,360,4,30.06,6.21,2,24.13888889,25
14.02,200,14,29.77,6.21,2,30.65,33
35.66,300,10,30,6.21,7,22.28888889,23
35.37,310,10,30.12,6.21,6,21.17777778,22
29.51,350,7,30.09,6.21,6,24.32777778,25
10.91,110,6,29.91,6.21,-3,28.71666667,31
14.83,210,18,29.83,6.21,2,29.78888889,32
12.44,40,12,29.85,6.21,-2,28.07777778,30
28.63,140,2,29.83,3.73,9,27.8,29
43.42,260,10,29.94,6.21,9,21.38888889,22
43.42,250,12,30,6.21,9,21.38888889,22
37.89,310,10,30.09,6.21,7,21.24444444,22
38.18,345,11,30.135,6.21,8,22.35,23
33.85,10,19,30.15,6.21,8,24.43888889,25
24.72,20,16,30,6.21,6,26.88333333,28
25.26,10,10,29.94,6.21,8,28.45555556,30
26.76,350,9,29.91,6.21,8,27.70555556,29
16.86,30,8,29.8,6.21,3,28.97777778,31
22.27,210,10,29.71,2.49,7,29.18333333,31
22.27,20,11,29.8,6.21,7,29.18333333,31
11.48,350,6,29.88,6.21,0,31.28333333,34
10.25,210,17,29.83,2.49,3,36.77222222,40
13.75,180,19,29.68,1.86,8,38.87222222,41
35.53,360,11,29.77,6.21,14,30.32222222,31
33.01,260,8,29.85,2.49,12,28.98888889,30
38.74,250,13,29.88,6.21,10,25,25
34.13,310,11,29.83,6.21,9,26,26
30.35,350,9,29.91,6.21,9,27.11111111,28
16.86,40,4,30.03,6.21,3,28.97777778,31
14.44,20,12,30.06,6.21,4,32.53888889,35
15.27,330,7,30.03,6.21,4,31.62222222,34
19.64,30,15,29.94,6.21,6,29.96111111,32
27.83,10,14,29.88,6.21,12,31.71111111,33
30.26,330,8,29.88,6.21,15,35,35
18.02,330,11,29.91,6.21,8,33.91666667,36
17.78,10,9,29.88,6.21,7,32.81111111,35
21.54,330,6,29.8,6.21,9,32.11111111,34
11,200,10,29.62,6.21,4,36.97777778,40
19.04,30,10,29.77,6.21,8,32.93888889,35
9.89,240,20,29.65,6.21,4,38.73888889,42
28.63,310,11,29.94,6.21,9,27.8,29
28.36,330,11,29.97,6.21,8,27.02222222,28
23.59,340,12,29.97,6.21,7,28.37222222,30
9.55,50,9,29.83,6.21,-1,32.75555556,36
26.31,290,11,29.8,6.21,12,32.7,34
16.37,340,8,29.85,6.21,5,31.68333333,34
27.1,300,11,29.74,3.73,15,37,37
26.49,240,7,29.97,6.21,7,26.94444444,28
19.64,250,8,29.83,6.21,6,29.96111111,32
30.35,280,8,29.91,6.21,9,27.11111111,28
28.36,310,7,29.91,6.21,8,27.02222222,28
20.54,350,6,29.97,6.21,5,28.25555556,30
15.49,40,13,29.85,6.21,5,32.61111111,35
27.56,340,27,29.85,6.21,11,30.55555556,32
31.17,290,9,29.88,6.21,12,29.84444444,31
24.37,330,8,29.91,6.21,10,31.31111111,33
16.15,10,11,29.88,6.21,8,35.90555556,38
10.96,10,3,29.88,6.21,7,41.35555556,44
11.93,30,18,29.83,6.21,9,42.96666667,45
27.37,340,6,29.83,6.21,16,38.59444444,38
29.72,340,10,29.88,6.21,13,31.96111111,33
28.9,340,9,29.94,6.21,10,28.67777778,30
28.63,340,7,29.97,6.21,9,27.8,29
25.26,360,10,29.94,6.21,8,28.45555556,30
20.13,70,10,29.88,6.21,8,31.97222222,34
13.14,200,18,29.83,6.21,5,35.43888889,38
37.07,300,11,29.97,6.21,12,28,28
32.73,290,11,29.97,6.21,11,28.04444444,29
18.56,300,4,29.91,6.21,6,30.84444444,33
27.56,290,12,29.77,6.21,11,30.55555556,32
27.03,330,11,29.88,6.21,9,28.55555556,30
30.9,290,17,29.91,6.21,11,28.81666667,30
30.9,300,10,29.94,6.21,11,28.81666667,30
24.11,340,8,29.97,6.21,9,30.24444444,32
14.66,50,12,29.97,6.21,5,33.55,36
14.5,310,8,29.91,3.73,8,37.89444444,40
15.3,10,7,29.88,6.21,8,36.90555556,39
9.55,300,7,29.77,6.21,5,40.79444444,44
12.37,350,5,29.77,3.73,8,40.75555556,43
28.63,310,12,29.85,6.21,15,36,36
19.28,350,12,29.94,6.21,9,34.08888889,36
11.98,10,3,29.85,6.21,6,38.34444444,41
28.37,340,11,29.77,6.21,14,34.34444444,35
33.29,290,6,29.83,6.21,13,30.06111111,31
31.17,310,10,29.91,6.21,12,29.84444444,31
23.04,360,8,29.94,6.21,10,32.27777778,34
17.28,40,14,29.83,6.21,9,36.11111111,38
34.66,360,15,29.74,6.21,18,37.42777778,36
14.5,40,7,29.74,6.21,8,37.89444444,40
28.37,330,11,29.83,6.21,14,34.34444444,35
33.84,350,11,29.83,6.21,15,33,33
26.84,360,17,29.77,6.21,14,35.42777778,36
25.15,30,10,29.74,6.21,13,35.07777778,36
23.81,360,14,29.74,6.21,13,36.16111111,37
27.1,330,11,29.8,6.21,15,37,37
27.37,310,9,29.8,6.21,16,38.59444444,38
25.67,310,8,29.77,6.21,15,38,38
31.07,310,12,29.74,6.21,18,39.81111111,38
27.1,310,6,29.71,6.21,15,37,37
21.36,330,11,29.74,6.21,13,38.35555556,39
29.17,340,11,29.8,6.21,17,39.16666667,38
38.73,360,7,29.8,6.21,18,35.11111111,34
46.67,320,10,29.74,6.21,21,37.31666667,34
30.8,310,8,29.77,6.21,17,37.98888889,37
32.54,320,9,29.83,6.21,17,36.82222222,36
38.45,320,8,29.85,6.21,17,33,33
39,330,10,29.77,6.21,19,36.92222222,35
39,290,10,29.74,6.21,19,36.92222222,35
36.63,290,9,29.71,6.21,18,36.25555556,35
39.98,325,9,29.665,6.21,18.5,35.43055556,34
32.81,310,8,29.71,6.21,18,38.61111111,37
36.9,320,9,29.71,6.21,19,38.11111111,36
36.63,300,10,29.77,6.21,18,36.25555556,35
30.26,320,7,29.77,6.21,15,35,35
36.9,350,10,29.77,6.21,19,38.11111111,36
25.15,320,10,29.77,6.21,13,35.07777778,36
41.77,330,8,29.74,6.21,21,39.77777778,36
28.9,330,13,29.77,6.21,16,37,37
23.81,330,11,29.74,6.21,13,36.16111111,37
22.04,350,8,29.77,6.21,11,34.51111111,36
19.28,290,9,29.77,6.21,9,34.08888889,36
39,310,14,29.77,6.21,19,36.92222222,35
38.45,330,8,29.71,6.21,17,33,33
38.45,320,9,29.68,6.21,17,33,33
36.35,270,9,29.74,6.21,17,34,34
27.1,320,8,29.8,6.21,15,37,37
32.27,350,10,29.88,6.21,16,35,35
31.99,300,16,29.83,6.21,15,34,34
36.63,320,15,29.68,6.21,18,36.25555556,35
30.8,320,9,29.68,6.21,17,37.98888889,37
25.41,340,8,29.74,6.21,14,37,37
36.63,340,9,29.77,6.21,18,36.25555556,35
43.88,350,9,29.74,6.21,20,36.48333333,34
38.73,350,8,29.71,6.21,18,35.11111111,34
36.63,300,7,29.68,6.21,18,36.25555556,35
36.63,320,5,29.71,6.21,18,36.25555556,35
